age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,fraud
55,0.0,86,96311,1,1,0,1,8,0,0.0,14,15000.0,35191.83897,0,0,0,14,0,0,0,11.475348200614862,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.468597902537526,0.42623518516212866,0.05,750.0,0.0,0,0.0,0,1,0,0,0,0,1,0,0.155745449635496,0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,1348354,11,2016,4,1,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.1570856102003643,0,3,1,0.0
40,0.0,96,60601,1,1,0,0,52,1,499.06,10,26485.9801026338,33243.14714,0,0,0,4,0,0,0,11.012083174813139,0,0,0,0.0,1,0,1,0,0,0,0,0,6.214728091222768,0,0,0,0,1,10.184408574356883,10.411634004724968,0.7967350380604507,0.09999999999999998,2648.5980102633794,0.18842421457605368,0,0.018842421464008063,0,1,0,0,0,1,0,0,0.43705516579258996,0,0.008235177637196826,0,0,0,0,1,0,0,0,1,0,0,0,242404,7,2015,3,6,0,1,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1570856102003643,0,2,0,0.0
55,1.0,77,66700,1,1,0,0,34,1,0.0,1,15000.0,37048.65927,0,0,0,23,0,0,0,11.107975224295076,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,10.520014434190717,0.4048729507397132,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.22488755621851744,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1534100,4,2015,2,15,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1509135802469136,0,3,1,0.0
30,1.0,49,35583,1,0,4,1,94,0,2714.83,12,73339.30564122103,37368.5423,0,0,0,51,1,1,0,10.479651377610255,1,0,0,1.6094379124341003,0,0,0,0,0,1,1,0,7.906852894672495,0,0,0,0,1,11.202865609072605,10.528611274612178,1.962594768896255,0.05,3666.9652820610518,0.7403478872681764,0,0.03701739437299891,0,1,0,0,0,0,1,0,2.061077077232385,1,0.07629570300209944,1,0,0,0,1,0,1,0,0,1,0,0,1814733,1,2016,1,16,1,0,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.15671957671957673,0,7,2,0.0
42,0.0,83,106775,1,0,0,1,83,1,1793.56,1,15000.0,10163.80684,0,0,0,17,0,0,1,11.578488461153988,0,0,0,0.0,0,0,0,0,0,0,0,0,7.4925151455260615,0,0,0,0,1,9.61587214452889,9.226686723422478,1.4758249772606045,1.0,15000.0,0.11957066665869528,0,0.11957066665869528,0,0,0,1,0,0,0,0,0.140482322639752,0,0.016797564972916904,0,0,0,0,1,0,0,0,0,0,0,0,1815175,8,2016,3,19,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.16595103578154424,0,0,0,0.0
43,0.0,71,70350,0,0,0,0,97,0,1293.02,1,15000.0,29263.24156,0,0,0,29,0,0,0,11.161252277082589,0,0,0,0.0,1,0,1,0,0,1,1,0,7.165508930891945,0,0,1,0,0,9.61587214452889,10.28412162510724,0.512588462516434,1.0,15000.0,0.08620133332758657,0,0.08620133332758657,0,0,0,1,0,0,1,0,0.21321961620166002,0,0.018379815209404696,0,0,1,0,0,0,0,0,1,0,1,0,2040150,2,2015,1,1,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0.13312899106002554,0,7,2,1.0
39,1.0,65,113311,1,0,8,1,96,1,0.0,8,15000.0,21568.44709,0,0,0,35,0,0,1,11.63790035491163,1,1,0,2.1972245773362196,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,9.61587214452889,9.97903310576769,0.6954603609946096,0.29999999999999993,4499.999999999999,0.0,0,0.0,0,1,0,0,0,1,0,0,0.13237902763074744,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,3965885,2,2016,1,29,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,1,0,0,0.1400472813238771,0,3,1,0.0
54,1.0,78,31275,0,1,0,0,19,0,0.0,3,31735.92953342653,22253.40911,0,0,0,22,0,1,0,10.350606309244405,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,10.36523625132367,10.010295430210032,1.426115404391647,0.8,25388.743626741227,0.0,0,0.0,0,0,0,0,0,1,0,0,1.0147379546734385,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,688050,7,2015,3,15,0,0,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.15313131313131312,0,6,2,0.0
29,1.0,81,53102,1,1,9,0,94,1,0.0,1,64161.45600450281,6922.848773000001,0,0,0,19,0,1,0,10.879988702809266,1,1,0,2.302585092994046,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,11.069173521179687,8.842727075069714,9.268071295370868,1.0,64161.45600450281,0.0,0,0.0,0,0,0,1,0,0,0,0,1.2082681632197383,1,0.0,1,0,0,1,1,1,1,0,0,0,0,0,1008938,1,2015,1,10,1,0,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0.13719416386083053,0,9,2,1.0
50,0.0,77,64639,0,1,3,0,54,0,0.0,1,15182.063881815791,14483.53646,0,0,0,23,0,0,0,11.076588693194976,1,0,0,1.3862943611198906,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.627935867330084,9.580836908310657,1.0482290649591504,1.0,15182.063881815791,0.0,0,0.0,0,0,0,1,0,1,0,0,0.2348746713529126,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,1486697,7,2016,3,2,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,1,1,0.13615176151761518,0,7,2,0.0
26,1.0,86,116206,0,1,0,0,50,1,5142.5,7,15000.0,33545.20884,0,0,0,14,0,0,1,11.66312836254939,0,0,0,0.0,1,0,1,0,0,0,0,0,8.545489060571084,1,0,0,0,1,9.61587214452889,10.420679135716751,0.447157746761932,0.3999999999999999,5999.999999999999,0.8570833331904862,0,0.3428333333104778,0,1,1,0,0,1,0,0,0.12908111457128651,0,0.044253308778856054,0,0,0,0,1,0,0,0,0,1,0,0,1626884,9,2016,3,25,1,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,0,0,0,1,0.11392290249433107,0,4,1,0.0
50,1.0,74,123808,1,1,0,0,5,1,0.0,1,15000.0,12456.58594,0,0,0,26,0,0,1,11.726495334490107,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.430085028787193,1.2041822752274782,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.12115533729548046,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,3219008,9,2015,3,28,0,1,0,0.0,1.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.1348148148148148,0,3,1,0.0
43,0.0,75,50540,1,1,8,0,0,1,0.0,1,32853.16691936884,45217.070530000005,0,0,0,25,0,1,0,10.830540167054314,1,1,0,2.1972245773362196,1,0,1,0,1,1,0,1,0.0,0,0,0,0,1,10.399833862728917,10.719252076412126,0.726565576530335,1.0,32853.16691936884,0.0,0,0.0,0,0,0,1,0,0,0,0,0.6500428753209102,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1263500,9,2015,3,25,0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0.16749719416386083,0,7,2,0.0
39,1.0,84,72849,1,1,0,0,7,1,0.0,1,15000.0,8536.869284,0,0,0,16,0,0,0,11.196157811623351,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.052266757292065,1.757084418096487,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.20590536589100875,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1165584,9,2015,3,27,1,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,0,0,0,1,0.15796296296296297,0,4,1,0.0
28,1.0,73,99814,0,0,10,1,92,1,0.0,1,25275.643189378294,30854.6034,0,0,0,27,0,0,0,11.511073751606753,1,1,0,2.3978952727983707,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,10.137636054213765,10.337073646551636,0.8191854829856315,1.0,25275.643189378294,0.0,0,0.0,0,0,0,1,0,0,1,0,0.2532274349202023,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2694978,12,2016,4,30,0,0,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1,1,1,0,0,0.22046296296296297,1,4,1,0.0
56,1.0,72,42823,1,1,11,0,8,0,0.0,2,15000.0,30393.82089,0,0,0,28,0,1,0,10.664853972073217,1,1,0,2.4849066497880004,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.322027507419943,0.49352136586557604,0.9,13500.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0.3502790556394863,0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,1199044,10,2016,4,11,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.13433106575963719,0,8,2,0.0
45,0.0,72,83477,1,1,0,1,6,0,0.0,5,15000.0,34072.99539,0,0,0,28,0,0,0,11.332338403069931,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,10.436289773811707,0.4402313277089247,0.6,9000.0,0.0,0,0.0,0,1,0,0,0,1,0,0,0.17969021406878913,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2337356,10,2015,4,15,0,0,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.14867102396514162,0,2,0,1.0
52,1.0,93,58481,0,1,0,0,100,1,2008.05,1,51157.152252801934,13609.46836,0,0,0,7,0,0,0,10.976474293565264,0,0,0,0.0,1,0,1,1,0,1,0,0,7.605417252509215,0,0,0,0,1,10.842677138011652,9.518594507985068,3.7589383285096223,1.0,51157.152252801934,0.03925257586735126,0,0.03925257586735126,0,0,0,1,0,0,1,0,0.8747653468977474,0,0.034336793145904876,0,0,0,0,0,0,1,0,0,0,0,0,409367,8,2015,3,21,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.2363718820861678,1,5,1,0.0
54,1.0,59,96734,1,0,4,0,98,1,962.88,1,111877.06908656856,5345.352244,0,0,0,41,1,0,0,11.479730560112587,1,0,0,1.6094379124341003,1,0,1,0,0,1,0,0,6.870966805534302,0,0,0,0,1,11.625164888376906,8.584169783791262,20.929784223521935,1.0,111877.06908656856,0.008606589427600515,0,0.008606589427600515,0,0,0,1,0,0,1,0,1.1565433982406603,1,0.00995389418394821,0,0,0,1,1,0,1,0,1,0,0,0,3966094,7,2016,3,9,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,1,1,0.11758024691358025,0,6,2,0.0
52,1.0,80,49754,0,1,6,0,57,0,622.58,1,15000.0,32167.619560000003,0,0,0,20,0,1,0,10.814866240049263,1,1,0,1.9459101490553132,1,0,1,0,0,0,1,0,6.435477064828385,0,0,0,0,1,9.61587214452889,10.37874670852593,0.46630742979147854,1.0,15000.0,0.041505333330566316,0,0.041505333330566316,0,0,0,1,0,1,0,0,0.301483297819241,0,0.012513164770420205,0,0,1,1,0,0,0,0,0,0,0,0,995080,4,2015,2,6,0,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.051644444444444444,0,7,2,0.0
47,1.0,97,123833,1,0,0,0,89,1,2107.31,1,15000.0,12248.41177,0,0,0,3,0,0,1,11.726697238037431,0,0,0,0.0,1,0,1,0,0,0,0,0,7.6536419576726935,0,0,0,0,1,9.61587214452889,9.413233196044425,1.2246485732554164,1.0,15000.0,0.1404873333239675,0,0.1404873333239675,0,0,0,1,0,1,0,0,0.12113087787487076,0,0.01701735401696626,0,0,0,0,0,0,0,0,0,0,0,0,371499,8,2015,3,17,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.13704315886134066,0,1,0,1.0
30,1.0,79,55412,1,0,0,0,0,1,1380.48,4,28125.13520628897,44245.358980000005,0,0,0,21,0,0,0,10.922569502247429,0,0,0,0.0,1,0,1,0,1,1,0,0,7.230910667240944,0,0,1,0,0,10.244454501582437,10.697528364112795,0.6356629453128986,0.7,19687.594644402277,0.07011928195719883,0,0.049083497370787106,0,0,0,0,0,0,0,0,0.5075639790258681,0,0.024913015230908234,0,0,0,0,1,0,0,0,0,1,0,0,1163652,7,2015,3,1,0,0,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.23371273712737128,1,4,1,0.0
36,0.0,86,113300,0,0,0,0,14,0,2296.01,1,15000.0,24018.2169,0,0,0,14,0,0,1,11.63780327310248,0,0,0,0.0,1,0,1,0,0,0,1,0,7.739363556184193,0,0,0,0,1,9.61587214452889,10.086609493104183,0.6245259613495902,1.0,15000.0,0.15306733332312886,0,0.15306733332312886,0,0,0,1,0,0,1,0,0.132391879963527,0,0.020264872021003844,0,0,1,0,1,0,0,0,1,0,1,0,1586200,4,2016,2,2,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0.16521072796934866,0,5,1,0.0
57,1.0,94,114573,1,1,1,1,63,1,799.51,1,33918.11608882211,26152.82763,0,0,0,6,0,0,1,11.648976181431753,1,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,6.685249024551123,0,0,0,1,0,10.431734030864128,10.17175083086585,1.2969196511897476,1.0,33918.11608882211,0.023571769077113065,0,0.023571769077113065,0,0,0,1,0,1,0,0,0.2960393468664177,0,0.006978171122280309,0,0,0,0,0,0,0,0,1,0,0,0,687438,4,2015,2,26,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0.18260047281323877,0,3,1,0.0
29,1.0,75,55307,1,1,0,1,51,1,1167.24,1,46284.71311304601,18676.09159,0,0,0,25,0,0,0,10.920672842508509,0,0,0,0.0,0,0,0,0,0,0,0,0,7.063253621732216,0,0,0,0,1,10.742588620383728,9.835053003194071,2.478286898922181,1.0,46284.71311304601,0.02521869363484891,0,0.02521869363484891,0,0,0,1,0,1,0,0,0.8368689878715017,0,0.021104742618093465,0,0,0,0,0,0,1,0,0,0,0,0,1382675,2,2015,1,25,0,0,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,1,0,1,0,0,0.11877068557919622,0,1,0,0.0
32,1.0,78,50390,1,0,0,0,73,1,2412.6,9,31790.102664928407,28300.57619,0,0,0,22,0,1,0,10.827567866685113,0,0,0,0.0,1,0,1,0,0,0,0,0,7.788874687844851,0,0,0,1,0,10.366941739208572,10.250672777840094,1.1233023119521548,0.19999999999999996,6358.02053298568,0.37945772384720544,0,0.07589154477899016,0,1,0,0,0,0,1,0,0.6308811800813162,0,0.047878547329869445,0,0,0,0,1,0,0,0,0,0,0,0,1108580,12,2015,4,22,0,0,1,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.12693665628245068,0,2,0,1.0
40,1.0,73,95489,1,1,0,0,16,0,0.0,9,15000.0,10459.21833,0,0,0,27,0,0,0,11.466776808944248,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,9.61587214452889,9.255334610250028,1.4341415892946427,0.19999999999999996,2999.9999999999995,0.0,0,0.0,0,1,0,0,0,0,0,0,0.1570861565190013,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,2578203,1,2016,1,29,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1,0,1,0,0,0.16827886710239653,0,6,2,0.0
55,0.0,89,117367,1,0,11,0,50,1,5324.79,1,48490.8597476064,20228.2297,0,0,0,11,0,0,1,11.67306957681948,1,1,0,2.4849066497880004,1,0,1,0,0,0,0,0,8.580316336381355,1,0,1,0,0,10.789151222583284,9.91488385232364,2.3971875178582343,1.0,48490.8597476064,0.10981017922976775,0,0.10981017922976775,0,0,0,1,1,1,0,0,0.41315582529325323,0,0.04536871522621036,0,0,0,1,1,0,1,0,0,0,0,0,1291037,1,2016,1,24,1,0,6,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,1,0,1,0.17123321123321122,0,5,1,0.0
50,1.0,91,94195,1,0,8,0,39,0,841.31,1,15000.0,7717.133487,0,0,0,9,0,0,0,11.453132996817871,1,1,0,2.1972245773362196,1,0,1,0,0,0,1,0,6.736148117505384,0,0,0,0,1,9.61587214452889,8.951327837490885,1.9437269062825882,1.0,15000.0,0.056087333329594175,0,0.056087333329594175,0,0,0,1,0,0,1,0,0.15924412123616707,0,0.008931578109146647,0,0,1,1,1,0,0,0,0,0,0,0,847755,12,2015,4,24,0,0,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.19441595441595444,1,6,2,0.0
42,1.0,92,36494,1,1,4,0,51,0,0.0,1,15000.0,23240.60679,0,0,0,8,0,1,0,10.504930543885733,1,0,0,1.6094379124341003,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,10.053699347560368,0.645422046631278,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.41102647009341187,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,291952,5,2015,2,15,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.16483091787439613,0,6,2,0.0
47,1.0,38,67616,1,1,19,1,22,1,4975.81,1,15000.0,9261.748107,0,0,0,62,1,0,0,11.12161470970538,1,1,1,2.995732273553991,0,0,0,0,0,0,0,0,8.512544402522051,1,0,0,1,0,9.61587214452889,9.133756055426435,1.6195646680396634,1.0,15000.0,0.33172066664455196,0,0.33172066664455196,0,0,0,1,1,0,0,0,0.22184098437911381,0,0.07358923923222924,0,0,0,0,0,0,0,0,0,0,0,0,4192192,1,2016,1,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.19596707818930043,1,5,1,0.0
37,0.0,65,36814,1,1,8,0,17,1,0.0,16,15000.0,31409.27283,0,0,0,35,0,1,0,10.513660649802818,1,1,0,2.1972245773362196,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.61587214452889,10.354890278582202,0.4775659748860997,0.05,750.0,0.0,0,0.0,0,1,0,0,0,1,0,0,0.4074536860866123,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1288490,5,2015,2,26,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0.1162962962962963,0,5,1,0.0
41,1.0,83,49227,1,1,0,0,23,1,2279.69,3,56473.66400027248,25110.13556,0,0,0,17,0,1,0,10.804217846292227,0,0,0,0.0,1,0,1,0,0,0,0,0,7.732233307743734,0,0,0,0,1,10.941547391788138,10.131066674546048,2.2490385949164287,0.8,45178.93120021799,0.05045913967833178,0,0.04036731174284412,0,0,0,0,0,0,1,0,1.1472091331814913,1,0.04630974871419526,1,0,0,0,0,0,1,0,1,0,0,0,836859,8,2015,3,25,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0.14867102396514162,0,4,1,0.0
39,1.0,59,106468,1,0,0,0,99,1,1338.9,1,15000.0,14026.46633,0,0,0,41,1,0,1,11.575609141947458,0,0,0,0.0,1,0,1,0,0,1,0,0,7.200350263294562,0,0,0,1,0,9.61587214452889,9.548772567337092,1.069406908769915,1.0,15000.0,0.08925999999404934,0,0.08925999999404934,0,0,0,1,0,0,0,0,0.1408874027863688,0,0.012575609572711281,0,0,0,0,1,0,0,0,0,1,0,0,4365188,9,2016,3,13,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0.23164444444444446,1,4,1,0.0
63,1.0,61,110569,0,1,0,1,4,1,5616.34,3,53548.960996243964,29174.54455,0,0,0,39,1,0,1,11.613404083536448,0,0,0,0.0,0,0,0,0,0,0,0,0,8.633613521232846,1,0,0,0,1,10.888370347514172,10.28108612193344,1.8354686189748417,0.8,42839.168796995174,0.1311029172037259,0,0.10488233376347039,0,0,0,0,0,0,0,0,0.4843035660606469,0,0.05079488825936027,0,0,0,0,0,0,1,0,1,0,0,0,4312191,1,2015,1,7,0,0,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.1998274002157497,1,3,1,0.0
21,1.0,76,76189,1,0,0,0,58,1,0.0,5,15495.261813935716,11745.0566,0,1,0,24,0,0,0,11.240985499467055,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.648354100525912,9.371272854732528,1.3193007356487678,0.6,9297.15708836143,0.0,0,0.0,0,1,0,0,0,0,1,0,0.20337925177824015,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1828536,8,2015,3,23,1,0,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,0,0,1,1,0.2106172839506173,1,4,1,0.0
32,1.0,40,70774,0,1,5,0,12,1,0.0,4,26307.061924728176,11900.97347,0,0,0,60,1,0,0,11.1672611099801,1,1,0,1.791759469228055,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.177630708254878,9.384459503165177,2.2104966445671503,0.7,18414.943347309723,0.0,0,0.0,0,0,0,0,0,0,1,0,0.3717051731477163,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,4246440,3,2015,1,3,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,0,0.22710239651416123,1,7,2,0.0
45,1.0,73,51074,1,0,11,0,99,0,0.0,1,15000.0,39642.88206,0,0,0,27,0,1,0,10.841050419685823,1,1,0,2.4849066497880004,1,0,1,0,0,1,1,1,0.0,0,0,0,0,1,9.61587214452889,10.587691916544877,0.3783781405428327,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.2936915064358834,0,0.0,0,0,1,1,1,0,0,0,1,0,1,0,1378998,2,2016,1,15,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1270320987654321,0,8,2,0.0
56,1.0,76,63861,1,1,9,0,63,0,128.14,1,74954.70727161635,13604.542630000002,0,0,0,24,0,0,0,11.064479784287597,1,1,0,2.302585092994046,1,0,1,0,0,0,1,0,4.860897087198321,0,0,0,0,1,11.224652648351684,9.518232535023227,5.5095352563209845,1.0,74954.70727161635,0.0017095657452699325,0,0.0017095657452699325,0,0,0,1,0,0,0,0,1.1737164665514577,1,0.002006545465902404,0,0,1,1,0,0,1,0,1,0,1,0,1532664,1,2015,1,12,0,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.23694444444444446,1,9,2,1.0
38,1.0,70,32716,1,1,0,1,0,1,16263.93,1,15000.0,12730.84602,0,0,0,30,0,1,0,10.395650099471604,0,0,0,0.0,0,0,0,0,1,1,0,0,9.696766535178547,1,1,0,1,0,9.61587214452889,9.451861694392313,1.178240627155253,1.0,15000.0,1.0842619999277159,1,1.0842619999277159,1,0,0,1,1,0,1,0,0.45849125808599794,0,0.4971246484748403,0,1,0,0,1,0,0,0,0,0,0,0,981480,4,2015,2,5,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1174928774928775,0,6,2,0.0
72,1.0,83,53119,1,1,0,1,89,0,0.0,9,62238.84519640582,12473.89477,0,0,1,17,0,1,0,10.880308784150316,0,0,0,0.0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,11.038750671644904,9.431473485313601,4.989527837055522,0.19999999999999996,12447.76903928116,0.0,0,0.0,0,1,0,0,0,0,1,0,1.1716870648023143,1,0.0,1,0,0,0,1,0,1,0,1,0,1,0,903023,5,2015,2,19,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0.18568678915135606,1,7,2,0.0
56,1.0,65,60686,1,1,9,0,98,1,0.0,1,39664.59589167032,15708.40551,0,0,0,35,0,0,0,11.013484786070801,1,1,0,2.302585092994046,1,0,1,0,0,1,0,1,0.0,0,0,1,0,0,10.588239488733564,9.66201488903143,2.5250555101785923,1.0,39664.59589167032,0.0,0,0.0,0,0,0,1,0,0,1,0,0.6536037288833786,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2124010,8,2016,3,27,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,0,0,1,1,0.15904420549581838,0,7,2,0.0
41,0.0,91,57531,0,1,0,0,93,1,3308.67,1,15000.0,15634.51746,0,0,0,9,0,0,0,10.96009659372378,0,0,0,0.0,1,0,1,0,0,1,0,0,8.104603765515748,0,0,0,0,1,9.61587214452889,9.657300365602667,0.9594156031625031,1.0,15000.0,0.2205779999852948,0,0.2205779999852948,0,0,0,1,0,0,0,0,0.2607289982746566,0,0.05751108098142721,0,0,0,0,1,0,0,0,0,0,0,0,517779,12,2015,4,6,1,0,6,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,1,0,1,0.1162962962962963,0,4,1,0.0
