age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,zero_payout_claim,log_claim_payout,high_payout_flag,extreme_payout_flag,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,over_value_claim_flag,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,veh_size_nan,vehicle_to_income_ratio,overpriced_vehicle_flag,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,expensive_vehicle_flag,young_expensive_vehicle,channel_broker,channel_online,broker_no_report,unsafe_full_liability,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end_claim,is_year_end_claim,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,payout_to_income_ratio_clipped,payout_to_price_ratio_clipped,payout_to_residual_ratio_clipped,residual_to_income_ratio,claim_to_weight_ratio,claim_to_weight_ratio_clipped,payout_per_safety,vehicle_price_per_driver_age,serial_no_report,serial_no_witness,repeat_claim_full_liability,no_witness_no_report_full_liability,payout_to_income_ratio_clipped_top5_flag,payout_to_income_ratio_clipped_top1_flag,payout_to_price_ratio_clipped_top5_flag,payout_to_price_ratio_clipped_top1_flag,payout_to_residual_ratio_clipped_top5_flag,payout_to_residual_ratio_clipped_top1_flag,high_income_ratio_and_no_report,high_residual_ratio_and_repeat,composite_x_income_ratio,income_bin,claim_bin,income_claim_bin_gap,fraud
38,1.0,16,101077,0,0,6,1,52,1,0.0,1,25552.301426926795,36958.26656,0,0,0,84,1,0,0,11.523647774998503,1,1,0,1.9459101490553128,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,10.14852180164552,10.517571681402876,0.6913825729557002,1.0,25552.301426926795,0.0,0,0.0,0,0,0,1,0,0,1,0,0.2528003544493208,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,8490468,9,2015,3,5,1,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210292e-16,0,0,0,0,0,0.1362962962962962,0,4,1,0.0,0.0,0.0,0.2528003544493208,0.0,0.0,0.0,672.4289672236271,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3,0,-3,1.0
56,1.0,85,82935,1,1,7,0,2,1,1210.46,7,46237.14453237196,9622.7323,0,0,0,15,0,0,0,11.325824505002949,1,1,0,2.079441541679836,1,0,1,0,0,0,0,0,7.099581522790338,0,0,0,0,1,10.741560375646085,9.171987441390671,4.804991252595374,0.3999999999999999,18494.85781294878,0.0654484620631727,0,0.0261793848261183,0,1,0,0,0,0,0,0,0.5575106352181161,0,0.0145952854643444,0,0,0,1,0,0,1,0,0,0,0,0,1244025,10,2015,4,14,0,0,2,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.180796645702306,0,4,1,0.0145952854643444,0.0261793848261183,0.0654484620631727,0.2230042540872463,0.1257917150905474,0.1257917150905474,14.240705714815228,825.6632804769407,0,1,0,0,0,0,0,0,0,0,0,0,4.058381141857377,2,0,-2,0.0
35,1.0,85,96408,1,0,0,0,30,1,4076.2,1,34808.62874735819,9145.756483,0,0,0,15,0,0,0,11.47635483723662,0,0,0,0.0,1,0,1,0,0,0,0,0,8.313165757294257,1,0,1,0,0,10.45764931563394,9.121154612693472,3.8059868320629335,1.0,34808.62874735819,0.1171031478851996,0,0.1171031478851996,0,0,0,1,1,0,1,0,0.3610553973425145,0,0.0422807235909646,0,0,0,0,0,0,0,0,1,0,0,0,1446120,4,2016,2,6,0,0,2,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1849322493224932,0,2,0,0.0422807235909646,0.1171031478851996,0.1171031478851996,0.3610553973425145,0.4456930388569922,0.4456930388569922,47.955293553467136,994.5322215093134,0,0,0,0,0,0,0,0,0,0,0,0,2.084561447181929,3,1,-2,0.0
43,1.0,78,120916,1,0,0,0,100,0,7082.8,6,25453.098296341755,10001.67825,0,0,0,22,0,0,1,11.70285963879403,0,0,0,0.0,1,0,1,1,0,1,1,0,8.865565765867247,1,0,1,0,0,10.144632042269285,9.21060816111747,2.5448827344347804,0.5,12726.549148170878,0.5565373548619373,0,0.2782686774419013,0,1,1,0,0,0,0,0,0.2105023181062163,0,0.0585762016601725,0,0,1,0,1,0,0,0,1,0,1,0,2660152,2,2016,1,25,0,0,3,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,1,0,1,0,0,0.0803898635477582,0,8,2,0.0585762016601725,0.2782686774419013,0.5565373548619373,0.1052511590531081,0.7081611527837179,0.7081611527837179,90.80512704095992,591.9325047537035,0,0,0,1,0,0,0,0,0,0,0,0,8.46860961328138,4,2,-2,0.0
49,1.0,73,72935,0,0,0,0,8,0,0.0,1,25280.93275673517,20645.14881,0,0,0,27,0,0,0,11.19733762326474,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,10.137845299323114,9.935284082691124,1.2245459206021885,1.0,25280.93275673517,0.0,0,0.0,0,0,0,1,0,0,0,0,0.3466227840733331,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,1969245,4,2016,2,1,0,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0.1269366562824506,0,5,1,0.0,0.0,0.0,0.3466227840733331,0.0,0.0,0.0,515.9373926693424,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2,0,-2,0.0
30,0.0,91,90021,0,0,2,0,49,0,1129.79,1,15000.0,44103.00057,0,0,0,9,0,0,0,11.407809363885171,1,0,0,1.0986122886681098,1,0,1,0,0,0,1,0,7.030671782483552,0,0,0,0,1,9.61587214452889,10.694305773193518,0.3401129130851762,1.0,15000.0,0.075319333328312,0,0.075319333328312,0,0,0,1,0,0,1,0,0.1666277868478841,0,0.0125502938201913,0,0,1,1,1,0,0,0,1,0,1,0,810189,10,2015,4,12,0,1,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.095358024691358,0,5,1,0.0125502938201913,0.075319333328312,0.075319333328312,0.1666277868478841,0.0256170778716334,0.0256170778716334,12.415274588843136,499.9999833333339,0,0,0,0,0,0,0,0,0,0,0,0,5.062751469100957,3,0,-3,0.0
58,1.0,86,78868,1,1,0,0,99,0,610.93,10,15000.0,36249.59675,0,0,0,14,0,0,0,11.27554352721948,0,0,0,0.0,1,0,1,0,0,1,1,0,6.4166178968855725,0,0,0,0,1,9.61587214452889,10.498211122216288,0.4137977065796243,0.0999999999999999,1499.9999999999998,0.4072866663951422,0,0.0407286666639514,0,1,0,0,0,1,0,0,0.1901912055562434,0,0.0077462342140317,0,0,1,0,1,0,0,0,1,0,1,0,1104152,4,2016,2,24,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0.1682419127988748,0,7,2,0.0077462342140317,0.0407286666639514,0.4072866663951422,0.0190191205556243,0.0168534288587126,0.0168534288587126,7.103837126699568,258.6206851961951,0,0,0,0,0,0,0,0,0,0,0,0,7.054223639498222,2,0,-2,0.0
35,1.0,72,100063,1,0,0,1,47,1,10751.96,1,15000.0,28798.19427,0,0,0,28,0,0,0,11.513565260257568,0,0,0,0.0,0,0,0,0,0,0,0,0,9.282936344491484,1,1,0,0,1,9.61587214452889,10.26810268899657,0.5208659910703191,1.0,15000.0,0.7167973332855467,0,0.7167973332855467,1,0,0,1,1,1,0,0,0.1499055594960184,0,0.1074519052985873,0,0,0,0,0,0,0,0,1,0,0,0,2801764,3,2016,1,6,1,0,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,0,0,0,0,0.1322777777777777,0,2,0,0.1074519052985873,0.6740690266217281,0.7167973332855467,0.1499055594960184,0.3733553534232285,0.3733553534232285,149.33277570371143,428.571416326531,0,0,0,0,0,0,1,1,0,0,0,0,2.214903810597175,3,2,-1,0.0
25,1.0,72,108066,1,1,0,0,69,0,4311.81,1,15000.0,19452.07347,0,0,0,28,0,0,1,11.590506684126575,0,0,0,0.0,1,0,1,0,0,0,1,0,8.36934494281405,1,0,1,0,0,9.61587214452889,9.875760355586038,0.7711260201830235,1.0,15000.0,0.2874539999808364,0,0.2874539999808364,0,0,0,1,1,0,1,0,0.1388040641817148,0,0.0398997834652906,0,0,1,0,0,0,0,0,0,1,0,0,3025848,11,2016,4,8,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.2056274980015987,1,6,2,0.0398997834652906,0.2874539999808364,0.2874539999808364,0.1388040641817148,0.2216632590056908,0.2216632590056908,59.88624916824655,599.999976000001,0,0,0,0,0,0,0,0,0,0,0,0,6.239398700791743,4,2,-2,0.0
46,1.0,58,68572,1,1,3,1,90,1,0.0,1,29491.82412272609,7982.716458,0,0,0,42,1,0,0,11.135654150232844,1,0,0,1.3862943611198906,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,10.29190226266073,8.985159303583115,3.694459683517376,1.0,29491.82412272609,0.0,0,0.0,0,0,0,1,0,0,1,0,0.4300855177375023,0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,2880024,12,2015,4,31,0,0,3,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,1,1,1,0,0,0.1442798353909465,0,5,1,0.0,0.0,0.0,0.4300855177375023,0.0,0.0,0.0,641.126597426076,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2,0,-2,0.0
58,0.0,69,77286,1,1,0,1,8,1,0.0,11,16836.70160678153,19158.72001,0,0,0,31,0,0,0,11.25528104449445,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,9.73137579432364,9.860565438161291,0.8788009635881061,0.05,841.8350803390766,0.0,0,0.0,0,1,0,0,0,0,0,0,0.2178493078508874,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2395866,8,2015,3,10,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.0930312837108953,0,1,0,0.0,0.0,0.0,0.0108924653925443,0.0,0.0,0.0,290.2879537326479,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,0,-2,0.0
68,1.0,87,75992,0,0,0,0,1,1,0.0,4,54092.42868887529,24121.166230000003,0,0,1,13,0,0,0,11.23839650976336,0,0,0,0.0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,10.89846799144728,10.090886457339078,2.24252957634183,0.7,37864.7000822127,0.0,0,0.0,0,0,0,0,0,0,0,0,0.7118174108875076,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,987896,5,2015,2,23,1,0,5,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0,0,0,0,1,0.2070791749833666,1,3,1,0.0,0.0,0.0,0.4982721876212553,0.0,0.0,0.0,795.4768807852707,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,0,-2,0.0
48,0.0,89,51710,1,1,11,0,33,1,0.0,2,20803.20673533733,20548.66973,0,0,0,11,0,1,0,10.853425803822502,1,1,0,2.4849066497880004,1,0,1,0,0,0,0,1,0.0,0,0,0,0,1,9.942910492131482,9.930600148262386,1.012387030774714,0.9,18722.8860618036,0.0,0,0.0,0,0,0,0,0,0,1,0,0.4023052936556764,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,568810,7,2015,3,28,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0.1269366562824506,0,5,1,0.0,0.0,0.0,0.3620747642901088,0.0,0.0,0.0,433.40013129035833,0,1,0,0,0,0,0,0,0,0,0,0,5.0,1,0,-1,1.0
36,0.0,88,71846,1,1,0,0,65,0,4469.07,4,15000.0,12096.60752,0,0,0,12,0,0,0,11.182294136982016,0,0,0,0.0,1,0,1,0,0,0,1,0,8.405159347440256,1,0,0,0,1,9.61587214452889,9.40076298641471,1.2400170852827654,0.7,10500.0,0.4256257142451785,0,0.2979379999801374,0,0,0,0,0,0,1,0,0.2087798903180583,0,0.0622034629615816,0,0,1,0,0,0,0,0,0,0,0,0,862152,10,2015,4,14,0,0,2,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.15545159194282,0,4,1,0.0622034629615816,0.2979379999801374,0.4256257142451785,0.1461459232226408,0.3694482103549766,0.3694482103549766,50.78488578653538,416.6666550925929,0,0,0,0,0,0,0,0,0,0,0,0,4.248813851846326,2,2,0,0.0
40,1.0,72,35594,1,0,5,1,50,1,5133.11,1,54476.1764042862,7818.324772,0,0,0,28,0,1,0,10.479960457537974,1,1,0,1.791759469228055,0,0,0,0,0,0,0,0,8.543661786990416,1,0,0,0,1,10.905537111365112,8.96435348351974,6.967755623610777,1.0,54476.1764042862,0.0942266939186631,0,0.0942266939186631,0,0,0,1,1,0,1,0,1.5304876215866638,1,0.1442127886681965,1,1,0,0,0,0,1,0,1,0,0,0,996632,1,2016,1,27,0,0,2,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,0,1,0,0,0.1972433192686357,1,5,1,0.1442127886681965,0.0942266939186631,0.0942266939186631,1.5304876215866638,0.6565485764580682,0.6565485764580682,71.2931934542612,1361.9043760595457,0,0,0,0,1,0,0,0,0,0,0,0,5.721063943340983,0,2,2,0.0
45,0.0,76,101935,1,1,10,0,30,0,564.47,1,15000.0,31841.39122,0,0,0,24,0,0,1,11.532100444356267,1,1,0,2.3978952727983707,1,0,1,0,0,0,1,0,6.337657243751075,0,0,0,1,0,9.61587214452889,10.368553738269023,0.4710849439928747,1.0,15000.0,0.0376313333308245,0,0.0376313333308245,0,0,0,1,0,0,1,0,0.1471525972418977,0,0.0055375484376756,0,0,1,1,0,0,0,0,0,0,0,0,2446440,10,2016,4,13,0,0,3,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0.1476328502415459,0,6,2,0.0055375484376756,0.0376313333308245,0.0376313333308245,0.1471525972418977,0.0177275545557105,0.0177275545557105,7.427236744378464,333.3333259259261,1,1,0,0,0,0,0,0,0,0,0,0,6.033225290626054,3,0,-3,1.0
29,0.0,84,108219,1,0,21,0,16,1,0.0,1,52513.20789875522,11883.67735,0,0,0,16,0,0,1,11.591921471196729,1,1,1,3.091042453358316,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,10.868839038609888,9.383005231760666,4.418935851900783,1.0,52513.20789875522,0.0,0,0.0,0,0,0,1,0,0,1,0,0.4852494284577567,0,0.0,0,0,0,1,1,0,1,0,0,1,0,0,1731504,5,2016,2,19,0,0,3,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,0,0,0,0,0,0.1204463852498786,0,4,1,0.0,0.0,0.0,0.4852494284577567,0.0,0.0,0.0,1810.8002099294831,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4,0,-4,0.0
44,1.0,95,59489,0,1,0,0,88,0,1686.67,2,55155.504491567845,40213.46175,0,0,0,5,0,0,0,10.993563510181952,0,0,0,0.0,1,0,1,0,0,0,1,0,7.431104158413418,0,0,0,0,1,10.917929959550593,10.601981954939262,1.371568178663362,0.9,49639.95404241106,0.0339780733585082,0,0.030580266022719,0,0,0,0,0,0,0,0,0.9271546754969944,0,0.0283526366214198,0,0,1,0,0,0,1,0,1,0,1,0,297445,2,2016,1,14,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0.0796049382716049,0,6,2,0.0283526366214198,0.030580266022719,0.0339780733585082,0.8344392079472948,0.0419429197725823,0.0419429197725823,17.75442086574294,1253.5341645007654,0,0,0,0,0,0,0,0,0,0,0,0,6.170115819728519,1,1,0,1.0
48,1.0,90,37333,0,1,0,1,98,1,0.0,3,15000.0,16060.02349,0,0,0,10,0,1,0,10.527659718592542,0,0,0,0.0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,9.61587214452889,9.68415071461086,0.9339961431816064,0.8,12000.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.4017893016794313,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,373330,8,2015,3,15,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.1645555555555555,0,4,1,0.0,0.0,0.0,0.321431441343545,0.0,0.0,0.0,312.49999348958346,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0
40,1.0,55,114455,1,0,0,0,60,0,0.0,1,15000.0,11254.85109,0,0,0,45,1,0,1,11.64794574864617,0,0,0,0.0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,9.61587214452889,9.328643369317945,1.33275863702851,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.1310558734862517,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,5150475,12,2016,4,24,1,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,0,1,0.1935648148148148,1,8,2,0.0,0.0,0.0,0.1310558734862517,0.0,0.0,0.0,374.9999906250002,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4,0,-4,0.0
68,1.0,67,59110,0,0,8,1,63,0,5239.07,1,115191.8012537284,85888.62763999999,0,0,1,33,0,0,0,10.987172311286548,1,1,0,2.19722457733622,0,0,0,0,0,0,1,0,8.564090136004486,1,0,0,0,1,11.65436253617446,11.360818351438263,1.3411764097013024,1.0,115191.8012537284,0.0454812750815019,0,0.0454812750815019,0,0,0,1,1,0,0,0,1.9487701108404605,1,0.0886325494825134,0,0,0,0,0,0,1,0,1,0,1,0,1950630,12,2015,4,27,1,0,6,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,1,1,0,0,0.0873712737127371,0,6,2,0.0886325494825134,0.0454812750815019,0.0454812750815019,1.9487701108404605,0.0609984132229755,0.0609984132229755,78.19507345977502,1693.9970523489903,1,0,0,0,0,0,0,0,0,0,0,0,6.53179529689508,1,2,1,0.0
58,1.0,68,92695,1,0,7,0,14,0,0.0,14,15000.0,20639.60683,0,0,0,32,0,0,0,11.437080600676898,1,1,0,2.079441541679836,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,9.61587214452889,9.935015619841602,0.7267580299771264,0.05,750.0,0.0,0,0.0,0,1,0,0,0,1,0,0,0.1618210259435587,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,2966240,2,2016,1,8,0,1,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0.1826004728132387,0,5,1,0.0,0.0,0.0,0.0080910512971779,0.0,0.0,0.0,258.6206851961951,1,1,0,0,0,0,0,0,0,0,0,0,5.0,3,0,-3,0.0
49,0.0,69,34910,1,1,0,1,1,0,4033.6,1,32788.03969002866,29137.48281,0,0,0,31,0,1,0,10.460557244776188,0,0,0,0.0,0,0,0,0,0,0,1,0,8.30266244320025,1,0,0,0,1,10.39784958273794,10.279815012848095,1.1252873112858772,1.0,32788.03969002866,0.1230204683784025,0,0.1230204683784025,0,0,0,1,1,0,1,0,0.9392162615035646,0,0.1155428244023047,0,1,0,0,1,0,0,0,1,0,1,0,1082210,7,2015,3,2,0,0,3,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1972148148148148,1,5,1,0.1155428244023047,0.1230204683784025,0.1230204683784025,0.9392162615035646,0.138433372098884,0.138433372098884,58.4579701672758,669.1436534874491,0,0,0,0,0,0,0,0,0,0,0,0,5.577714122011523,0,1,1,0.0
47,0.0,53,110806,1,0,5,1,21,0,0.0,1,15000.0,29551.1176,0,0,0,47,1,0,1,11.615545228195051,1,1,0,1.791759469228055,0,0,0,0,0,0,1,1,0.0,0,0,0,1,0,9.61587214452889,10.2939106818572,0.5075950156109292,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0.1353717307714801,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,5207882,9,2015,3,11,0,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210292e-16,0,0,0,0,0,0.1213526570048309,0,5,1,0.0,0.0,0.0,0.1353717307714801,0.0,0.0,0.0,319.14892937981006,1,0,0,0,0,0,0,0,0,0,0,0,5.0,4,0,-4,0.0
47,1.0,79,84909,0,0,14,0,92,1,0.0,4,85291.80372984293,10044.86992,0,0,0,21,0,0,0,11.34934715099341,1,1,0,2.70805020110221,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,11.35384536567522,9.214916875788967,8.491080959797223,0.7,59704.26261089005,0.0,0,0.0,0,0,0,0,0,1,0,0,1.0045083999203668,1,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1783089,11,2015,4,3,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0.1606414662084765,0,5,1,0.0,0.0,0.0,0.7031558799442568,0.0,0.0,0.0,1814.719189683484,0,1,0,0,0,0,0,0,0,0,0,0,5.0,2,0,-2,0.0
45,1.0,69,100538,0,0,0,1,8,1,0.0,1,15000.0,36150.47535,0,0,0,31,0,0,0,11.518300990907068,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,10.49547303864901,0.4149323032230907,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.1491973184253795,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3116678,4,2015,2,25,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0.231345029239766,1,3,1,0.0,0.0,0.0,0.1491973184253795,0.0,0.0,0.0,333.3333259259261,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3,0,-3,0.0
42,1.0,94,115856,1,1,17,0,1,1,5063.25,3,38836.099306327465,14004.36187,0,0,0,6,0,0,1,11.660111950995852,1,1,1,2.8903717578961645,1,0,1,0,0,0,0,0,8.529961330693915,1,0,1,0,0,10.567131236463078,9.54719552598946,2.7731430867084783,0.8,31068.87944506197,0.1629685424860655,0,0.1303748339896917,0,0,0,0,0,1,0,0,0.3352100823953206,0,0.0437029588450861,0,0,0,1,1,1,0,0,0,0,0,0,695136,8,2016,3,22,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.1865700483091787,1,7,2,0.0437029588450861,0.1303748339896917,0.1629685424860655,0.2681680659162564,0.3615480695685887,0.3615480695685887,53.86436112910254,924.669009087106,0,1,0,0,0,0,0,0,0,0,0,0,7.305920711915602,4,2,-2,0.0
45,1.0,90,87222,1,1,12,1,13,0,0.0,7,56047.702406935095,42847.49807,0,0,0,10,0,0,0,11.37622333658602,1,1,0,2.5649493574615367,0,0,0,0,0,0,1,1,0.0,0,0,0,1,0,10.933976277597806,10.665425872536485,1.3080740983770356,0.3999999999999999,22419.080962774035,0.0,0,0.0,0,1,0,0,0,1,0,0,0.6425867602931888,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,872220,8,2015,3,10,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0.0979337231968811,0,5,1,0.0,0.0,0.0,0.2570347041172754,0.0,0.0,0.0,1245.504470254014,1,0,0,0,0,0,0,0,0,0,0,0,5.0,3,0,-3,0.0
55,1.0,86,67277,1,1,11,0,78,0,1385.13,1,15000.0,26142.69741,0,0,0,14,0,0,0,11.116588567688936,1,1,0,2.4849066497880004,1,0,1,0,0,0,1,0,7.234270970445159,0,0,1,0,0,9.61587214452889,10.171363423617844,0.573773997540456,1.0,15000.0,0.0923419999938438,0,0.0923419999938438,0,0,0,1,0,1,0,0,0.2229588120721352,0,0.0205884626243651,0,0,1,1,1,1,0,0,0,1,0,0,941878,7,2015,3,1,0,0,2,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0.1530749354005168,0,8,2,0.0205884626243651,0.0923419999938438,0.0923419999938438,0.2229588120721352,0.0529834384808807,0.0529834384808807,16.106162603416717,272.72726776859514,1,1,0,0,0,0,0,0,0,0,0,0,8.16470770099492,1,1,0,0.0
35,1.0,74,86680,1,1,0,1,98,1,0.0,4,15000.0,31635.05489,0,0,0,26,0,0,0,11.369989992270412,0,0,0,0.0,0,0,0,0,0,1,0,1,0.0,0,0,0,1,0,9.61587214452889,10.362052726686482,0.474157546167793,0.7,10500.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0.1730502999518568,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2253680,12,2016,4,17,1,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,0,0,0.1744444444444444,0,3,1,0.0,0.0,0.0,0.1211352099662997,0.0,0.0,0.0,428.571416326531,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,0,-2,0.0
34,0.0,62,71256,1,0,10,0,51,1,0.0,1,15000.0,12661.1054,0,0,0,38,0,0,0,11.174048338919148,1,1,0,2.3978952727983707,1,0,1,0,0,0,0,1,0.0,0,0,1,0,0,9.61587214452889,9.44636898518884,1.1847306791092087,1.0,15000.0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.2105085887474667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2707728,12,2015,4,19,1,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,0,1,0.1849884739511295,1,6,2,0.0,0.0,0.0,0.2105085887474667,0.0,0.0,0.0,441.1764576124572,0,1,0,0,0,0,0,0,0,0,0,0,6.0,2,0,-2,1.0
28,1.0,91,32906,1,0,10,1,94,0,4816.3,2,15000.0,6084.685437,0,0,0,9,0,1,0,10.401440680079444,1,1,0,2.3978952727983707,0,0,0,0,0,1,1,0,8.479968884117968,1,0,0,0,1,9.61587214452889,8.713694642791852,2.465205498762876,0.9,13500.0,0.3567629629365361,0,0.3210866666452609,0,0,0,0,0,0,0,0,0.455843919028267,0,0.1463654044810561,0,1,0,0,0,0,0,0,0,1,0,0,296154,7,2016,3,26,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0.1429501915708812,0,5,1,0.1463654044810561,0.3210866666452609,0.3567629629365361,0.4102595271254403,0.7915446162461094,0.7915446162461094,52.926373044765135,535.7142665816333,1,0,0,0,1,0,0,0,0,0,1,0,5.73182702240528,0,2,2,0.0
