claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_outlier,age_extreme,safety_inv,safety_risk_flag,vehicle_income_ratio,low_income_high_car,high_claim_freq,claim_freq_score,no_witness,no_witness_repeat,mid_liab,witness_missing,price_per_weight,price_weight_zscore,price_weight_anomaly_flag,vehicle_price_zscore,vehicle_price_anomaly_flag,payout_per_vehicle_age,payout_age_zscore,payout_age_anomaly_flag,payout_to_vehicle_price_ratio,payout_price_ratio_flag,vehicle_anomaly_score,safety_risk,log_past_claims,driver_risk_score,vehicle_price_quantile,vehicle_risk_score,log_claim_payout,liab_ratio,claim_risk_score,composite_risk_score,log_composite_risk,triple_high_risk_flag,income_payout_gap,income_payout_risk,income_payout_anomaly_flag,driver_vehicle_interaction,high_claim_driver_anomaly_vehicle,_is_train,fraud
19859,51,M,1.0,82,108893,0,0,Own,85006,8/29/2016,Monday,Highway,2,0.0,99,Phone,1,0.0,2,Large,27374.9664315798,white,12207.33671,0,0,0.012048192771084338,0,0.25139326156483704,0,0,0,1,0,0,0,2.2425011334970204,0.24835287014800309,0,-0.1523438375932885,0,0.0,-0.6636599847364352,0,0.0,0,0,0.18,1.0986122886681098,0.19775021196025974,0.5943888888888889,0.5943888888888889,0.0,0.99,0.0,0.0,0.0,0,108891.91108088919,9.18341858437333e-06,0,-0.1673668120828455,0,1,0
18362,77,M,1.0,75,86016,1,1,Rent,80014,3/3/2015,Tuesday,Highway,20,0.0,50,Broker,1,0.0,8,Compact,53718.40893097104,black,18262.26182,1,0,0.013157894736842105,0,0.6245164728768025,1,1,3,1,1,1,0,2.94149812498724,0.6120360607366002,0,1.0724245777089523,0,0.0,-0.6871291518760594,0,0.0,0,0,0.25,3.044522437723423,0.7611306094308558,0.8449444444444445,0.8449444444444445,0.0,0.5,0.0,0.0,0.0,0,86015.13984860151,1.1625860303707918e-05,0,3.2650206896009717,0,1,1
3193,36,M,1.0,63,93480,1,0,Own,80006,3/3/2016,Thursday,Parking Lot,0,0.0,99,Broker,0,0.0,1,Medium,68899.46897412979,gray,31111.02991,0,0,0.015625,0,0.7370503741348929,1,0,0,1,0,0,0,2.2146315680098123,0.2399480180262914,0,1.846239504185639,0,0.0,-0.6789293319088264,0,0.0,0,0,0.37,0.0,0.0,0.9311666666666667,0.9311666666666667,0.0,0.99,0.0,0.0,0.0,0,93479.0652093479,1.0697582369416166e-05,0,0.0,0,1,0
5808,53,M,1.0,69,32178,1,1,Own,15025,1/28/2015,Wednesday,Local,7,0.0,37,Phone,0,4079.1,1,Compact,15000.0,red,55945.00839,0,0,0.014285714285714285,0,0.4661570016781652,0,1,2,1,1,1,0,0.26812043520937245,-0.8423615083080792,0,-0.7583326912671867,0,2039.5398023009884,0.7231227438031452,0,0.27193999981870665,0,0,0.31,2.0794415416798357,0.6446268779207491,0.4467777777777778,0.4467777777777778,8.313876776901768,0.37,3.076134407453654,0.8859419793186379,0.6344274198560955,0,7.886571388234182,0.12679765170392818,0,-1.5769085006348578,0,1,1
1455,54,M,1.0,81,44268,0,1,Rent,15009,8/2/2016,Tuesday,Local,0,1.0,73,Broker,1,0.0,1,Compact,15000.0,red,11468.75225,0,0,0.012195121951219513,0,0.3388452155055571,0,0,0,0,0,1,0,1.3079016496254843,-0.2766893713827607,0,-0.7583326912671867,0,0.0,-0.6789293319088264,0,0.0,0,0,0.19,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.73,0.0,0.0,0.0,0,44267.55732442675,2.2589906925411103e-05,0,-0.0,0,1,0
2654,33,F,0.0,63,121961,1,1,Own,50001,9/10/2015,Thursday,Local,0,0.0,34,Broker,1,0.0,13,Large,15000.0,black,12514.28319,0,0,0.015625,0,0.12299013619107747,0,0,0,1,0,1,0,1.1986303778070166,-0.32409209976763187,0,-0.7451388272728282,0,0.0,-0.7354248820943515,0,0.0,0,0,0.37,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.34,0.0,0.0,0.0,0,121959.78040219597,8.19942440549032e-06,0,-0.0,0,1,0
9493,44,M,1.0,66,54219,0,1,Own,80003,6/2/2016,Thursday,Parking Lot,2,0.0,93,Broker,0,2946.11,1,Compact,15000.0,gray,46345.65151,0,0,0.014925373134328358,0,0.2766557848724617,0,0,0,1,0,0,0,0.3236549602399461,-0.8121490626400568,0,-0.7583326912671867,0,1473.0476347618262,0.333695914046359,0,0.19640733320239512,0,0,0.34,1.0986122886681098,0.37352817814715733,0.4467777777777778,0.4467777777777778,7.988580308135426,0.93,7.429379686565947,1.2398452635763026,0.8064067847203218,0,18.397345133376948,0.05435563931609792,0,-0.8331136135248911,0,1,0
11644,36,M,0.0,74,101474,0,0,Rent,15027,1/7/2015,Wednesday,Local,10,0.0,87,Broker,1,0.0,1,Medium,18326.42083986476,red,37234.79736,0,0,0.013333333333333334,0,0.1806021329588344,0,1,3,1,1,0,0,0.49218532486577515,-0.7059527765554368,0,-0.5902940398747355,0,0.0,-0.6789293319088264,0,0.0,0,0,0.26,2.3978952727983707,0.6234527709275764,0.4871111111111111,0.4871111111111111,0.0,0.87,0.0,0.0,0.0,0,101472.98527014728,9.854839662390865e-06,0,-1.415463287776681,0,1,0
23658,58,M,1.0,61,105405,1,1,Rent,50003,4/21/2016,Thursday,Highway,0,0.0,65,Phone,1,4423.34,1,Compact,15000.0,blue,18134.38767,0,0,0.016129032258064516,0,0.14230823964707556,0,0,0,1,0,1,0,0.8271577879932034,-0.5382284372486232,0,-0.7583326912671867,0,2211.6589417052915,0.8414435514673577,0,0.2948893331367405,0,0,0.39,0.0,0.0,0.4467777777777778,0.4467777777777778,8.394876393775311,0.65,5.456669655953952,0.0,0.0,0,23.823892323320784,0.041974651609493804,0,-0.0,0,1,0
8254,41,M,1.0,44,68739,0,0,Own,50002,6/10/2016,Friday,Local,9,1.0,100,Broker,1,4631.8,1,Large,15000.0,other,22216.64069,0,0,0.022222222222222223,1,0.21821673285907564,0,1,3,0,0,0,0,0.6751695813309886,-0.6111511042060332,0,-0.7451388272728282,0,2315.888420557897,0.9130945959876975,0,0.30878666646080893,0,0,0.56,2.302585092994046,1.2894476520766658,0.4467777777777778,0.4467777777777778,8.44091671591158,1.0,8.44091671591158,4.862783054209146,1.7686244147747228,0,14.83746327310166,0.06739692005463392,0,-1.7157455558894794,0,1,1
23019,40,F,1.0,71,75685,1,1,Own,50047,7/26/2015,Sunday,Local,0,0.0,76,Online,1,1640.68,1,Medium,15000.0,white,16631.37662,0,0,0.013888888888888888,0,0.19818986589152407,0,0,0,1,0,1,0,0.9019097055948279,-0.4809480085786469,0,-0.7505560026592288,0,820.3358983205084,-0.11500130867352512,0,0.10937866659374756,0,0,0.29,0.0,0.0,0.4467777777777778,0.4467777777777778,7.4034753867325085,0.76,5.626641293916706,0.0,0.0,0,46.102163356426566,0.02169095136293833,0,-0.0,0,1,1
29469,58,F,1.0,86,61222,1,0,Own,20160,9/11/2016,Sunday,Local,0,0.0,100,Broker,1,0.0,1,Medium,15000.0,red,40904.249,0,0,0.011494252873563218,0,0.24500996373852538,0,0,0,1,0,0,0,0.3667100695659489,-0.7748589291630255,0,-0.7505560026592288,0,0.0,-0.6789293319088264,0,0.0,0,0,0.14,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,1.0,0.0,0.0,0.0,0,61221.38778612213,1.6334160919876135e-05,0,-0.0,0,1,0
8098,55,F,1.0,39,57967,1,0,Rent,85039,7/20/2015,Monday,Parking Lot,4,0.0,81,Broker,1,0.0,7,Compact,15000.0,blue,11717.45921,0,0,0.025,1,0.2587679196784377,0,0,1,1,0,1,0,1.2801410031278093,-0.2917919949049469,0,-0.7583326912671867,0,0.0,-0.6826432246620295,0,0.0,0,0,0.61,1.6094379124341003,0.9817571265848012,0.4467777777777778,0.4467777777777778,0.0,0.81,0.0,0.0,0.0,0,57966.42033579664,1.7251367154199538e-05,0,-1.2204893835635942,0,1,0
3099,49,F,0.0,64,120751,1,0,Own,85002,6/30/2015,Tuesday,Highway,5,0.0,27,Online,0,0.0,1,Medium,15000.0,blue,23891.34436,0,0,0.015384615384615385,0,0.1242225737260975,0,1,2,1,1,1,0,0.6278424423380408,-0.6314551394196273,0,-0.7505560026592288,0,0.0,-0.6789293319088264,0,0.0,0,0,0.36,1.791759469228055,0.6450334089220998,0.4467777777777778,0.4467777777777778,0.0,0.27,0.0,0.0,0.0,0,120749.79250207497,8.281587729436471e-06,0,-1.3448158249506306,0,1,1
20904,21,F,0.0,75,99527,0,1,Own,80018,9/24/2016,Saturday,Local,0,0.0,91,Online,1,2390.99,2,Medium,15000.0,red,20526.95832,0,0,0.013157894736842105,0,0.15071287188401136,0,0,0,1,0,0,0,0.7307463560286771,-0.5749442938051538,0,-0.7505560026592288,0,796.9940100199665,0.1777902617079115,0,0.1593993332270671,0,0,0.25,0.0,0.0,0.4467777777777778,0.4467777777777778,7.779880934459777,0.91,7.079691650358397,0.0,0.0,0,41.608451366400146,0.02403357315220323,0,-0.0,0,1,0
15132,50,M,0.0,63,81256,0,0,Own,80006,3/16/2015,Monday,Parking Lot,29,0.0,7,Online,0,0.0,11,Medium,38931.697987662206,black,15966.82475,0,0,0.015625,0,0.47912397838513104,0,1,3,1,1,0,0,2.438286796081941,0.362770810776923,0,0.4024372825873801,0,0.0,-0.6516635796956131,0,0.0,0,0,0.37,3.4011973816621555,1.2584430312149975,0.7173333333333334,0.7173333333333334,0.0,0.07,0.0,0.0,0.0,0,81255.1874481255,1.2306906565385077e-05,0,1.36876863181943,0,1,0
27991,38,M,0.0,79,82718,1,1,Rent,50033,12/30/2015,Wednesday,Parking Lot,2,0.0,88,Broker,0,0.0,1,Compact,54618.82826451869,red,42038.75994,0,0,0.0125,0,0.660301606234661,1,0,0,1,0,0,0,1.2992492720879767,-0.28139652402532406,0,1.1149999129443942,0,0.0,-0.6789293319088264,0,0.0,0,0,0.21,1.0986122886681098,0.23070858062030306,0.8506666666666667,0.8506666666666667,0.0,0.88,0.0,0.0,0.0,0,82717.17282827171,1.2089388039835404e-05,0,1.2249526062245841,0,1,0
6823,77,F,1.0,90,58706,1,1,Own,85016,8/21/2015,Friday,Parking Lot,6,0.0,21,Online,0,0.0,1,Compact,15000.0,gray,19865.7381,1,0,0.01098901098901099,0,0.25551050999897795,0,1,2,1,1,1,0,0.7550688485342164,-0.5774469804066127,0,-0.7583326912671867,0,0.0,-0.6789293319088264,0,0.0,0,0,0.1,1.9459101490553132,0.19459101490553132,0.4467777777777778,0.4467777777777778,0.0,0.21,0.0,0.0,0.0,0,58705.412945870536,1.7034204337370222e-05,0,-1.4756472802972482,0,1,0
634,35,F,1.0,92,95443,1,1,Own,50003,4/11/2016,Monday,Local,4,1.0,0,Broker,1,0.0,3,Medium,15000.0,red,17502.14731,0,0,0.010752688172043012,0,0.15716186624477438,0,0,1,0,0,0,0,0.8570376951895066,-0.5055899795346738,0,-0.7505560026592288,0,0.0,-0.71740070275363,0,0.0,0,0,0.08,1.6094379124341003,0.128755032994728,0.4467777777777778,0.4467777777777778,0.0,0.0,0.0,0.0,0.0,0,95442.0455795442,1.0477562523131328e-05,0,-1.2079732860847523,0,1,0
17221,41,F,0.0,71,36219,1,1,Rent,20104,12/30/2016,Friday,Highway,8,1.0,4,Broker,1,0.0,2,Compact,15000.0,other,25083.97497,0,0,0.013888888888888888,0,0.41414727076948565,0,1,3,0,0,0,0,0.5979913475419996,-0.6629018476587127,0,-0.7583326912671867,0,0.0,-0.6636599847364352,0,0.0,0,0,0.29,2.1972245773362196,0.6371951274275036,0.4467777777777778,0.4467777777777778,0.0,0.04,0.0,0.0,0.0,0,36218.63781362186,2.761009414185638e-05,0,-1.6662272270497822,0,1,0
6962,66,F,1.0,34,111858,1,1,Own,50054,8/13/2016,Saturday,Parking Lot,6,0.0,40,Broker,0,5670.59,1,Large,15000.0,other,24322.74799,0,0,0.02857142857142857,1,0.13409858928284074,0,1,2,1,1,1,0,0.6167066319973384,-0.6432114153988292,0,-0.7451388272728282,0,2835.280823595882,1.2701433753088318,0,0.3780393330813071,0,0,0.66,1.9459101490553132,1.2843006983765068,0.4467777777777778,0.4467777777777778,8.643224780690963,0.4,3.4572899122763854,1.9837826213479794,1.0931918316142313,0,19.722511641845564,0.05070345558035973,0,-1.4499732064453705,0,1,0
23273,55,F,1.0,83,95727,1,0,Rent,50023,12/22/2015,Tuesday,Local,0,0.0,27,Broker,1,0.0,1,Large,35642.348368627834,silver,19823.8115,0,0,0.011904761904761904,0,0.3723332849522897,0,0,0,1,0,1,0,1.7979563794100983,0.004570383674157373,0,0.24368653688454786,0,0.0,-0.6789293319088264,0,0.0,0,0,0.17,0.0,0.0,0.6842222222222222,0.6842222222222222,0.0,0.27,0.0,0.0,0.0,0,95726.0427395726,1.044647800406922e-05,0,0.0,0,1,0
17373,25,F,1.0,32,113803,1,1,Rent,20156,4/30/2016,Saturday,Local,0,1.0,40,Online,0,4109.93,1,Compact,29724.926079896777,red,24877.40467,0,0,0.030303030303030304,1,0.26119633120301555,0,0,0,0,0,1,0,1.194856395281213,-0.33818937706433977,0,-0.06208079971945057,0,2054.9547252263737,0.7337195091421171,0,0.13826544051179077,0,0,0.68,0.0,0.0,0.6197777777777778,0.6197777777777778,8.32140455926568,0.4,3.328561823706272,0.0,0.0,0,27.683030293186626,0.03612319995958395,0,-0.0,0,1,0
12263,54,F,1.0,51,121159,1,1,Own,20152,8/16/2016,Tuesday,Highway,0,0.0,64,Phone,1,2509.11,11,Large,15000.0,other,25271.01252,0,0,0.019230769230769232,0,0.12380425721572479,0,0,0,1,0,1,0,0.5935654529945342,-0.6559017330898504,0,-0.7451388272728282,0,209.0923257563952,0.12492476705610926,0,0.16727399988848402,0,0,0.49,0.0,0.0,0.4467777777777778,0.4467777777777778,7.828081855866751,0.64,5.009972387754721,0.0,0.0,0,48.26840238767064,0.020717482729045243,0,-0.0,0,1,1
2941,86,F,1.0,50,104358,1,0,Own,50047,2/13/2015,Friday,Local,5,0.0,21,Phone,0,0.0,4,Compact,76399.20805473217,silver,18119.27532,1,1,0.0196078431372549,0,0.7320876986405658,1,1,2,1,1,1,0,4.216460463418112,1.3056537761561735,0,2.1448611526736547,1,0.0,-0.66188543066792,0,0.0,0,1,0.5,1.791759469228055,0.8958797346140275,0.9571111111111111,1.9142222222222223,0.0,0.21,0.0,0.0,0.0,0,104356.95643043569,9.582494872498266e-06,0,3.843075280482422,0,1,0
17013,37,M,1.0,69,82211,1,0,Rent,50012,3/22/2015,Sunday,Local,7,0.0,92,Phone,0,0.0,1,Medium,68945.81807872976,white,54639.30225,0,0,0.014285714285714285,0,0.8386446835427104,1,1,2,1,1,0,0,1.2618356243030429,-0.2832906280642821,0,1.8484725344707658,0,0.0,-0.6789293319088264,0,0.0,0,0,0.31,2.0794415416798357,0.6446268779207491,0.9313333333333333,0.9313333333333333,0.0,0.92,0.0,0.0,0.0,0,82210.17789822101,1.2163943996282243e-05,0,3.8437905768327223,0,1,0
1033,59,F,1.0,75,111449,1,1,Rent,20106,3/13/2016,Sunday,Parking Lot,12,0.0,95,Broker,0,0.0,2,Medium,36774.15404508975,silver,30069.54855,0,0,0.013157894736842105,0,0.32996396598524663,0,1,3,1,1,0,0,1.2229699415577044,-0.3046341563962155,0,0.2984900541168798,0,0.0,-0.6636599847364352,0,0.0,0,0,0.25,2.5649493574615367,0.6412373393653842,0.6959444444444445,0.6959444444444445,0.0,0.95,0.0,0.0,0.0,0,111447.88552114478,8.972803703131218e-06,0,0.7656118725157501,0,1,0
29591,37,F,1.0,81,60080,1,1,Rent,20106,11/9/2015,Monday,Parking Lot,0,0.0,1,Broker,1,0.0,1,Large,65693.53423264655,red,16971.868769999997,0,0,0.012195121951219513,0,1.0934343247777387,1,0,0,1,0,0,0,3.8707307418061805,1.14125253618777,0,1.6832211418963794,0,0.0,-0.6789293319088264,0,0.0,0,0,0.19,0.0,0.0,0.9156111111111112,0.9156111111111112,0.0,0.01,0.0,0.0,0.0,0,60079.39920600793,1.6644640476590412e-05,0,0.0,0,1,0
12907,68,F,0.0,62,43124,0,1,Rent,15010,1/10/2015,Saturday,Highway,0,1.0,64,Online,0,0.0,1,Large,45416.51746917349,gray,61788.87862999999,1,0,0.015873015873015872,0,1.0531610580923265,1,0,0,0,0,1,0,0.7350273782080323,-0.5783258769968985,0,0.7118961682495324,0,0.0,-0.6789293319088264,0,0.0,0,0,0.38,0.0,0.0,0.7784444444444445,0.7784444444444445,0.0,0.64,0.0,0.0,0.0,0,43123.56876431235,2.3189175395791344e-05,0,0.0,0,1,0
2424,53,M,0.0,96,58150,1,1,Own,20148,9/18/2015,Friday,Local,0,0.0,23,Phone,0,1522.46,1,Large,15000.0,silver,47886.40345,0,0,0.010309278350515464,0,0.2579535683576956,0,0,0,1,0,1,0,0.3132413151998281,-0.809627797118194,0,-0.7451388272728282,0,761.2261938690307,-0.15563541825423394,0,0.10149733326566845,0,0,0.04,0.0,0.0,0.4467777777777778,0.4467777777777778,7.328739342747972,0.23,1.6856100488320336,0.0,0.0,0,38.16969242271085,0.026198789524882516,0,-0.0,0,1,0
22099,69,M,0.0,86,52105,1,0,Own,15004,8/30/2016,Tuesday,Highway,0,0.0,46,Broker,0,0.0,1,Medium,66301.30616122903,red,20986.95869,1,0,0.011494252873563218,0,1.2724557367091265,1,0,0,1,0,1,0,3.1591669430992417,0.7586502796288497,0,1.7210639199543651,0,0.0,-0.6789293319088264,0,0.0,0,0,0.14,0.0,0.0,0.9188333333333333,0.9188333333333333,0.0,0.46,0.0,0.0,0.0,0,52104.47895521044,1.9192208037771348e-05,0,0.0,0,1,1
11630,63,F,0.0,86,49690,1,1,Own,20143,4/1/2015,Wednesday,Local,0,1.0,52,Phone,0,0.0,1,Large,45123.657975482085,silver,9225.503319,0,0,0.011494252873563218,0,0.9081034005933203,1,0,0,0,0,1,0,4.891186569044713,1.700857067821254,0,0.697867391565555,0,0.0,-0.6789293319088264,0,0.0,0,0,0.14,0.0,0.0,0.776,0.776,0.0,0.52,0.0,0.0,0.0,0,49689.50310496895,2.012497483998286e-05,0,0.0,0,1,0
29317,30,M,1.0,84,82863,1,0,Own,80027,1/14/2016,Thursday,Local,19,1.0,92,Broker,1,2563.92,6,Large,15000.0,red,19558.61815,0,0,0.011764705882352941,0,0.18102168639803048,0,1,3,0,0,0,0,0.7669253460184122,-0.5608334516903644,0,-0.7451388272728282,0,366.27376246605365,0.13909133665784773,0,0.170927999886048,0,0,0.16,2.995732273553991,0.47931716376863853,0.4467777777777778,0.4467777777777778,7.84968256803466,0.92,7.221707962591887,1.5465161747690934,0.9347262190871618,0,32.306270634927124,0.030953733464411097,0,-2.2322364331393842,0,1,0
15122,42,F,1.0,90,73737,0,0,Own,20148,11/7/2016,Monday,Highway,0,0.0,29,Broker,0,661.25,1,Large,60738.14357739051,white,24459.01545,0,0,0.01098901098901099,0,0.8237132454180467,1,0,0,1,0,1,0,2.4832619970628413,0.38038295581670006,0,1.4458442755766232,0,330.6233468832656,-0.4516471041957179,0,0.01088689842896809,0,0,0.1,0.0,0.0,0.8888888888888888,0.8888888888888888,6.495643128152179,0.29,1.8837365071641317,0.0,0.0,0,111.34314667658518,0.008981243480501161,0,0.0,0,1,1
18482,44,M,0.0,38,113070,1,1,Own,15057,10/12/2016,Wednesday,Local,2,0.0,89,Broker,1,0.0,11,Medium,15000.0,blue,13431.914969999998,0,0,0.02564102564102564,1,0.13266118333775537,0,0,0,1,0,0,0,1.1167432210771782,-0.36296975886177146,0,-0.7505560026592288,0,0.0,-0.6516635796956131,0,0.0,0,0,0.62,1.0986122886681098,0.681139618974228,0.4467777777777778,0.4467777777777778,0.0,0.89,0.0,0.0,0.0,0,113068.86931130687,8.84416732919039e-06,0,-0.8245700478550433,0,1,1
28954,28,F,1.0,82,102263,1,0,Rent,15021,4/13/2015,Monday,Highway,5,0.0,56,Online,1,0.0,5,Compact,79621.42085273877,black,24195.71774,0,0,0.012048192771084338,0,0.7785946124476963,1,1,2,1,1,1,0,3.290723659261514,0.8020252156693013,0,2.2972199314823527,1,0.0,-0.6628368358231269,0,0.0,0,1,0.18,1.791759469228055,0.3225167044610499,0.9662222222222222,1.9324444444444444,0.0,0.56,0.0,0.0,0.0,0,102261.97738022619,9.778805627667984e-06,0,4.116065565132929,0,1,0
15912,53,M,0.0,74,86722,1,1,Own,80109,2/9/2016,Tuesday,Local,4,0.0,27,Phone,1,0.0,3,Large,15000.0,gray,22324.51576,0,0,0.013333333333333334,0,0.1729664906252162,0,0,1,1,0,1,0,0.671907070887388,-0.6129402219512677,0,-0.7451388272728282,0,0.0,-0.71740070275363,0,0.0,0,0,0.26,1.6094379124341003,0.4184538572328661,0.4467777777777778,0.4467777777777778,0.0,0.27,0.0,0.0,0.0,0,86721.13278867211,1.1531214684678475e-05,0,-1.1992546786395744,0,1,0
8600,49,F,1.0,75,48506,1,0,Rent,15012,12/27/2016,Tuesday,Highway,0,1.0,7,Broker,1,3791.22,1,Compact,15576.676266264356,other,16824.64967,0,0,0.013157894736842105,0,0.32112885552847803,0,0,0,0,0,0,0,0.9258247014070582,-0.4845506798696515,0,-0.7310651899555565,0,1895.60052199739,0.624173771834828,0,0.24339081924537634,0,0,0.25,0.0,0.0,0.45505555555555555,0.45505555555555555,8.240706878569636,0.07,0.5768494814998746,0.0,0.0,0,12.790924543431224,0.07818037037126027,0,-0.0,0,1,1
28373,58,M,1.0,66,81577,1,1,Own,85010,6/3/2015,Wednesday,Local,18,0.0,51,Broker,0,0.0,1,Large,15000.0,gray,33766.52861,0,0,0.014925373134328358,0,0.18387535702465155,0,1,3,1,1,1,0,0.4442268901493019,-0.7377970334890604,0,-0.7451388272728282,0,0.0,-0.6789293319088264,0,0.0,0,0,0.34,2.9444389791664403,1.0011092529165897,0.4467777777777778,0.4467777777777778,0.0,0.51,0.0,0.0,0.0,0,81576.18423815761,1.2258479717045417e-05,0,-2.1940158079124847,0,1,0
29559,38,M,0.0,77,64462,1,1,Own,15025,6/25/2015,Thursday,Parking Lot,0,1.0,81,Phone,1,0.0,9,Compact,15000.0,white,11984.43354,0,0,0.01282051282051282,0,0.23269523129905992,0,0,0,0,0,1,0,1.2516236113637595,-0.307306310527359,0,-0.7583326912671867,0,0.0,-0.6796648845507747,0,0.0,0,0,0.23,0.0,0.0,0.4467777777777778,0.4467777777777778,0.0,0.81,0.0,0.0,0.0,0,64461.35538644613,1.5513170547684945e-05,0,-0.0,0,1,0
17961,41,M,1.0,73,109996,1,1,Rent,15003,12/19/2016,Monday,Local,10,0.0,70,Broker,1,0.0,1,Compact,15000.0,black,13208.10489,0,0,0.013513513513513514,0,0.13636859522164443,0,1,3,1,1,1,0,1.135666328634322,-0.37039054690726747,0,-0.7583326912671867,0,0.0,-0.6789293319088264,0,0.0,0,0,0.27,2.3978952727983707,0.6474317236555601,0.4467777777777778,0.4467777777777778,0.0,0.7,0.0,0.0,0.0,0,109994.90005099948,9.091330593013254e-06,0,-1.8184023755980534,0,1,0
9746,50,F,1.0,49,51506,0,1,Own,80107,3/4/2015,Wednesday,Local,0,0.0,50,Broker,0,2038.49,1,Compact,31120.32071875156,other,15876.63052,0,0,0.02,1,0.6042076790811083,1,0,0,1,0,1,0,1.9601338369591423,0.07814448218679852,0,0.0038988969857586125,0,1019.239903800481,0.021732366950749697,0,0.06550350228610183,0,0,0.51,0.0,0.0,0.6352222222222222,0.6352222222222222,7.620455055583053,0.5,3.8102275277915263,0.0,0.0,0,25.254352680060443,0.03959711882927654,0,0.0,0,1,0
16555,43,F,1.0,90,112579,1,1,Own,50047,1/1/2015,Thursday,Local,8,0.0,98,Phone,0,2534.12,1,Compact,34019.88799662527,blue,20149.40946,0,0,0.01098901098901099,0,0.3021868021267312,0,1,3,1,1,0,0,1.6883813913889991,-0.06969699106646382,0,0.14100173817731473,0,1267.0536647316762,0.19208834505501887,0,0.07448936926266446,0,0,0.1,2.1972245773362196,0.21972245773362198,0.6668333333333333,0.6668333333333333,7.837996252183016,0.98,7.681236327139356,1.125441372841931,0.7539794856755018,0,44.40775961529332,0.02251858196579222,0,0.3098124845703227,0,1,0
2883,28,F,0.0,86,98769,1,1,Own,85061,7/4/2015,Saturday,Parking Lot,6,1.0,27,Online,0,0.0,1,Medium,38666.34074078224,silver,16710.1582,0,0,0.011494252873563218,0,0.3914825576930235,0,1,2,0,0,1,0,2.3139422293226892,0.29448558854275586,0,0.38965276875965826,0,0.0,-0.6789293319088264,0,0.0,0,0,0.14,1.9459101490553132,0.27242742086774385,0.7148333333333333,0.7148333333333333,0.0,0.27,0.0,0.0,0.0,0,98768.0123198768,1.012473549290518e-05,0,0.7582292773369221,0,1,0
17202,28,F,1.0,87,51997,1,1,Rent,85071,9/26/2016,Monday,Local,0,0.0,29,Online,0,2416.87,4,Medium,15000.0,silver,23304.58167,0,0,0.011363636363636364,0,0.28847818143354426,0,0,0,1,0,1,0,0.6436502575316769,-0.6227740992932498,0,-0.7505560026592288,0,483.3730332539335,0.17288130601247031,0,0.16112466655925023,0,0,0.13,0.0,0.0,0.4467777777777778,0.4467777777777778,7.790642266288572,0.29,2.259286257223686,0.0,0.0,0,21.50529175884025,0.046500161272506994,0,-0.0,0,1,1
21076,32,M,1.0,58,63046,1,1,Own,85066,11/30/2016,Wednesday,Parking Lot,2,0.0,0,Broker,0,1538.16,7,Compact,51725.29362967335,red,16326.29662,0,0,0.01694915254237288,0,0.8204373573212155,1,0,0,1,0,0,0,3.168219639880043,0.7353793583825151,0,0.978182318625844,0,192.26975966280045,-0.1801079987061476,0,0.029737095563247412,0,0,0.42,1.0986122886681098,0.4614171612406061,0.8306666666666667,0.8306666666666667,7.338992092047773,0.0,0.0,0.0,0.0,0,40.96130330205239,0.02441327973607463,0,1.0746431158002168,0,1,0
27926,44,M,0.0,88,85354,1,0,Rent,20111,7/22/2016,Friday,Local,3,1.0,77,Broker,1,0.0,2,Large,71596.84196659461,other,32528.384830000003,0,0,0.011235955056179775,0,0.8388223395106804,1,0,1,0,0,1,0,2.201057393988782,0.22562566940340223,0,1.9660058481474287,0,0.0,-0.6636599847364352,0,0.0,0,0,0.12,1.3862943611198906,0.16635532333438685,0.9415,0.9415,0.0,0.77,0.0,0.0,0.0,0,85353.14646853531,1.171602971018158e-05,0,2.7254628212155083,0,1,0
20753,41,M,1.0,76,112529,0,0,Own,20121,3/16/2015,Monday,Parking Lot,8,0.0,31,Broker,1,6118.61,10,Medium,57115.388156473135,silver,23983.28602,0,0,0.012987012987012988,0,0.5075615010928128,0,1,3,1,1,1,0,2.3814663297193364,0.33156721037730374,0,1.2785001794387636,0,556.2367670574845,1.3928254392196078,0,0.10712717179066004,0,0,0.24,2.1972245773362196,0.5273338985606927,0.8662222222222222,0.8662222222222222,8.71925364798562,0.31,2.7029686308755423,1.234684557927807,0.804100080712233,0,18.388263274312806,0.05438248524383926,0,2.8091520163916184,0,1,0
13598,49,M,1.0,76,37751,1,1,Own,80033,3/25/2016,Friday,Local,4,1.0,62,Broker,1,7381.81,1,Compact,15000.0,black,20917.20924,0,0,0.012987012987012988,0,0.3973404678021774,0,0,1,0,0,1,0,0.717112872024264,-0.5980961689510786,0,-0.7583326912671867,0,3690.886545567272,1.8583171276070938,0,0.49212066633858625,1,1,0.24,1.6094379124341003,0.38626509898418404,0.4467777777777778,0.8935555555555555,8.906909603931867,0.62,7.522283954437757,2.5963112301940816,1.2799086618614672,0,5.113364687546659,0.19556556307822398,1,-1.2204893835635942,0,1,1
