age_of_driver,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,age_is_outlier,is_young_driver,is_senior_driver,safety_risk_score,low_safety_flag,is_low_income,is_high_income,log_annual_income,is_repeat_claimer,is_serial_claimer,is_extreme_claimer,log_past_claims,witness_absent,witness_unknown,no_verification,full_liability_flag,zero_liability_flag,extreme_liability_flag,no_police_report,log_claim_payout,accident_parking,accident_highway,accident_local,log_vehicle_price,log_vehicle_weight,price_per_weight,residual_value_ratio,estimated_residual_value,payout_to_residual_ratio,payout_to_price_ratio,high_payout_ratio_flag,old_vehicle_high_claim,new_vehicle_flag,new_vehicle_high_claim,veh_size_Large,veh_size_Medium,vehicle_to_income_ratio,payout_to_income_ratio,low_income_overpriced_vehicle,low_income_high_claim,no_witness_no_report,repeat_no_witness,living_status_rent,unstable_lifestyle,channel_broker,channel_online,broker_no_report,income_safety_interaction,claim_month,claim_year,claim_quarter,claim_day,is_weekend_claim,is_monday_claim,day_of_week_num,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_winter_claim,is_summer_claim,weekend_no_witness,zip_fraud_rate_oof,is_high_risk_zip_oof,composite_risk_score,risk_grade,payout_to_income_ratio_clipped,payout_to_price_ratio_clipped,payout_to_residual_ratio_clipped,residual_to_income_ratio,claim_to_weight_ratio,claim_to_weight_ratio_clipped,payout_per_safety,vehicle_price_per_driver_age,serial_no_report,serial_no_witness,repeat_claim_full_liability,no_witness_no_report_full_liability,composite_x_income_ratio,income_bin,income_claim_bin_gap,payout_to_income_ratio_rank_pct,claim_est_payout_rank_pct,vehicle_price_rank_pct,past_num_of_claims_rank_pct,top10_payout_to_income_ratio,top5_payout_to_income_ratio,top1_payout_to_income_ratio,top10_claim_est_payout,top5_claim_est_payout,top1_claim_est_payout,top10_vehicle_price,top5_vehicle_price,top1_vehicle_price,top10_past_num_of_claims,top5_past_num_of_claims,top1_past_num_of_claims,payout_to_income_ratio_z,claim_est_payout_z,vehicle_price_z,past_num_of_claims_z,annual_income_z,fraud_combo_1,fraud_combo_2,fraud_combo_3,fraud_combo_4,payout_vs_price_ratio,claim_over_income_plus_price,annual_income_bucket_q5,claim_est_payout_bucket_q5,vehicle_price_bucket_q5,past_num_of_claims_bucket_q5,low_income_bucket_high_claim,repeat_high_payout,income_x_vehicle,risk_score_interaction,claim_liability_interaction,fraud
29,0.0,94,30559,1,1,18,0,100,0,0.0,1,42815.024765147056,21553.39763,0,0,0,6,0,1,0,10.327447243280456,1,1,1,2.9444389791664403,1,0,1,1,0,1,1,0.0,0,0,1,10.664667721896436,9.978335141070495,1.986462900102892,1.0,42815.024765147056,0.0,0.0,0,0,1,0,0,0,1.4010610544764552,0.0,1,0,1,1,1,1,0,0,0,183354,5,2016,2,13,0,0,4,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,0,0,0.1516444444444444,0,11,3,0.0,0.0,0.0,1.4010610544764552,0.0,0.0,0.0,1476.380113405757,1,1,1,1,11.0,0,0,0.5055,0.5055,0.755,0.9729444444444444,0,0,0,0,0,0,0,0,0,1,1,0,-0.6055894195728593,-0.6796379582970383,0.5777270945122931,2.572673852433252,-1.700433428349753,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2.0,0,0,1308384341.7981288,9.098999999999998,50.55,0.0
52,1.0,51,53069,0,1,0,0,3,0,0.0,1,16695.15881220715,3946.167358,0,0,0,49,1,1,0,10.87936707582194,0,0,0,0.0,1,0,1,0,0,0,1,0.0,1,0,0,9.722933960703122,8.280753476081394,4.230727511880763,1.0,16695.15881220715,0.0,0.0,0,0,1,0,0,0,0.3145934314174481,0.0,0,0,1,0,0,0,1,0,1,2600381,6,2016,2,3,0,0,4,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,1,0,0.2177777777777778,1,9,2,0.0,0.0,0.0,0.3145934314174481,0.0,0.0,0.0,321.0607402143541,0,0,0,0,9.0,1,-1,0.5055,0.5055,0.4681666666666667,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.6703523065139458,-0.6461239950824981,-0.8812066179565021,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,885995383.0050213,0.0,1.5164999999999995,1.0
43,0.0,88,111803,1,0,9,0,32,0,12201.7,5,15000.0,16084.032180000002,0,0,0,12,0,0,1,11.624502617238424,1,1,0,2.302585092994046,1,0,1,0,0,0,1,9.409412517710988,0,0,1,9.61587214452889,9.685644440292824,0.9326019639353516,0.6,9000.0,1.3557444442938065,0.8134466666124369,1,1,0,0,1,0,0.1341645573004824,0.1091357119208864,0,0,1,1,1,0,1,0,1,1341636,6,2016,2,20,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,1,0,0.1018271604938271,0,9,2,0.1091357119208864,0.6740690266217281,1.3557444442938065,0.0804987343802894,0.7586219588899987,0.7586219588899987,138.6556802425491,348.83720118983257,1,1,0,0,9.982221407287978,4,-2,0.9273333333333332,0.9924444444444444,0.4467777777777778,0.8452222222222222,1,0,0,1,1,1,0,0,0,0,0,0,1.605984260250789,3.501580226751835,-0.7513516806606467,0.9632749286753772,1.256353021387665,1,0,0,1,7.275229112299925e-06,0.0962248824950614,4.0,2.0,0.0,2.0,0,1,1677045000.0,8.346,31.758222222222223,0.0
38,1.0,72,33202,0,1,0,0,1,0,0.0,1,15000.0,31050.45752,0,0,0,28,0,1,0,10.410395512268014,0,0,0,0.0,1,0,1,0,0,0,1,0.0,1,0,0,9.61587214452889,10.343401027322727,0.4830846691986816,1.0,15000.0,0.0,0.0,0,0,1,0,0,0,0.4517800132386067,0.0,0,0,1,0,0,0,1,0,1,929656,7,2016,3,27,0,0,2,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0,1,0,0.2467102396514161,1,8,2,0.0,0.0,0.0,0.4517800132386067,0.0,0.0,0.0,394.7368317174518,0,0,0,0,8.0,0,0,0.5055,0.5055,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,-0.6461239950824981,-1.6042443363964274,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,498030000.0,0.0,0.5055,0.0
34,0.0,56,86363,1,0,0,0,40,1,1799.27,1,20216.27080288363,30973.81157,0,0,0,44,1,0,0,11.366326201295804,0,0,0,0.0,1,0,1,0,0,0,0,7.495691932635381,0,0,1,9.914292508335103,10.34092962318586,0.6526891518191973,1.0,20216.27080288363,0.0890010832093895,0.0890010832093895,0,0,1,0,0,1,0.2340848604454401,0.0208338061435935,0,0,0,0,0,0,1,0,0,3799972,5,2016,2,10,0,0,1,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0,0,0,0.1116444444444444,0,2,0,0.0208338061435935,0.0890010832093895,0.0890010832093895,0.2340848604454401,0.0580900415137997,0.0580900415137997,32.12982085482463,594.5961825966897,0,0,0,0,2.041667612287187,2,-1,0.6267222222222222,0.6432777777777777,0.5083333333333333,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.1834040825576006,-0.0630730170336991,-0.5021038418324043,-0.6461239950824981,0.3304920681933377,0,0,0,0,1.0304954781330543e-06,0.0168818298774151,2.0,1.0,0.0,0.0,0,0,1745937795.3494391,0.0,25.731111111111108,0.0
56,1.0,77,63381,0,1,0,1,63,1,0.0,1,34262.39137232144,12210.09585,0,0,0,23,0,0,0,11.056935188442845,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,10.44183275624699,9.410100313282191,2.806070631256787,1.0,34262.39137232144,0.0,0.0,0,0,1,0,0,0,0.5405782706454753,0.0,0,0,0,0,1,0,0,0,0,1457763,11,2015,4,7,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0.1242987249544626,0,3,1,0.0,0.0,0.0,0.5405782706454753,0.0,0.0,0.0,611.8284064373756,0,0,0,0,3.0,1,-1,0.5055,0.5055,0.6693888888888889,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,0.1690586280911108,-0.6461239950824981,-0.5059126655453425,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,2171584627.569105,0.0,31.846499999999995,0.0
67,0.0,87,39814,1,0,9,0,2,1,7785.62,1,79790.19382753654,12311.8053,0,0,1,13,0,1,0,10.591999004691544,1,1,0,2.302585092994046,1,0,1,0,0,0,0,8.96016215510541,0,0,1,11.287168424310169,9.418395081112015,6.480787494345427,1.0,79790.19382753654,0.0975761509832993,0.0975761509832993,0,0,1,1,0,0,2.004073788756027,0.1955498065957816,1,1,0,1,1,0,0,0,0,517582,12,2016,4,7,0,0,2,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,1,0,0,0.1479693486590038,0,5,1,0.1955498065957816,0.0975761509832993,0.0975761509832993,2.004073788756027,0.6323702990468529,0.6323702990468529,89.4898840288519,1190.8983975617634,0,1,0,0,5.977749032978909,0,2,0.9835,0.9406666666666668,0.9665555555555556,0.8452222222222222,1,1,0,1,0,0,1,1,0,0,0,0,3.3571171752706266,1.988299782008018,2.344502886523463,0.9632749286753772,-1.363607833938845,0,0,1,0,2.4507692793267264e-06,0.0650943303612826,0.0,2.0,2.0,2.0,1,1,3176766777.04954,8.8515,1.8813333333333333,0.0
32,0.0,95,59071,1,1,0,1,7,0,0.0,1,66219.87561361532,29304.6967,0,0,0,5,0,0,0,10.986512317862523,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0,1,11.100751033810786,10.285537202727912,2.259701790783442,1.0,66219.87561361532,0.0,0.0,0,0,1,0,0,0,1.1210217469230976,0.0,0,0,0,0,1,0,1,0,1,295355,12,2015,4,16,0,0,2,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,1,0,0,0.1343310657596371,0,4,1,0.0,0.0,0.0,1.1210217469230976,0.0,0.0,0.0,2069.371048257634,0,0,0,0,4.0,1,-1,0.5055,0.5055,0.9180555555555556,0.5501111111111111,0,0,0,0,0,0,1,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,1.6960755684552422,-0.6461239950824981,-0.6627703977885638,0,0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,0,0,3911674272.371871,0.0,3.5384999999999995,1.0
33,1.0,85,118404,0,0,0,0,2,0,7765.29,1,16256.021309829011,15870.71663,0,0,0,15,0,0,1,11.681866230270122,0,0,0,0.0,1,0,1,0,0,0,1,8.957547851855546,1,0,0,9.6962801750428,9.67229397591266,1.0242777114472827,1.0,16256.021309829011,0.4776869968069691,0.4776869968069691,0,0,1,1,0,0,0.1372928390062136,0.0655830039520152,0,0,1,0,1,0,1,0,1,1776060,6,2016,2,4,1,0,5,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,1,0.22005698005698,1,7,2,0.0655830039520152,0.4776869968069691,0.4776869968069691,0.1372928390062136,0.4892841439076664,0.4892841439076664,91.35635186639588,492.6066914309794,0,0,0,0,7.459081027664106,4,-2,0.8281666666666667,0.9401111111111112,0.4623333333333333,0.5501111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0.7234131849017357,1.9813331981957587,-0.6913355103299126,-0.6461239950824981,1.4965891908859257,0,0,0,0,4.034134094929771e-06,0.0576654619459323,4.0,2.0,0.0,0.0,0,0,1924777947.1689944,0.0,1.8802222222222225,0.0
34,0.0,76,49709,1,1,11,0,28,0,0.0,3,15000.0,33015.82568,0,0,0,24,0,1,0,10.813961399088718,1,1,0,2.4849066497880004,1,0,1,0,0,0,1,0.0,0,0,1,9.61587214452889,10.404772579600449,0.4543275744465849,0.8,12000.0,0.0,0.0,0,0,0,0,0,1,0.3017562212013567,0.0,0,0,1,1,0,0,1,0,1,1193016,1,2016,1,27,0,0,2,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,0,0,0.147596223674655,0,8,2,0.0,0.0,0.0,0.2414049769610854,0.0,0.0,0.0,441.1764576124572,1,1,0,0,8.0,1,-1,0.5055,0.5055,0.4467777777777778,0.8893333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,1.320919133954905,-1.0034901400765075,0,0,0,1,0.0,0.0,1.0,0.0,0.0,2.0,0,0,745635000.0,5.560499999999999,14.153999999999998,0.0
36,1.0,74,76837,0,0,0,0,88,0,4688.63,3,49871.91690753944,24454.24379,0,0,0,26,0,0,0,11.249454588433396,0,0,0,0.0,1,0,1,0,0,0,1,8.45310896707025,0,0,1,10.817233387055056,10.10459994184628,2.0393972242107936,0.8,39897.53352603156,0.1175167882702157,0.0940134306166438,0,0,0,0,0,0,0.6490612192939649,0.0610204719072709,0,0,1,0,0,0,1,0,1,1997762,11,2015,4,22,1,0,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,1,0.223719806763285,1,6,2,0.0610204719072709,0.0940134306166438,0.1175167882702157,0.5192489754351721,0.1917307294419619,0.1917307294419619,63.35986400865049,1385.3309867280127,0,0,0,0,6.366122831443626,2,0,0.8134444444444444,0.8270555555555555,0.8141111111111111,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.630956045016827,0.92703857193774,0.9149249091585252,-0.6461239950824981,-0.0161962745790348,0,0,0,0,1.223519210219339e-06,0.0370028653983279,2.0,2.0,2.0,0.0,0,0,3832008479.424608,0.0,72.78088888888888,0.0
45,1.0,75,76091,1,1,9,0,95,0,0.0,3,18848.470413040304,26251.81071,0,0,0,25,0,0,0,11.239698413488032,1,1,0,2.302585092994046,1,0,1,0,0,1,1,0.0,0,1,0,9.844240097682569,10.175528336954354,0.7179874417250175,0.8,15078.776330432243,0.0,0.0,0,0,0,0,1,0,0.2477095900013483,0.0,0,0,1,1,1,1,1,0,1,1902275,2,2016,1,20,1,0,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,0,1,0.1145555555555555,0,10,3,0.0,0.0,0.0,0.1981676720010786,0.0,0.0,0.0,418.85488875967593,1,1,0,0,10.0,2,-2,0.5055,0.5055,0.4928888888888889,0.8452222222222222,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.5674611256084711,0.9632749286753772,-0.0433461280021075,0,0,0,1,0.0,0.0,2.0,0.0,0.0,2.0,0,0,1434198962.19865,4.549499999999999,48.0225,0.0
30,1.0,73,33791,1,1,0,0,48,1,3423.64,1,15000.0,68947.15192,0,0,0,27,0,1,0,10.427979367065934,0,0,0,0.0,1,0,1,0,0,0,0,8.138751635682885,0,1,0,9.61587214452889,11.14111007967152,0.2175579350570866,1.0,15000.0,0.2282426666514505,0.2282426666514505,0,0,1,1,1,0,0.4439051818400193,0.1013181024503176,0,1,0,0,1,0,0,0,0,912357,11,2016,4,22,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0.0803898635477582,0,3,1,0.1013181024503176,0.2282426666514505,0.2282426666514505,0.4439051818400193,0.0496560032519229,0.0496560032519229,46.899177439737294,499.9999833333339,0,0,0,0,3.3039543073509527,0,1,0.9154444444444444,0.7537777777777778,0.4467777777777778,0.5501111111111111,1,0,0,0,0,0,0,0,0,0,0,0,1.447564811291834,0.4935580575909709,-0.7513516806606467,-0.6461239950824981,-1.5828083261200336,0,0,0,0,6.754089890244884e-06,0.0701680603363221,0.0,1.0,0.0,0.0,0,0,506865000.0,0.0,36.181333333333335,0.0
44,1.0,65,100474,1,1,4,1,37,1,2537.74,1,65508.7225686992,22511.43511,0,0,0,35,0,0,0,11.5176642193174,1,0,0,1.6094379124341005,0,0,0,0,0,0,0,7.839423173940505,0,0,1,11.089953846771133,10.02182310708139,2.910019829730402,1.0,65508.7225686992,0.0387389633082819,0.0387389633082819,0,0,1,0,0,1,0.6519967610331748,0.0252576786031684,0,0,0,0,0,0,1,0,0,3516590,4,2015,2,8,0,0,2,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,0,0,0,0.1865700483091787,1,3,1,0.0252576786031684,0.0387389633082819,0.0387389633082819,0.6519967610331748,0.1127311514120198,0.1127311514120198,39.04215324550533,1488.8345699969236,0,0,0,0,3.075773035809505,3,-2,0.6512222222222223,0.6937222222222222,0.915,0.7018888888888889,0,0,0,0,0,0,1,0,0,0,0,0,-0.0937568010006262,0.1899822288019663,1.662094710056656,0.0691644154765575,0.844046467191968,0,0,0,0,3.855561833023402e-07,0.0152890895607812,3.0,1.0,2.0,1.0,0,0,6581923391.367484,2.604888888888889,25.667722222222224,0.0
39,1.0,94,122771,1,0,2,0,62,0,0.0,5,15000.0,26065.23955,0,0,0,6,0,0,1,11.71808425566694,1,0,0,1.0986122886681098,1,0,1,0,0,0,1,0.0,0,1,0,9.61587214452889,10.168396252181177,0.5754790770539656,0.6,9000.0,0.0,0.0,0,0,0,0,0,0,0.1221786904063485,0.0,0,0,1,1,1,0,1,0,1,736626,11,2016,4,23,0,0,2,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,0,0,0,0.1703267973856209,0,5,1,0.0,0.0,0.0,0.0733072142438091,0.0,0.0,0.0,384.61537475345193,0,0,0,0,5.0,4,-4,0.5055,0.5055,0.4467777777777778,0.6286111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,-0.2884797898029703,1.65552137573654,0,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1841565000.0,1.011,31.341,0.0
50,1.0,89,50399,1,1,0,0,10,0,9298.94,1,45111.94508609643,7131.377201,0,0,0,11,0,1,0,10.82774645405946,0,0,0,0.0,1,0,1,0,0,0,1,9.137763227507632,1,0,0,10.716924515039176,8.872399866115048,6.325839148354787,1.0,45111.94508609643,0.2061303271682651,0.2061303271682651,0,0,1,1,1,0,0.8950960353419974,0.1845064386161529,0,1,1,0,1,0,0,0,0,554389,5,2015,2,16,1,0,5,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0,0,1,0.1202525252525252,0,7,2,0.1845064386161529,0.2061303271682651,0.2061303271682651,0.8950960353419974,1.303947293293097,0.9776311833909342,104.48247073615202,902.238883677151,0,0,0,0,8.29154507031307,1,1,0.9805555555555556,0.9693333333333334,0.7758333333333334,0.5501111111111111,1,1,0,1,1,0,0,0,0,0,0,0,3.133329548558128,2.5068767920802344,0.687480297057072,-0.6461239950824981,-0.9783783453554352,1,0,0,0,4.089877933261488e-06,0.0973589218764248,1.0,2.0,1.0,0.0,0,0,2273596920.394174,0.0,9.693333333333332,0.0
24,1.0,30,70218,0,0,0,0,54,1,0.0,4,25766.796205899293,38004.87378,0,1,0,70,1,0,0,11.159374208664028,0,0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,1,10.156880782174238,10.54549599992122,0.6779866275672526,0.7,18036.757344129503,0.0,0.0,0,0,0,0,1,0,0.366954288153071,0.0,0,0,0,0,1,0,0,0,0,4915260,8,2015,3,14,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,1,0,0.1764444444444444,0,2,0,0.0,0.0,0.0,0.2568680017071497,0.0,0.0,0.0,1073.6164638451178,0,0,0,0,2.0,2,-2,0.5055,0.5055,0.5740555555555555,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.2368843941959592,-0.6461239950824981,-0.2570875343743671,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1809292895.9858365,0.0,27.297,0.0
40,1.0,49,43892,1,1,0,0,32,1,3144.69,1,15000.0,36451.573110000005,0,0,0,51,1,1,0,10.689510133046271,0,0,0,0.0,1,0,1,0,0,0,0,8.053788540937243,1,0,0,9.61587214452889,10.503767327812186,0.4115048739960538,1.0,15000.0,0.2096459999860236,0.2096459999860236,0,0,1,0,0,1,0.3417479267214584,0.0716460858454468,0,0,0,0,0,0,1,0,0,2238492,2,2015,1,15,1,0,6,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,0,1,0.1895555555555555,1,7,2,0.0716460858454468,0.2096459999860236,0.2096459999860236,0.3417479267214584,0.0862703508137767,0.0862703508137767,64.17734562903377,374.9999906250002,0,0,0,0,7.501522600918128,0,1,0.8490555555555556,0.7355,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.8462781215766246,0.3979688517656037,-0.7513516806606467,-0.6461239950824981,-1.2151934877467672,0,0,0,0,4.776087316890255e-06,0.0533966685335541,0.0,1.0,0.0,0.0,0,0,658380000.0,0.0,23.536,0.0
22,0.0,86,92266,0,0,0,1,9,0,0.0,2,50520.768345011136,14081.182019999998,0,1,0,14,0,0,0,11.43244182676778,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0,1,10.830159578722212,9.55266559071632,3.5878215528829105,0.9,45468.69151051003,0.0,0.0,0,0,0,0,0,0,0.5475556363607784,0.0,0,0,0,0,1,0,1,0,1,1291724,8,2015,3,26,0,0,2,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,0,1,0,0.1312633181126332,0,2,0,0.0,0.0,0.0,0.4928000727247006,0.0,0.0,0.0,2296.398456755121,0,0,0,0,2.0,3,-3,0.5055,0.5055,0.8192222222222222,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,0.945928824526764,-0.6461239950824981,0.5453252917273831,0,0,0,0,0.0,0.0,3.0,0.0,2.0,0.0,0,0,4661349212.120797,0.0,4.549499999999999,0.0
51,0.0,53,103749,1,1,0,0,100,1,0.0,3,48658.5742924638,12702.22051,0,0,0,47,1,0,1,11.549739438092944,0,0,0,0.0,1,0,1,1,0,1,0,0.0,1,0,0,10.792603867685676,9.449610823764395,3.830714027545495,0.8,38926.85943397105,0.0,0.0,0,0,0,0,0,1,0.4690028269380409,0.0,0,0,0,0,0,0,1,0,0,4876203,7,2016,3,28,0,0,3,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,1,0,0.1944159544159544,1,7,2,0.0,0.0,0.0,0.3752022615504327,0.0,0.0,0.0,954.0896733014536,0,0,0,0,7.0,3,-3,0.5055,0.5055,0.8053888888888889,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,0.8569480448441521,-0.6461239950824981,0.9632365073535804,0,0,0,0,0.0,0.0,3.0,0.0,2.0,0.0,0,0,5048278424.268827,0.0,50.55,0.0
45,0.0,85,70590,0,1,16,0,91,0,0.0,1,15000.0,13574.93567,0,0,0,15,0,0,0,11.164657936601683,1,1,1,2.833213344056216,1,0,1,0,0,1,1,0.0,1,0,0,9.61587214452889,9.516054068393702,1.1049776119414216,1.0,15000.0,0.0,0.0,0,0,1,0,0,0,0.2124946876297989,0.0,0,0,1,1,1,1,1,0,1,1058850,6,2016,2,29,0,0,2,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0,1,0,0.120352733686067,0,10,3,0.0,0.0,0.0,0.2124946876297989,0.0,0.0,0.0,333.3333259259261,1,1,0,0,10.0,2,-2,0.5055,0.5055,0.4467777777777778,0.9581111111111112,0,0,0,0,0,0,0,0,0,1,1,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,2.2150296471537243,-0.2435490015682236,0,0,0,1,0.0,0.0,2.0,0.0,0.0,2.0,0,0,1058850000.0,8.088,46.0005,0.0
28,1.0,55,87488,1,1,0,0,92,1,0.0,1,15000.0,29910.59428,0,0,0,45,1,0,0,11.379268350157288,0,0,0,0.0,1,0,1,0,0,1,0,0.0,0,0,1,9.61587214452889,10.306001452777853,0.5014945493586664,1.0,15000.0,0.0,0.0,0,0,1,0,1,0,0.1714520848553921,0.0,0,0,0,0,1,0,1,0,0,3936960,8,2015,3,4,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,1,0,0.2351604938271605,1,5,1,0.0,0.0,0.0,0.1714520848553921,0.0,0.0,0.0,535.7142665816333,0,0,0,0,5.0,3,-3,0.5055,0.5055,0.4467777777777778,0.5501111111111111,0,0,0,0,0,0,0,0,0,0,0,0,-0.6055894195728593,-0.6796379582970383,-0.7513516806606467,-0.6461239950824981,0.3714352117603039,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1312320000.0,0.0,46.50599999999999,0.0
33,0.0,84,79862,1,1,5,0,74,0,7414.52,1,15000.0,19543.0542,0,0,0,16,0,0,0,11.288067945651685,1,1,0,1.791759469228055,1,0,1,0,0,0,1,8.911330380231849,0,1,0,9.61587214452889,9.880426386163366,0.7675361202873021,1.0,15000.0,0.4943013333003799,0.4943013333003799,0,0,1,1,0,1,0.1878239963914274,0.0928416518482777,0,0,1,1,0,0,1,0,1,1277792,10,2016,4,28,0,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0.231345029239766,1,8,2,0.0928416518482777,0.4943013333003799,0.4943013333003799,0.1878239963914274,0.3793941276395072,0.3793941276395072,88.2680941872846,454.5454407713503,1,1,0,0,8.742733214786222,2,0,0.9008333333333334,0.9305555555555556,0.4467777777777778,0.7372777777777778,1,0,0,1,0,0,0,0,0,0,0,0,1.2757943182071676,1.861133070117737,-0.7513516806606467,0.2479865181163214,0.0938952892343629,1,0,0,1,6.189030854082305e-06,0.0781602943183521,2.0,2.0,0.0,1.0,0,1,1197930000.0,4.504166666666666,68.86111111111111,0.0
40,1.0,87,64638,1,1,16,0,3,1,4208.79,1,15328.10842805996,15160.691669999998,0,0,0,13,0,0,0,11.07657322277828,1,1,1,2.833213344056216,1,0,1,0,0,0,0,8.345168044197163,0,0,1,9.637508811535309,9.626527240701783,1.01104281788015,1.0,15328.10842805996,0.2745798687084389,0.2745798687084389,0,0,1,1,0,1,0.2371377274640741,0.065113246077151,0,0,0,1,0,0,1,0,0,840294,11,2015,4,14,1,0,5,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,1,0.1787962962962963,0,5,1,0.065113246077151,0.2745798687084389,0.2745798687084389,0.2371377274640741,0.277612004210253,0.277612004210253,48.376895995667866,383.2027011214315,0,1,0,0,5.325566230385755,1,1,0.8265555555555556,0.8005,0.4516111111111111,0.9581111111111112,0,0,0,0,0,0,0,0,0,1,1,0,0.7138938063806821,0.7626093748657049,-0.7356737529445343,2.2150296471537243,-0.460165526466519,0,0,0,0,4.247686444288788e-06,0.0526315141647729,1.0,2.0,0.0,2.0,0,0,990778272.5729398,13.22488888888889,2.4015,0.0
