age_of_driver,safty_rating,annual_income,past_num_of_claims,liab_prct,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,log_claim_est_payout,log_annual_income,payout_income_ratio,witness_present_ind,policy_report_filed_ind,address_change_ind,high_education_ind,gender,marital_status,living_status,accident_site,channel,vehicle_category,vehicle_color,claim_day_of_week,fraud
28,81,32615,13,95,7229.64,10,15000.0,25234.35375,8.886082831290466,10.392558244499089,0.22165930831493746,0.0,1,0,1,F,1.0,Own,Local,Online,Compact,silver,Tuesday,0
50,98,118414,3,26,0.0,1,18273.02003231747,19850.91106,0.0,11.681950682596835,0.0,0.0,0,1,1,F,0.0,Rent,Highway,Broker,Large,silver,Friday,0
47,27,113987,0,13,0.0,1,15000.0,28323.94313,0.0,11.643848458678184,0.0,0.0,1,1,0,F,1.0,Own,Parking Lot,Broker,Compact,gray,Tuesday,0
33,70,91155,0,0,0.0,1,15000.0,7263.140993000001,0.0,11.420327603502662,0.0,1.0,1,0,1,M,0.0,Rent,Local,Broker,Compact,silver,Saturday,0
24,80,31240,0,66,2721.41,1,50375.14204824685,3021.407359,7.909272796409453,10.349486613684583,0.08711020773982907,0.0,1,1,1,F,1.0,Rent,Parking Lot,Online,Medium,white,Sunday,1
26,59,41966,3,65,8627.1,1,34591.6331720807,20402.46797,9.062779597613416,10.64463887414454,0.2055686610908571,0.0,1,1,1,M,0.0,Rent,Parking Lot,Online,Compact,red,Thursday,1
48,72,86222,0,5,3668.29,1,73314.59717452628,15837.9651,8.207753461842259,11.364692242407008,0.04254421674031291,0.0,0,0,1,M,1.0,Rent,Local,Broker,Medium,red,Friday,0
53,64,70685,0,37,4148.11,1,15000.0,36915.45635,8.330649132394049,11.166002812474174,0.05868361486008544,0.0,0,1,1,M,1.0,Own,Local,Broker,Compact,blue,Tuesday,0
34,66,113424,20,23,8949.46,1,18727.680701547983,37051.46318,9.099460206596182,11.638897104532164,0.07890200573065902,0.0,0,1,1,M,1.0,Own,Local,Broker,Compact,blue,Saturday,1
40,78,49158,0,3,4413.0,1,52408.50302814887,15430.58451,8.392536586816682,10.802815221731821,0.08976993022640818,1.0,0,1,1,M,0.0,Own,Highway,Broker,Compact,blue,Wednesday,0
53,91,71768,0,24,7156.18,1,49360.64757117566,10286.71111,8.875871327624935,11.181207906928691,0.09971129596343825,0.0,1,1,0,M,1.0,Rent,Highway,Broker,Large,black,Wednesday,0
54,92,77065,0,60,4274.67,1,15000.0,37310.96901,8.360696094236957,11.252417476555802,0.055467651104248304,0.0,1,0,1,M,0.0,Own,Parking Lot,Phone,Medium,red,Wednesday,0
45,60,82931,0,49,0.0,1,28712.691384766767,55957.33939,0.0,11.325776273879395,0.0,0.0,1,1,0,F,1.0,Own,Highway,Phone,Compact,gray,Tuesday,0
43,71,32066,9,36,0.0,1,15000.0,37211.94395,0.0,10.375582742942056,0.0,0.0,0,1,1,M,0.0,Own,Parking Lot,Broker,Medium,silver,Tuesday,0
48,88,44297,0,99,0.0,1,85134.79920616245,15581.13346,0.0,10.69869480828722,0.0,1.0,0,1,1,M,1.0,Own,Highway,Phone,Large,red,Wednesday,0
42,93,38823,0,23,0.0,12,15000.0,18990.25061,0.0,10.566793891085052,0.0,0.0,0,0,0,M,0.0,Own,Local,Broker,Compact,black,Monday,1
42,66,106882,6,50,5554.19,1,15000.0,31902.08743,8.622487904909148,11.579490057238825,0.05196513945154982,0.0,0,1,0,F,0.0,Own,Local,Online,Medium,other,Thursday,0
34,88,115163,0,35,0.0,1,66758.45888882477,30793.69662,0.0,11.654112478405628,0.0,1.0,0,0,0,F,1.0,Rent,Parking Lot,Online,Medium,white,Wednesday,0
44,76,81786,3,98,9721.59,4,33108.145617533395,9592.854138,9.182207322865432,11.31187358575567,0.1188647340041816,1.0,1,1,0,M,0.0,Own,Local,Broker,Large,blue,Sunday,0
33,85,64046,10,59,2290.04,8,25875.84634913711,9736.797614,7.7367611419256965,11.067372467820434,0.035755616968788546,0.0,1,0,1,M,1.0,Rent,Local,Broker,Large,white,Thursday,0
46,77,102874,7,14,10231.5,1,18578.543471499223,39200.06124,9.233324208366557,11.54126993797937,0.09945565006075334,0.0,1,1,1,F,1.0,Own,Highway,Broker,Compact,other,Wednesday,0
55,82,33273,8,78,0.0,2,68428.94817883475,11166.83645,0.0,10.412531590219688,0.0,0.0,0,1,1,F,0.0,Rent,Local,Phone,Large,white,Friday,0
52,61,73707,0,64,7281.08,7,21216.77292330888,22851.21668,8.893171814667893,11.207866620454752,0.0987827644217724,0.0,0,1,1,M,0.0,Own,Local,Phone,Large,black,Tuesday,0
52,77,58089,0,96,199.15,6,15000.0,19318.60889,5.299067085438582,10.969748810986578,0.0034283009123773456,0.0,1,0,1,F,1.0,Rent,Parking Lot,Broker,Medium,silver,Tuesday,0
54,77,62386,0,3,0.0,1,37569.63574636534,16044.77354,0.0,11.041112199319782,0.0,0.0,0,0,1,F,1.0,Own,Local,Broker,Large,white,Friday,0
69,82,43689,0,95,3965.23,3,50037.67572505212,16905.39666,8.285571300338205,10.684874521945481,0.09075829709315633,0.0,0,0,0,F,0.0,Rent,Local,Phone,Medium,other,Friday,0
49,81,91872,7,53,0.0,1,15000.0,7880.294412,0.0,11.428162467570713,0.0,0.0,1,0,1,M,0.0,Own,Highway,Broker,Compact,silver,Tuesday,1
26,87,85664,0,18,0.0,12,49064.201432175614,31106.66418,0.0,11.358199619767072,0.0,0.0,0,0,1,M,1.0,Rent,Highway,Online,Medium,black,Wednesday,0
42,71,56917,0,25,0.0,1,28187.38287341845,13979.90264,0.0,10.949366914552034,0.0,0.0,0,1,1,M,1.0,Own,Highway,Broker,Compact,other,Monday,1
46,94,32048,0,93,2347.11,9,97727.43584550272,35365.70182,7.761366028232238,10.375021260613996,0.07323504633529908,0.0,0,1,1,F,0.0,Own,Parking Lot,Phone,Large,silver,Thursday,0
43,90,70582,0,50,0.0,6,18519.524225804547,19553.74348,0.0,11.164544601284863,0.0,0.0,1,0,1,M,0.0,Rent,Local,Broker,Medium,white,Saturday,0
31,48,60267,5,2,0.0,3,25660.498807824457,20731.3813,0.0,11.00655656192118,0.0,0.0,1,1,1,F,0.0,Rent,Local,Phone,Compact,white,Tuesday,0
63,76,106719,1,56,771.29,1,44014.58985918503,27671.04118,6.649360127155249,11.57796386114945,0.007227230134932533,1.0,1,1,1,M,1.0,Own,Local,Phone,Medium,white,Sunday,0
25,83,59438,0,84,0.0,1,77225.1719253014,19041.35722,0.0,10.992705855562368,0.0,0.0,1,0,0,F,1.0,Rent,Parking Lot,Online,Large,black,Sunday,1
28,77,60065,0,92,0.0,9,59565.82247159272,38886.44078,0.0,11.00319923664754,0.0,0.0,1,1,0,M,1.0,Rent,Parking Lot,Online,Large,gray,Friday,0
39,79,61247,5,82,0.0,1,15000.0,8351.082396,0.0,11.022686474812627,0.0,0.0,1,0,1,M,0.0,Rent,Local,Broker,Large,gray,Thursday,0
29,68,106587,17,0,0.0,11,15000.0,29224.53343,0.0,11.57672621402089,0.0,0.0,0,1,1,F,1.0,Rent,Local,Online,Compact,gray,Monday,0
75,53,109975,0,87,310.25,1,15000.0,25258.84439,5.740596447778917,11.608017439151256,0.002821070051647632,0.0,0,1,1,F,0.0,Rent,Local,Broker,Medium,blue,Tuesday,0
41,58,101342,6,47,791.56,1,71874.78723389603,12853.81817,6.675268212664775,11.526266081907302,0.007810702268533593,0.0,0,0,1,M,0.0,Own,Local,Phone,Medium,black,Tuesday,1
33,65,42024,0,96,0.0,1,17736.247564759786,26899.57969,0.0,10.646019958276817,0.0,1.0,1,1,1,F,0.0,Own,Parking Lot,Broker,Medium,black,Sunday,0
30,68,106813,5,6,475.1,4,15000.0,14121.83632,6.1656279162004735,11.578844283059516,0.004447918812140731,0.0,0,0,1,M,1.0,Rent,Local,Phone,Medium,blue,Monday,0
30,66,94513,0,36,184.45,9,26238.176767538924,30057.66049,5.222785303935599,11.456503250657128,0.001951562731447193,0.0,0,1,0,F,0.0,Own,Local,Broker,Compact,gray,Monday,1
50,72,103715,0,50,4516.65,1,15000.0,24987.25155,8.415747226121002,11.54941167354064,0.043548247136410964,0.0,0,0,1,M,0.0,Own,Local,Phone,Compact,red,Wednesday,0
59,71,31496,0,53,0.0,1,29555.3243850794,15216.26596,0.0,10.35764758218305,0.0,1.0,1,1,1,M,0.0,Own,Highway,Broker,Large,red,Monday,0
72,50,105883,15,50,0.0,5,15000.0,21564.37828,0.0,11.570099434244746,0.0,0.0,1,1,0,M,1.0,Own,Local,Phone,Large,gray,Wednesday,0
58,75,66825,0,66,0.0,10,15000.0,10564.93521,0.0,11.109847505354562,0.0,0.0,1,1,1,M,1.0,Own,Parking Lot,Phone,Medium,black,Saturday,0
31,57,90086,0,44,23.87,3,15000.0,29480.23828,3.2136622578153133,11.408531149057728,0.00026496608833683,0.0,1,1,1,F,1.0,Rent,Local,Phone,Compact,blue,Sunday,0
26,66,120162,1,68,0.0,1,48099.31882255096,7465.359193000001,0.0,11.69660443339735,0.0,0.0,1,0,1,F,1.0,Rent,Parking Lot,Online,Medium,other,Tuesday,0
31,79,102985,6,16,0.0,1,15000.0,20759.61242,0.0,11.542348335643398,0.0,0.0,0,1,1,M,1.0,Own,Highway,Phone,Compact,silver,Tuesday,1
50,77,41705,5,46,2766.12,3,31569.90904429701,22209.28657,7.925562347115433,10.638400282328542,0.06632426988922457,0.0,1,1,1,F,1.0,Own,Local,Broker,Large,white,Wednesday,0
78,61,41215,0,25,2373.3,1,30558.38965072593,31554.73932,7.772457936183197,10.626581809464026,0.05758200698757764,0.0,1,1,1,M,1.0,Rent,Local,Phone,Medium,white,Saturday,1
31,65,53844,0,0,3409.02,1,71584.49318823978,47899.42022,8.134473435363002,10.89386482776298,0.06331172810845946,0.0,1,1,1,F,0.0,Rent,Local,Broker,Medium,other,Monday,1
42,77,30073,0,57,7007.2,1,51499.35393837189,19750.96809,8.85483617102179,10.311416290082265,0.23299860344483606,0.0,1,1,1,F,1.0,Own,Parking Lot,Broker,Medium,silver,Saturday,0
67,82,93975,2,100,0.0,5,15000.0,23340.99511,0.0,11.450794709503722,0.0,1.0,1,0,1,F,1.0,Own,Parking Lot,Broker,Compact,red,Saturday,0
32,73,51772,0,79,536.71,1,15000.0,10727.91173,6.2873193813737736,10.854624056835881,0.010366600351534585,0.0,1,0,0,F,1.0,Own,Parking Lot,Broker,Large,gray,Monday,0
60,70,109242,3,50,7950.41,5,15000.0,12123.5203,8.981104550412786,11.601330037678515,0.0727772946550351,1.0,1,1,1,F,1.0,Own,Local,Phone,Compact,blue,Wednesday,0
47,80,124540,10,48,0.0,8,15000.0,11279.2113,0.0,11.732390257942946,0.0,0.0,1,1,1,M,1.0,Own,Local,Phone,Large,blue,Saturday,1
25,77,75807,5,90,9443.11,4,39998.6750920212,25567.1365,9.153146545744518,11.235959106958513,0.12456614077669903,0.0,0,0,0,F,1.0,Rent,Local,Online,Large,silver,Sunday,0
46,84,103856,0,2,0.0,2,52410.355661075504,46945.77866,0.0,11.550770231943579,0.0,0.0,0,1,1,F,1.0,Own,Highway,Broker,Compact,other,Thursday,1
39,66,100708,0,70,1147.34,11,15000.0,4933.901725,7.046072700278037,11.519990449092345,0.011392626279677088,0.0,1,1,0,F,0.0,Own,Local,Broker,Large,blue,Tuesday,0
44,75,107182,0,85,4964.31,11,15000.0,11302.77994,8.510231011589577,11.582292932953818,0.04631620686116269,0.0,1,1,0,M,1.0,Rent,Local,Broker,Large,silver,Saturday,0
36,10,48258,1,2,8011.93,1,15000.0,12354.59507,8.988811765935596,10.784337617870264,0.16601939534594584,0.0,0,1,0,F,1.0,Own,Local,Phone,Compact,white,Saturday,0
37,84,95274,0,77,0.0,1,23208.815782483165,20056.1765,0.0,11.46452272574206,0.0,0.0,1,1,1,M,1.0,Rent,Parking Lot,Broker,Compact,gray,Wednesday,0
42,76,44882,0,100,0.0,2,76745.35879371625,6217.1537960000005,0.0,10.711814382882341,0.0,0.0,1,0,0,F,1.0,Rent,Highway,Phone,Medium,gray,Friday,0
56,68,109521,0,93,2063.65,7,15000.0,18270.99877,7.632715999504398,11.603880721300339,0.01884233304724165,0.0,1,1,1,F,0.0,Own,Highway,Broker,Medium,other,Thursday,0
49,87,104524,0,27,7532.92,8,15000.0,12692.15328,8.927170769666276,11.557181556224766,0.07206811767519732,1.0,1,1,1,F,1.0,Own,Local,Broker,Compact,black,Thursday,0
24,82,81131,16,11,3367.45,2,31541.695058207537,30000.82548,8.122207976888442,11.303832736878679,0.0415058176798304,0.0,0,1,1,M,1.0,Own,Local,Online,Compact,other,Thursday,0
30,100,113721,23,96,1075.0,1,15000.0,10756.67167,6.98100574072173,11.641512152666213,0.009452876312410968,1.0,1,1,1,F,0.0,Own,Local,Online,Large,other,Thursday,0
58,65,123958,1,4,0.0,2,40836.37403230098,15360.816819999998,0.0,11.72770614475072,0.0,0.0,0,1,1,F,0.0,Own,Parking Lot,Phone,Compact,gray,Tuesday,0
32,40,103716,12,50,0.0,1,15000.0,29501.832660000004,0.0,11.549421315208068,0.0,0.0,1,0,0,F,1.0,Own,Parking Lot,Phone,Large,silver,Wednesday,0
28,86,109331,9,43,10441.89,4,83581.32084334106,3432.188682,9.253676643052435,11.602144403501859,0.09550625617385577,1.0,1,0,1,F,1.0,Rent,Parking Lot,Online,Compact,blue,Thursday,1
39,74,79390,0,50,3813.13,1,54997.40505685784,31435.41669,8.246467870529669,11.282140290684671,0.0480297514831656,0.0,1,1,0,M,1.0,Own,Parking Lot,Broker,Large,black,Wednesday,0
64,42,69449,0,62,0.0,8,38942.51679158026,21260.75411,0.0,11.14836234818249,0.0,0.0,1,1,1,M,1.0,Own,Local,Broker,Large,red,Sunday,0
38,90,46337,0,43,8213.37,7,45492.636943154896,15102.31294,9.013640338547052,10.74371763779732,0.17724912598731066,0.0,1,0,0,M,1.0,Own,Parking Lot,Broker,Medium,gray,Thursday,0
28,75,115099,0,50,1459.76,17,51469.60649061238,17102.66611,7.286712127209506,11.653556594709974,0.012682536924413554,0.0,0,1,1,M,0.0,Rent,Local,Online,Compact,gray,Sunday,0
23,78,89398,6,94,0.0,1,15000.0,22865.52441,0.0,11.400864775416718,0.0,1.0,0,1,1,M,1.0,Rent,Local,Online,Compact,red,Friday,0
47,87,118954,2,100,0.0,1,76390.95345754466,11998.46772,0.0,11.686500549315944,0.0,0.0,1,1,1,F,1.0,Rent,Local,Phone,Large,blue,Tuesday,0
46,57,37680,0,60,3678.73,1,67675.80825752937,43235.1355,8.21059465890608,10.53691126761627,0.09762824765797086,0.0,1,0,0,F,0.0,Rent,Highway,Broker,Medium,white,Sunday,0
40,78,52716,3,0,0.0,7,15000.0,27617.274210000003,0.0,10.872693263156664,0.0,0.0,1,1,1,F,0.0,Rent,Parking Lot,Broker,Medium,silver,Saturday,0
30,76,97504,0,55,6644.81,1,54820.11844042822,12606.50478,8.80174185988114,11.48765893772234,0.06814840264601815,0.0,0,1,1,F,1.0,Own,Parking Lot,Broker,Compact,other,Saturday,0
51,78,87546,11,53,0.0,1,15000.0,23470.49019,0.0,11.379931070993262,0.0,0.0,0,0,0,F,1.0,Own,Local,Broker,Compact,red,Wednesday,1
51,75,84213,11,17,0.0,1,31434.12275567236,9490.708345,0.0,11.341116457192811,0.0,0.0,1,0,1,F,1.0,Own,Parking Lot,Broker,Large,silver,Wednesday,0
29,84,94568,0,26,0.0,5,21319.419189309843,40286.01466,0.0,11.457085005775793,0.0,0.0,0,1,1,M,1.0,Rent,Highway,Online,Compact,blue,Saturday,0
54,45,47018,7,100,0.0,4,57843.751912673615,27658.08953,0.0,10.758307054322177,0.0,1.0,0,0,1,M,0.0,Rent,Parking Lot,Broker,Compact,gray,Thursday,0
73,87,84371,0,1,2419.91,1,30827.89152917069,20790.33138,7.791898781525871,11.342990871987162,0.028681434599156116,0.0,0,0,1,F,1.0,Own,Local,Phone,Compact,red,Sunday,0
49,67,84104,1,4,3535.28,1,38851.18289249688,10587.03055,8.170830606142887,11.339821297225882,0.0420341240116521,0.0,1,1,1,M,1.0,Own,Local,Broker,Medium,silver,Sunday,0
46,81,86998,0,86,0.0,10,15000.0,9329.075166,0.0,11.373651903317787,0.0,0.0,1,1,0,F,0.0,Own,Parking Lot,Phone,Large,blue,Thursday,0
28,45,62929,0,32,0.0,3,15000.0,20678.12546,0.0,11.049778276520978,0.0,0.0,1,1,1,F,0.0,Rent,Local,Phone,Medium,black,Monday,0
25,91,76562,0,44,2084.07,4,35556.92076169623,22800.85333,7.642557706810823,11.245869210312105,0.027220328357039303,0.0,1,1,1,M,1.0,Rent,Local,Online,Large,blue,Tuesday,0
34,82,73734,0,74,10436.16,1,15000.0,10034.74657,9.253127793778239,11.20823286368504,0.14153604122872449,0.0,1,1,0,M,1.0,Rent,Local,Broker,Medium,silver,Friday,0
45,68,69020,11,6,1067.67,2,49819.07288901838,40113.32532,6.974170163648115,11.142166085101078,0.01546877037423393,0.0,0,1,0,M,1.0,Own,Local,Phone,Large,red,Sunday,0
35,82,88927,11,97,3327.11,1,15000.0,45761.73815,8.11015985427948,11.39558233254223,0.03741352554875855,0.0,0,1,1,F,0.0,Rent,Local,Broker,Medium,silver,Monday,0
48,82,110862,0,49,0.0,1,15000.0,40978.26867,0.0,11.616050483765866,0.0,1.0,1,0,1,F,1.0,Own,Parking Lot,Broker,Medium,blue,Saturday,0
44,44,88009,0,39,0.0,13,43299.51412958978,11340.38151,0.0,11.385205723367857,0.0,0.0,0,1,1,M,1.0,Own,Parking Lot,Phone,Compact,red,Saturday,0
29,81,90958,7,86,1890.25,9,29549.73806071859,7068.942662,7.5449932651025655,11.418164134520538,0.02078134104376697,0.0,0,1,1,M,0.0,Rent,Local,Online,Large,white,Sunday,0
53,61,80502,0,93,15756.57,2,15000.0,19584.62179,9.665076163706448,11.296049729793,0.1957264946647951,0.0,0,1,1,M,1.0,Own,Local,Broker,Medium,silver,Sunday,0
65,27,97395,0,97,14480.6,4,30897.08525382077,20012.92853,9.580634157072906,11.486540421025516,0.1486775637603187,1.0,1,1,1,F,1.0,Rent,Local,Phone,Large,gray,Wednesday,0
41,75,68596,25,50,4098.2,11,15550.708216542824,18216.91678,8.318547111702415,11.136004080979289,0.05974313745499074,0.0,0,0,1,M,0.0,Own,Parking Lot,Broker,Medium,white,Thursday,0
49,83,45176,26,1,0.0,1,27066.726363233167,16644.430330000003,0.0,10.71834338675493,0.0,0.0,0,1,1,F,1.0,Rent,Local,Broker,Large,white,Tuesday,0
51,87,102995,0,63,0.0,3,15000.0,17019.3675,0.0,11.54244543150622,0.0,0.0,0,0,1,F,1.0,Own,Highway,Broker,Compact,black,Monday,0
49,62,53147,6,1,0.0,1,15000.0,26740.16086,0.0,10.880835753711198,0.0,0.0,0,1,1,M,1.0,Rent,Local,Phone,Compact,white,Saturday,0
43,61,116491,0,73,0.0,10,15000.0,10357.48318,0.0,11.665577880102136,0.0,0.0,0,1,0,F,1.0,Rent,Local,Broker,Medium,silver,Wednesday,1
50,86,104004,7,10,0.0,1,15000.0,13914.42495,0.0,11.552194253890928,0.0,0.0,1,1,0,M,1.0,Rent,Local,Broker,Compact,red,Sunday,0
36,91,47606,0,98,0.0,1,15000.0,11044.76296,0.0,10.770735088230952,0.0,1.0,1,1,0,M,0.0,Rent,Local,Broker,Medium,black,Thursday,0
33,80,113159,1,76,0.0,1,75119.52498321525,10518.58746,0.0,11.636558025415503,0.0,0.0,0,0,0,F,1.0,Own,Local,Broker,Large,black,Wednesday,1
39,89,91468,0,95,0.0,5,101788.68098272994,24058.27886,0.0,11.42375539604446,0.0,0.0,1,1,1,F,1.0,Rent,Parking Lot,Broker,Large,red,Monday,0
54,48,71061,12,18,8371.95,1,79493.22400881535,24741.13391,9.032761550611301,11.171308014408332,0.11781191072584504,0.0,0,0,1,F,1.0,Own,Local,Broker,Large,red,Sunday,0
43,65,74715,2,4,0.0,1,31396.13491467685,5299.1586990000005,0.0,11.221449538279193,0.0,1.0,1,0,0,M,1.0,Rent,Local,Broker,Large,white,Tuesday,1
59,75,99739,0,55,5965.79,1,15000.0,10050.62002,8.693964373338169,11.510322079100114,0.05981341487868458,0.0,1,0,1,M,0.0,Own,Highway,Broker,Large,blue,Saturday,0
43,90,33268,0,38,1219.34,1,85167.1609618311,20444.12057,7.106884787425459,10.412381311452293,0.03665093630707265,0.0,0,1,1,M,1.0,Rent,Local,Broker,Medium,white,Wednesday,1
49,80,84652,0,80,0.0,1,15000.0,18364.82224,0.0,11.34631582698055,0.0,0.0,1,1,0,F,0.0,Rent,Parking Lot,Phone,Compact,gray,Monday,1
58,91,53656,10,46,5736.5,1,41240.89069123643,8498.55419,8.6547788543688,10.890367214850572,0.10691056152971654,0.0,1,0,1,M,1.0,Own,Parking Lot,Broker,Large,blue,Monday,0
36,68,84739,0,0,0.0,1,15000.0,7803.653014,0.0,11.34734302418055,0.0,1.0,1,1,1,F,1.0,Own,Local,Phone,Large,other,Saturday,0
49,78,30523,0,8,0.0,2,23058.225843960747,19836.66855,0.0,10.326268538409524,0.0,1.0,1,0,0,M,1.0,Own,Local,Broker,Medium,black,Monday,0
43,96,99004,0,0,0.0,1,15000.0,13005.35408,0.0,11.502925632891895,0.0,1.0,0,1,0,M,1.0,Rent,Local,Broker,Large,silver,Saturday,0
43,76,72014,18,6,0.0,2,15000.0,18808.39291,0.0,11.18462970963315,0.0,0.0,1,1,1,F,1.0,Rent,Highway,Phone,Large,black,Tuesday,1
39,80,100211,4,26,0.0,1,22511.98249982388,13823.56165,0.0,11.51504322094123,0.0,0.0,0,0,1,F,0.0,Own,Parking Lot,Broker,Medium,other,Monday,1
47,61,97593,1,64,0.0,1,15000.0,46685.13759,0.0,11.488571295101657,0.0,0.0,0,0,0,F,1.0,Rent,Local,Broker,Medium,gray,Tuesday,0
65,74,46168,25,86,2422.57,8,15000.0,18163.7913,7.792996938713978,10.740063856180486,0.05247178842946566,0.0,1,0,0,F,1.0,Own,Local,Broker,Compact,white,Thursday,0
28,84,120124,0,9,0.0,12,15000.0,48318.38198,0.0,11.696288146272593,0.0,1.0,0,0,1,M,1.0,Rent,Local,Online,Compact,red,Sunday,0
46,83,68649,0,25,0.0,1,28808.406693767105,31851.21911,0.0,11.136776411196116,0.0,0.0,0,0,0,M,0.0,Rent,Parking Lot,Phone,Large,blue,Wednesday,0
41,73,120519,6,14,0.0,5,40635.186086931775,25520.44812,0.0,11.699570993244237,0.0,0.0,0,1,0,M,1.0,Own,Local,Phone,Compact,blue,Saturday,0
37,92,105541,0,15,0.0,1,15000.0,36891.695380000005,0.0,11.566864256941184,0.0,0.0,0,1,0,F,1.0,Own,Parking Lot,Phone,Medium,other,Tuesday,0
70,59,35398,0,7,0.0,1,15000.0,13334.67966,0.0,10.474438850135297,0.0,0.0,0,1,1,F,1.0,Own,Local,Broker,Compact,blue,Wednesday,0
39,43,81008,0,58,0.0,5,15000.0,18840.09336,0.0,11.302315538593305,0.0,1.0,1,0,1,M,1.0,Own,Highway,Broker,Compact,silver,Sunday,0
44,70,114612,2,99,10017.95,1,15000.0,27404.04776,9.212233578728794,11.649316514874544,0.08740675141563349,0.0,1,1,1,M,0.0,Rent,Local,Phone,Compact,gray,Thursday,0
41,84,77586,0,0,0.0,1,90499.98867437332,18619.88463,0.0,11.259155166364105,0.0,0.0,0,1,1,M,1.0,Own,Local,Phone,Compact,white,Wednesday,0
37,75,124174,0,50,61.21,1,15000.0,33985.301810000004,4.130515758526928,11.729447139975552,0.0004929333601771693,0.0,0,1,1,F,1.0,Own,Local,Broker,Medium,gray,Tuesday,0
46,67,112302,0,71,4415.88,4,15000.0,30864.3239,8.393188843466552,11.628955854528222,0.03932112232086409,0.0,0,0,1,M,0.0,Own,Local,Broker,Compact,white,Tuesday,0
70,87,37192,0,79,0.0,5,15000.0,10887.14403,0.0,10.523875850511647,0.0,1.0,0,1,1,F,1.0,Rent,Parking Lot,Broker,Compact,red,Sunday,0
44,88,115950,0,13,0.0,8,15000.0,11609.45632,0.0,11.66092296705356,0.0,0.0,1,1,1,M,0.0,Own,Parking Lot,Broker,Medium,other,Saturday,0
47,94,37399,0,56,0.0,1,15000.0,33519.84956,0.0,10.529425983402623,0.0,0.0,1,0,0,F,0.0,Own,Local,Broker,Medium,silver,Thursday,0
71,96,96127,0,38,5379.06,4,15000.0,26155.5547,8.59045480551,11.473435915683751,0.055957265312916116,1.0,1,0,0,M,0.0,Own,Highway,Phone,Large,white,Thursday,1
25,75,123793,8,75,7050.99,1,15000.0,9791.29122,8.86106512547932,11.726374172791594,0.05695744543354282,0.0,1,1,1,M,1.0,Rent,Local,Online,Large,gray,Sunday,0
51,80,66870,9,98,2229.2,1,15000.0,11087.82616,7.709846546531262,11.110520669325322,0.03333582569424713,1.0,1,0,0,M,1.0,Own,Local,Broker,Medium,other,Thursday,0
43,85,46910,5,66,2419.04,1,19589.334312138188,11628.62248,7.791539347939751,10.75600746851162,0.05156658353051523,1.0,0,0,0,M,0.0,Rent,Local,Broker,Medium,white,Tuesday,1
27,89,102172,0,40,2185.04,6,72958.17631132569,15049.80099,7.689846966830737,11.534422733981051,0.021385688978497255,0.0,1,1,1,M,0.0,Rent,Parking Lot,Online,Medium,other,Monday,0
48,74,121210,12,33,2664.98,1,15000.0,5993.655866,7.888326998835046,11.705288107574903,0.02198628837316745,0.0,0,1,1,M,0.0,Own,Local,Online,Compact,other,Tuesday,1
32,85,104917,0,96,1698.33,9,67410.15362310791,30762.88558,7.437989334712476,11.56093437165654,0.016187212871004022,0.0,1,1,1,F,0.0,Own,Local,Phone,Large,silver,Monday,1
68,66,80441,6,34,4402.9,1,15000.0,12782.35655,8.390245790954435,11.295291706829616,0.05473384550359264,0.0,0,1,1,M,0.0,Own,Parking Lot,Phone,Large,black,Thursday,0
47,52,57452,5,33,0.0,2,15000.0,8425.571868,0.0,10.95872250123467,0.0,0.0,1,1,0,F,1.0,Own,Local,Broker,Large,white,Monday,0
77,58,61513,0,70,1204.57,1,15678.214755292169,16332.24182,7.0947077631274285,11.027020070164461,0.019582046363429462,0.0,1,1,1,F,1.0,Rent,Highway,Broker,Compact,black,Tuesday,0
44,76,60803,15,55,0.0,3,15724.476967690433,30545.292510000003,0.0,11.01541085526391,0.0,0.0,1,1,0,F,1.0,Own,Highway,Broker,Medium,gray,Friday,0
50,87,52310,0,94,1172.57,7,15000.0,16483.332619999997,7.06780566412986,10.864961952985604,0.022415361969757793,0.0,0,1,1,F,0.0,Rent,Local,Phone,Medium,gray,Saturday,0
42,90,44282,6,65,8608.58,1,15000.0,36537.52069,9.060630815744165,10.698356135205106,0.19439920511257142,0.0,1,1,1,M,1.0,Own,Local,Broker,Medium,silver,Sunday,0
42,91,107616,2,22,0.0,9,15000.0,9249.885854,0.0,11.586333906795366,0.0,0.0,0,0,1,F,1.0,Rent,Highway,Phone,Medium,black,Friday,0
51,80,34626,0,66,1824.34,10,52535.11301205335,14934.78405,7.50952155003451,10.452389003554346,0.05268547665116816,0.0,1,1,0,M,1.0,Own,Local,Phone,Compact,red,Monday,1
49,45,44775,0,50,460.53,1,64946.56438399443,77975.40342999999,6.134547057247264,10.709427560571196,0.010285197427193138,1.0,1,0,1,F,1.0,Own,Local,Broker,Compact,white,Friday,0
33,82,104124,0,13,4030.19,9,20570.88787024724,19998.4782,8.301816896712388,11.553347379469145,0.03870530612244898,0.0,1,0,1,F,1.0,Own,Parking Lot,Broker,Compact,gray,Tuesday,0
32,95,58982,0,100,2703.62,3,15000.0,17027.404130000003,7.902716700820762,10.9850045457756,0.04583727514707627,0.0,1,0,1,F,0.0,Rent,Parking Lot,Phone,Compact,blue,Saturday,1
