accident_parking,age_of_driver,high_education_ind,age_of_driver_sq,marital_status,address_change_ind,witness_absent,no_verification,claim_year,zip_rate_x_accident_highway,age_of_driver_x_safty_rating,female_x_witness_absent,vehicle_price_per_driver_age,safty_rating,safty_rating_x_liab_prct,age_over_safety,age_of_driver_x_liab_prct,safety_risk_score,day_of_week_sin,female_x_liab_prct,fraud
0,47,1,2209,1.0,0,0,0,2015,0.0,3807,0,397.9347452091752,81,7290,0.573170731707317,4230,19,-0.9749279121818236,0,0.0
0,42,1,1764,1.0,0,1,1,2016,0.0,2772,1,357.142848639456,66,3300,0.6268656716417911,2100,34,-0.7818314824680299,50,0.0
0,51,1,2601,1.0,1,1,1,2015,0.0,3519,0,294.11764129181097,69,3450,0.7285714285714285,2550,31,-0.7818314824680299,0,0.0
1,58,0,3364,1.0,0,1,1,2015,0.0,5162,0,663.1670371808034,89,8811,0.6444444444444445,5742,11,0.9749279121818236,0,0.0
0,48,1,2304,1.0,0,0,0,2015,0.0,2928,0,312.49999348958346,61,4880,0.7741935483870968,3840,39,0.9749279121818236,0,0.0
0,49,1,2401,1.0,0,0,0,2015,0.1205847953216374,3822,0,306.12244273219505,78,2262,0.620253164556962,1421,22,-0.433883739117558,29,0.0
0,57,1,3249,1.0,1,1,1,2016,0.0,5130,0,263.15789012003705,90,4590,0.6263736263736264,2907,10,-0.433883739117558,0,0.0
0,34,0,1156,0.0,1,0,0,2016,0.0,2074,0,441.1764576124572,61,1891,0.5483870967741935,1054,39,0.0,31,0.0
0,29,1,841,1.0,1,1,1,2015,0.0,2436,0,2223.24452058712,84,7308,0.3411764705882353,2523,16,0.7818314824680298,0,0.0
0,50,1,2500,0.0,1,1,1,2015,0.0,4050,1,916.3897064403292,81,5913,0.6097560975609756,3650,19,-0.9749279121818236,73,0.0
0,36,1,1296,0.0,1,0,0,2015,0.0,1620,0,878.1654431537858,45,2655,0.782608695652174,2124,55,0.9749279121818236,0,1.0
1,41,0,1681,1.0,0,1,1,2016,0.0,3116,0,632.2674682751945,76,3420,0.5324675324675324,1845,24,-0.7818314824680299,0,0.0
0,35,0,1225,1.0,1,1,1,2015,0.0873712737127371,1890,1,1737.19044996609,54,5400,0.6363636363636364,3500,46,0.4338837391175582,100,0.0
0,63,1,3969,1.0,1,0,0,2016,0.1585024154589372,5103,0,238.09523431594863,81,6156,0.7682926829268293,4788,19,0.7818314824680298,0,1.0
1,55,0,3025,1.0,0,0,0,2016,0.0,2530,0,309.2220071863917,46,322,1.1702127659574468,385,54,-0.7818314824680299,0,0.0
0,29,1,841,0.0,1,0,0,2016,0.0,2146,0,875.4447797061199,74,7326,0.3866666666666666,2871,26,-0.7818314824680299,0,1.0
0,48,1,2304,0.0,0,1,1,2015,0.1337275985663082,3744,0,800.7690860632991,78,6942,0.6075949367088608,4272,22,-0.9749279121818236,0,0.0
0,41,1,1681,1.0,1,0,0,2016,0.0,2009,0,365.8536496133256,49,637,0.82,533,51,-0.7818314824680299,13,0.0
0,42,1,1764,0.0,1,0,0,2015,0.1545519713261648,4116,0,357.142848639456,98,2744,0.4242424242424242,1176,2,-0.7818314824680299,28,0.0
0,36,0,1296,1.0,1,1,1,2016,0.0,1980,0,416.6666550925929,55,605,0.6428571428571429,396,45,0.9749279121818236,0,0.0
1,33,1,1089,1.0,1,1,1,2016,0.0,2871,1,908.0614317817234,87,5220,0.375,1980,13,-0.9749279121818236,60,0.0
0,50,1,2500,0.0,1,1,1,2015,0.0,4300,0,1895.8293423315968,86,3182,0.5747126436781609,1850,14,-0.433883739117558,0,0.0
0,50,0,2500,1.0,0,1,1,2016,0.0,3650,1,592.5785471553336,73,1241,0.6756756756756757,850,27,0.4338837391175582,17,0.0
0,38,0,1444,1.0,0,0,0,2015,0.1362962962962962,608,0,672.4289672236271,16,832,2.235294117647059,1976,84,-0.9749279121818236,52,1.0
0,56,1,3136,1.0,1,1,1,2015,0.0,4760,0,825.6632804769407,85,170,0.6511627906976745,112,15,0.9749279121818236,0,0.0
1,35,1,1225,1.0,0,1,1,2016,0.0,2975,1,994.5322215093134,85,2550,0.4069767441860465,1050,15,0.9749279121818236,30,0.0
1,43,1,1849,1.0,0,1,1,2016,0.0,3354,1,591.9325047537035,78,7800,0.5443037974683544,4300,22,0.4338837391175582,100,0.0
1,49,0,2401,1.0,0,1,1,2016,0.0,3577,0,515.9373926693424,73,584,0.6621621621621622,392,27,-0.433883739117558,0,0.0
0,30,0,900,0.0,0,1,1,2015,0.0,2730,1,499.9999833333339,91,4459,0.3260869565217391,1470,9,0.0,49,0.0
0,58,1,3364,1.0,1,1,1,2016,0.0,4988,0,258.6206851961951,86,8514,0.6666666666666666,5742,14,-0.7818314824680299,0,0.0
0,35,1,1225,1.0,0,0,0,2016,0.0,2520,0,428.571416326531,72,3384,0.4794520547945205,1645,28,-0.7818314824680299,47,0.0
1,25,1,625,1.0,1,1,1,2016,0.0,1800,1,599.999976000001,72,4968,0.3424657534246575,1725,28,0.7818314824680298,69,0.0
0,46,1,2116,1.0,1,0,0,2015,0.0,2668,0,641.126597426076,58,5220,0.7796610169491526,4140,42,0.4338837391175582,90,0.0
0,58,1,3364,0.0,1,0,0,2015,0.0930312837108953,4002,0,290.2879537326479,69,552,0.8285714285714286,464,31,0.0,8,0.0
0,68,0,4624,1.0,0,1,1,2015,0.0,5916,1,795.4768807852707,87,87,0.7727272727272727,68,13,-0.9749279121818236,1,0.0
0,48,1,2304,0.0,1,1,1,2015,0.0,4272,1,433.40013129035833,89,2937,0.5333333333333333,1584,11,0.7818314824680298,33,1.0
0,36,1,1296,0.0,1,1,1,2015,0.0,3168,0,416.6666550925929,88,5720,0.4044943820224719,2340,12,0.9749279121818236,0,0.0
0,40,1,1600,1.0,0,0,0,2016,0.0,2880,0,1361.9043760595457,72,3600,0.547945205479452,2000,28,0.9749279121818236,0,0.0
0,45,1,2025,0.0,1,1,1,2016,0.1476328502415459,3420,0,333.3333259259261,76,2280,0.5844155844155844,1350,24,0.4338837391175582,0,1.0
1,29,1,841,0.0,0,1,1,2016,0.0,2436,0,1810.8002099294831,84,1344,0.3411764705882353,464,16,0.4338837391175582,0,0.0
0,44,0,1936,1.0,1,1,1,2016,0.0,4180,1,1253.5341645007654,95,8360,0.4583333333333333,3872,5,-0.7818314824680299,88,1.0
0,48,0,2304,1.0,1,0,0,2015,0.0,4320,0,312.49999348958346,90,8820,0.5274725274725275,4704,10,-0.9749279121818236,0,0.0
1,40,1,1600,1.0,0,1,1,2016,0.0,2200,0,374.9999906250002,55,3300,0.7142857142857143,2400,45,-0.9749279121818236,0,0.0
0,68,0,4624,1.0,0,0,0,2015,0.0,4556,0,1693.9970523489903,67,4221,1.0,4284,33,-0.7818314824680299,63,0.0
0,58,1,3364,1.0,0,1,1,2016,0.0,3944,0,258.6206851961951,68,952,0.8405797101449275,812,32,0.0,0,0.0
0,49,1,2401,0.0,1,0,0,2015,0.0,3381,0,669.1436534874491,69,69,0.7,49,31,0.4338837391175582,0,0.0
0,47,1,2209,0.0,0,0,0,2015,0.1213526570048309,2491,0,319.14892937981006,53,1113,0.8703703703703703,987,47,-0.433883739117558,0,0.0
0,47,0,2209,1.0,0,1,1,2015,0.0,3713,1,1814.719189683484,79,7268,0.5875,4324,21,0.7818314824680298,92,0.0
1,45,0,2025,1.0,0,0,0,2015,0.0,3105,0,333.3333259259261,69,552,0.6428571428571429,360,31,-0.9749279121818236,0,0.0
1,42,1,1764,1.0,1,1,1,2016,0.0,3948,0,924.669009087106,94,94,0.4421052631578947,42,6,0.0,0,0.0
0,45,1,2025,1.0,1,0,0,2015,0.0979337231968811,4050,0,1245.504470254014,90,1170,0.4945054945054945,585,10,0.0,13,0.0
1,55,1,3025,1.0,1,1,1,2015,0.0,4730,0,272.72726776859514,86,6708,0.632183908045977,4290,14,0.9749279121818236,0,0.0
0,35,1,1225,1.0,1,0,0,2016,0.1744444444444444,2590,0,428.571416326531,74,7252,0.4666666666666667,3430,26,-0.9749279121818236,0,0.0
1,34,1,1156,0.0,0,1,1,2015,0.0,2108,0,441.1764576124572,62,3162,0.5396825396825397,1734,38,-0.9749279121818236,0,1.0
0,28,1,784,1.0,0,0,0,2016,0.0,2548,0,535.7142665816333,91,8554,0.3043478260869565,2632,9,0.7818314824680298,0,0.0
1,45,0,2025,1.0,0,1,1,2015,0.0,3870,0,333.3333259259261,86,3010,0.5172413793103449,1575,14,-0.9749279121818236,0,0.0
1,24,1,576,0.0,0,1,1,2016,0.0,1752,0,1188.0615423250729,73,4526,0.3243243243243243,1488,27,0.7818314824680298,0,0.0
0,36,1,1296,0.0,1,0,0,2015,0.0,2808,0,1201.535354252133,78,7488,0.4556962025316455,3456,22,-0.433883739117558,96,0.0
0,41,1,1681,0.0,1,1,1,2016,0.0,3567,1,1310.3772989939534,87,3393,0.4659090909090909,1599,13,0.9749279121818236,39,1.0
0,43,0,1849,1.0,0,1,1,2016,0.0,1935,1,1166.5090941626352,45,4140,0.9347826086956522,3956,55,0.7818314824680298,92,1.0
0,41,1,1681,0.0,1,1,1,2015,0.0,3116,1,365.8536496133256,76,152,0.5324675324675324,82,24,0.9749279121818236,2,0.0
1,22,1,484,1.0,0,1,1,2016,0.0,1980,0,1098.0805676272423,90,5220,0.2417582417582417,1276,10,0.4338837391175582,0,0.0
0,60,1,3600,1.0,0,0,0,2015,0.0,4620,0,249.9999958333334,77,7700,0.7692307692307693,6000,23,0.7818314824680298,100,0.0
0,38,1,1444,1.0,1,1,1,2015,0.0,3002,1,1165.8766648595345,79,7900,0.475,3800,21,-0.9749279121818236,100,0.0
0,58,0,3364,1.0,1,1,1,2015,0.1735978835978836,4466,0,1182.689546700632,77,7469,0.7435897435897436,5626,23,0.4338837391175582,0,0.0
0,44,0,1936,1.0,0,1,1,2015,0.0,3564,0,340.90908316115724,81,1620,0.5365853658536586,880,19,0.0,0,0.0
0,22,1,484,1.0,0,1,1,2015,0.0,1892,0,743.64367848192,86,4128,0.2528735632183908,1056,14,0.0,0,0.0
0,60,1,3600,0.0,1,1,1,2016,0.0,4740,0,249.9999958333334,79,2370,0.75,1800,21,0.9749279121818236,0,0.0
0,38,1,1444,1.0,1,1,1,2016,0.0,2280,0,394.7368317174518,60,1620,0.6229508196721312,1026,40,0.0,0,0.0
0,42,1,1764,0.0,1,0,0,2015,0.0,2184,0,737.6699642341762,52,52,0.7924528301886793,42,48,-0.7818314824680299,1,0.0
0,27,1,729,1.0,0,1,1,2016,0.2300483091787439,2052,1,555.5555349794246,76,7448,0.3506493506493506,2646,24,-0.7818314824680299,98,0.0
1,41,1,1681,1.0,1,1,1,2016,0.0,2255,0,365.8536496133256,55,2860,0.7321428571428571,2132,45,0.0,0,0.0
0,63,0,3969,1.0,1,1,1,2015,0.0,5859,1,458.6535431893746,93,5487,0.6702127659574468,3717,7,-0.9749279121818236,59,1.0
1,37,1,1369,1.0,1,1,1,2016,0.0,2886,1,405.4053944485029,78,78,0.4683544303797468,37,22,0.0,1,0.0
0,41,1,1681,0.0,1,0,0,2015,0.0,3444,0,1824.376213857408,84,0,0.4823529411764706,0,16,-0.433883739117558,0,0.0
1,62,1,3844,1.0,1,1,1,2016,0.0,3968,1,241.9354799687826,64,64,0.953846153846154,62,36,0.0,1,0.0
1,44,1,1936,1.0,1,1,1,2016,0.0,3124,0,340.90908316115724,71,2556,0.6111111111111112,1584,29,0.7818314824680298,0,0.0
1,57,1,3249,0.0,1,1,1,2015,0.0,4560,1,263.15789012003705,80,6640,0.7037037037037037,4731,20,-0.9749279121818236,83,0.0
0,44,1,1936,0.0,0,1,1,2015,0.0,2640,1,589.3049263668246,60,1860,0.7213114754098361,1364,40,-0.7818314824680299,31,0.0
0,51,0,2601,1.0,0,0,0,2016,0.14914653784219,3876,0,294.11764129181097,76,304,0.6623376623376623,204,24,0.0,4,0.0
1,38,1,1444,1.0,1,1,1,2015,0.0,3420,1,1579.670468116,90,0,0.4175824175824176,0,10,-0.7818314824680299,0,0.0
1,48,0,2304,1.0,1,1,1,2016,0.0,4032,1,1646.328457918599,84,2856,0.5647058823529412,1632,16,0.9749279121818236,34,0.0
0,49,0,2401,1.0,0,1,1,2016,0.1199227053140096,4067,1,1072.6073988782955,83,83,0.5833333333333334,49,17,0.0,1,1.0
0,29,1,841,1.0,0,1,1,2015,0.0,2552,1,517.2413614744358,88,3696,0.3258426966292135,1218,12,-0.7818314824680299,42,0.0
1,39,1,1521,1.0,0,1,1,2015,0.0,3861,1,384.61537475345193,99,7524,0.39,2964,1,0.7818314824680298,76,0.0
0,39,1,1521,0.0,0,0,0,2016,0.0,1989,0,384.61537475345193,51,1428,0.75,1092,49,-0.7818314824680299,28,0.0
0,49,0,2401,1.0,0,1,1,2016,0.0,3528,0,723.8175569958553,72,6408,0.6712328767123288,4361,28,0.9749279121818236,0,0.0
0,36,0,1296,1.0,1,1,1,2015,0.0,2340,0,416.6666550925929,65,4485,0.5454545454545454,2484,35,0.0,0,1.0
0,36,0,1296,0.0,0,0,0,2016,0.0,2808,0,416.6666550925929,78,3900,0.4556962025316455,1800,22,0.0,50,0.0
1,33,1,1089,0.0,0,1,1,2015,0.0,2607,1,1577.0795001517097,79,1817,0.4125,759,21,-0.7818314824680299,23,0.0
0,29,1,841,0.0,1,0,0,2016,0.0,2349,0,1076.2185933956805,81,4131,0.3536585365853658,1479,19,-0.433883739117558,0,0.0
0,48,0,2304,1.0,1,1,1,2015,0.147596223674655,4464,1,1288.3725141130035,93,8835,0.5106382978723404,4560,7,0.7818314824680298,95,0.0
0,33,0,1089,1.0,1,1,1,2015,0.15545159194282,1584,1,600.6656354664966,48,4128,0.673469387755102,2838,52,-0.9749279121818236,86,1.0
1,56,0,3136,1.0,1,1,1,2015,0.0,3080,1,1432.4874084238782,55,2750,1.0,2800,45,0.0,50,0.0
0,48,0,2304,1.0,0,1,1,2015,0.1447777777777777,3360,0,312.49999348958346,70,2450,0.676056338028169,1680,30,-0.433883739117558,0,0.0
1,52,1,2704,0.0,1,1,1,2016,0.0,4836,0,1646.8713292021607,93,6789,0.5531914893617021,3796,7,-0.9749279121818236,0,0.0
0,54,1,2916,0.0,0,1,1,2015,0.1303050108932461,4158,0,965.3290104367388,77,6391,0.6923076923076923,4482,23,-0.7818314824680299,0,0.0
0,58,1,3364,1.0,0,0,0,2016,0.0,5220,0,258.6206851961951,90,4140,0.6373626373626373,2668,10,-0.433883739117558,46,0.0
1,56,1,3136,0.0,1,1,1,2015,0.0,3864,0,276.20590968903355,69,6900,0.8,5600,31,-0.9749279121818236,0,0.0
0,45,1,2025,1.0,1,1,1,2015,0.0,1080,1,333.3333259259261,24,2160,1.8,4050,76,-0.7818314824680299,90,0.0
0,52,1,2704,1.0,1,0,0,2016,0.1516444444444444,4628,0,288.4615329142013,89,1424,0.5777777777777777,832,11,0.0,16,0.0
0,48,1,2304,1.0,0,1,1,2016,0.0,2640,0,312.49999348958346,55,660,0.8571428571428571,576,45,-0.433883739117558,0,0.0
1,24,1,576,1.0,0,1,1,2015,0.0,1248,1,624.9999739583344,52,2496,0.4528301886792453,1152,48,-0.7818314824680299,48,0.0
0,48,1,2304,1.0,1,1,1,2016,0.0,4176,0,312.49999348958346,87,4263,0.5454545454545454,2352,13,0.7818314824680298,0,0.0
0,43,1,1849,1.0,0,1,1,2016,0.0,2838,1,348.83720118983257,66,3300,0.6417910447761194,2150,34,-0.7818314824680299,50,0.0
0,54,1,2916,1.0,0,1,1,2016,0.0,4320,0,518.2993417203577,80,6400,0.6666666666666666,4320,20,-0.433883739117558,0,0.0
0,22,1,484,1.0,0,1,1,2015,0.1458119658119658,1892,1,681.8181508264477,86,3956,0.2528735632183908,1012,14,0.7818314824680298,46,0.0
0,47,1,2209,1.0,0,0,0,2016,0.0,2820,0,319.14892937981006,60,5700,0.7704918032786885,4465,40,-0.433883739117558,0,0.0
1,50,1,2500,1.0,0,1,1,2015,0.0,3200,1,299.99999400000013,64,512,0.7692307692307693,400,36,-0.433883739117558,8,0.0
0,36,1,1296,1.0,1,1,1,2016,0.0,2700,0,416.6666550925929,75,4575,0.4736842105263157,2196,25,0.9749279121818236,0,1.0
1,63,0,3969,1.0,1,1,1,2016,0.0,4788,0,1301.353907487396,76,2964,0.8181818181818182,2457,24,0.7818314824680298,0,1.0
0,65,1,4225,1.0,1,1,1,2015,0.0,4940,1,230.769227218935,76,2888,0.8441558441558441,2470,24,-0.9749279121818236,38,0.0
1,56,1,3136,1.0,1,1,1,2016,0.0,4200,0,401.16802178152767,75,75,0.7368421052631579,56,25,0.4338837391175582,0,0.0
0,43,0,1849,1.0,1,1,1,2015,0.0,3225,1,2060.920830303076,75,2250,0.5657894736842105,1290,25,-0.9749279121818236,30,1.0
0,41,1,1681,0.0,1,1,1,2016,0.0,2173,0,484.00443116154224,53,5300,0.7592592592592593,4100,47,0.4338837391175582,0,0.0
0,26,1,676,0.0,1,1,1,2016,0.1592050587172538,1586,1,1669.9782281481748,61,5429,0.4193548387096774,2314,39,0.4338837391175582,89,0.0
0,49,1,2401,1.0,0,1,1,2016,0.2363718820861678,4410,0,2235.791791189921,90,0,0.5384615384615384,0,10,-0.433883739117558,0,1.0
0,33,0,1089,1.0,1,1,1,2016,0.0,2277,1,925.960907092464,69,6900,0.4714285714285714,3300,31,0.7818314824680298,100,0.0
1,51,1,2601,1.0,0,1,1,2015,0.0,4539,0,294.11764129181097,89,8188,0.5666666666666667,4692,11,0.7818314824680298,0,0.0
1,70,1,4900,1.0,1,1,1,2015,0.0,6090,1,214.28571122448983,87,6786,0.7954545454545454,5460,13,-0.9749279121818236,78,0.0
0,40,1,1600,1.0,0,1,1,2015,0.0,2920,0,374.9999906250002,73,1898,0.5405405405405406,1040,27,-0.7818314824680299,0,0.0
0,63,1,3969,0.0,1,1,1,2015,0.0,5670,0,266.8646045838196,90,2790,0.6923076923076923,1953,10,-0.9749279121818236,0,0.0
1,49,1,2401,1.0,1,1,1,2015,0.0,4361,0,594.6174573644228,89,0,0.5444444444444444,0,11,-0.433883739117558,0,0.0
0,51,0,2601,1.0,0,1,1,2016,0.1742222222222222,4182,0,536.7640371532502,82,8118,0.6144578313253012,5049,18,0.0,0,0.0
0,77,1,5929,1.0,1,1,1,2015,0.1269366562824506,5775,0,697.641665367914,75,3750,1.013157894736842,3850,25,0.7818314824680298,0,1.0
1,36,1,1296,1.0,0,1,1,2016,0.0,2268,0,1913.874085007103,63,6237,0.5625,3564,37,0.4338837391175582,0,0.0
0,53,1,2809,1.0,1,1,1,2015,0.0,3657,0,283.01886258454977,69,2553,0.7571428571428571,1961,31,0.9749279121818236,0,1.0
0,54,0,2916,1.0,1,0,0,2016,0.0,4374,0,277.777772633745,81,5913,0.6585365853658537,3942,19,0.7818314824680298,0,0.0
0,33,1,1089,0.0,1,1,1,2015,0.0,2079,1,454.5454407713503,63,2142,0.515625,1122,37,0.4338837391175582,34,0.0
1,44,0,1936,1.0,1,1,1,2016,0.0,2904,0,340.90908316115724,66,6138,0.6567164179104478,4092,34,0.4338837391175582,0,0.0
0,36,0,1296,0.0,0,1,1,2015,0.0,2664,0,509.06723141104254,74,6438,0.48,3132,26,0.9749279121818236,0,0.0
0,58,1,3364,1.0,1,1,1,2016,0.1400472813238771,3538,0,258.6206851961951,61,3965,0.935483870967742,3770,39,0.4338837391175582,0,0.0
0,41,0,1681,1.0,0,0,0,2016,0.0,1804,0,365.8536496133256,44,4400,0.9111111111111112,4100,56,-0.433883739117558,0,1.0
0,40,1,1600,1.0,1,1,1,2015,0.0,2840,1,374.9999906250002,71,5396,0.5555555555555556,3040,29,-0.7818314824680299,76,1.0
0,58,1,3364,1.0,0,1,1,2016,0.0,4988,1,258.6206851961951,86,8600,0.6666666666666666,5800,14,-0.7818314824680299,100,0.0
1,55,1,3025,1.0,0,1,1,2015,0.0,2145,1,272.72726776859514,39,3159,1.375,4455,61,0.0,81,0.0
0,49,1,2401,0.0,0,1,1,2015,0.1508708708708709,3136,1,306.12244273219505,64,1728,0.7538461538461538,1323,36,0.7818314824680298,27,1.0
0,21,0,441,0.0,1,1,1,2016,0.0,1575,1,714.2856802721104,75,6825,0.2763157894736842,1911,25,-0.9749279121818236,91,0.0
1,50,0,2500,0.0,0,1,1,2015,0.0,3150,0,778.6339441805653,63,441,0.78125,350,37,0.0,0,0.0
1,38,1,1444,0.0,1,1,1,2015,0.0,3002,0,1437.3375480837144,79,6952,0.475,3344,21,0.9749279121818236,0,0.0
1,77,1,5929,1.0,1,1,1,2015,0.0,6930,1,194.80519227525724,90,1890,0.8461538461538461,1617,10,-0.433883739117558,21,0.0
0,35,1,1225,1.0,1,0,0,2016,0.0,3220,0,428.571416326531,92,0,0.3763440860215054,0,8,0.0,0,0.0
0,41,1,1681,0.0,1,0,0,2016,0.1657683215130023,2911,0,365.8536496133256,71,284,0.5694444444444444,164,29,-0.433883739117558,4,0.0
1,66,1,4356,1.0,1,1,1,2016,0.0,2244,1,227.2727238292012,34,1360,1.8857142857142857,2640,66,-0.9749279121818236,40,0.0
0,55,1,3025,1.0,0,1,1,2015,0.0,4565,1,648.0426858288209,83,2241,0.6547619047619048,1485,17,0.7818314824680298,27,0.0
0,25,1,625,1.0,1,0,0,2016,0.0,800,0,1188.9969956359912,32,1280,0.7575757575757576,1000,68,-0.9749279121818236,40,0.0
0,54,1,2916,1.0,1,1,1,2016,0.1405273069679849,2754,1,277.777772633745,51,3264,1.0384615384615383,3456,49,0.7818314824680298,64,1.0
0,86,1,7396,1.0,0,1,1,2015,0.0,4300,1,888.36287402755,50,1050,1.6862745098039216,1806,50,-0.433883739117558,21,0.0
0,37,1,1369,1.0,0,1,1,2015,0.0,2553,0,1863.400438252144,69,6348,0.5285714285714286,3404,31,-0.7818314824680299,0,0.0
1,59,1,3481,1.0,1,1,1,2016,0.0,4425,1,623.2907359626952,75,7125,0.7763157894736842,5605,25,-0.7818314824680299,95,0.0
1,37,1,1369,1.0,1,1,1,2015,0.0,2997,1,1775.5008772201534,81,81,0.4512195121951219,37,19,0.0,1,0.0
0,68,0,4624,0.0,1,0,0,2015,0.1820700152207001,4216,0,667.889952960052,62,3968,1.0793650793650793,4352,38,-0.9749279121818236,64,0.0
0,53,1,2809,0.0,1,1,1,2015,0.0,5088,0,283.01886258454977,96,2208,0.5463917525773195,1219,4,-0.433883739117558,0,0.0
0,69,1,4761,0.0,0,1,1,2016,0.1316444444444444,5934,0,960.888481164356,86,3956,0.7931034482758621,3174,14,0.7818314824680298,0,1.0
0,63,1,3969,0.0,1,0,0,2015,0.0,5418,0,716.2485279243422,86,4472,0.7241379310344828,3276,14,0.9749279121818236,52,0.0
0,30,1,900,1.0,0,0,0,2016,0.0,2520,0,499.9999833333339,84,7728,0.3529411764705882,2760,16,0.4338837391175582,0,0.0
0,42,0,1764,1.0,0,1,1,2016,0.14914653784219,3780,1,1446.1462412201015,90,2610,0.4615384615384615,1218,10,0.0,29,1.0
0,44,1,1936,0.0,1,1,1,2016,0.0,1672,0,340.90908316115724,38,3382,1.1282051282051282,3916,62,0.9749279121818236,0,1.0
0,28,1,784,1.0,0,1,1,2015,0.147596223674655,2296,1,2843.622071754168,82,4592,0.3373493975903614,1568,18,0.0,56,0.0
0,53,1,2809,0.0,1,1,1,2016,0.0,3922,0,283.01886258454977,74,1998,0.7066666666666667,1431,26,0.7818314824680298,0,0.0
0,49,1,2401,1.0,0,0,0,2016,0.1849884739511295,3675,0,317.8913458851635,75,525,0.6447368421052632,343,25,0.7818314824680298,7,1.0
0,58,1,3364,1.0,1,1,1,2015,0.0,3828,0,258.6206851961951,66,3366,0.8656716417910447,2958,34,0.9749279121818236,0,0.0
1,38,1,1444,0.0,1,0,0,2015,0.0,2926,0,394.7368317174518,77,6237,0.4871794871794871,3078,23,0.4338837391175582,0,0.0
0,41,1,1681,1.0,1,1,1,2016,0.0,2993,0,365.8536496133256,73,5110,0.5540540540540541,2870,27,0.0,0,0.0
0,50,0,2500,1.0,1,1,1,2015,0.0,2450,1,622.4064019269032,49,2450,1.0,2500,51,0.9749279121818236,50,0.0
0,43,1,1849,1.0,1,1,1,2015,0.0,3870,1,791.1601675689559,90,8820,0.4725274725274725,4214,10,0.4338837391175582,98,0.0
1,28,1,784,0.0,1,0,0,2015,0.0,2408,0,1380.9406914229123,86,2322,0.3218390804597701,756,14,-0.9749279121818236,27,0.0
0,28,1,784,1.0,1,1,1,2016,0.0,2436,1,535.7142665816333,87,2523,0.3181818181818182,812,13,0.0,29,1.0
1,32,1,1024,1.0,1,1,1,2016,0.0,1856,0,1616.415375414312,58,0,0.5423728813559322,0,42,0.9749279121818236,0,0.0
0,44,1,1936,0.0,0,0,0,2016,0.0,3872,0,1627.2009168044024,88,6776,0.4943820224719101,3388,12,-0.433883739117558,0,0.0
1,41,0,1681,1.0,0,1,1,2015,0.0,3116,0,1393.058213741827,76,2356,0.5324675324675324,1271,24,0.0,0,0.0
0,49,1,2401,1.0,1,0,0,2016,0.0,3724,0,306.12244273219505,76,4712,0.6363636363636364,3038,24,-0.433883739117558,0,1.0
0,31,1,961,1.0,0,0,0,2016,0.1865700483091787,2697,0,2673.4695684593003,87,1566,0.3522727272727273,558,13,0.4338837391175582,18,0.0
0,45,1,2025,1.0,1,1,1,2016,0.1421509209744503,3780,1,797.4988947991355,84,0,0.5294117647058824,0,16,-0.7818314824680299,0,0.0
0,43,1,1849,1.0,0,0,0,2016,0.0,3483,0,348.83720118983257,81,486,0.524390243902439,258,19,0.7818314824680298,6,1.0
0,36,0,1296,0.0,0,1,1,2015,0.0,684,0,488.3553149207849,19,798,1.8,1512,81,-0.7818314824680299,0,0.0
0,40,0,1600,0.0,1,1,1,2015,0.0,3080,0,374.9999906250002,77,231,0.5128205128205128,120,23,0.9749279121818236,0,0.0
0,47,0,2209,1.0,1,0,0,2016,0.0,3948,0,319.14892937981006,84,8316,0.5529411764705883,4653,16,-0.433883739117558,0,0.0
1,61,1,3721,1.0,0,1,1,2016,0.0,4209,1,781.691248239017,69,3450,0.8714285714285714,3050,31,0.4338837391175582,50,0.0
1,47,1,2209,0.0,1,1,1,2015,0.0,3525,1,319.14892937981006,75,4500,0.618421052631579,2820,25,-0.9749279121818236,60,1.0
0,43,1,1849,1.0,0,0,0,2015,0.0,2021,0,348.83720118983257,47,799,0.8958333333333334,731,53,0.7818314824680298,17,0.0
0,41,1,1681,1.0,0,1,1,2016,0.0,3280,0,436.73672580723655,80,3920,0.5061728395061729,2009,20,-0.7818314824680299,0,0.0
1,52,1,2704,1.0,0,1,1,2015,0.0,3848,0,519.2915540325932,74,3848,0.6933333333333334,2704,26,-0.7818314824680299,0,0.0
1,58,1,3364,0.0,0,1,1,2015,0.0,4582,1,869.7111971526286,79,1817,0.725,1334,21,0.0,23,0.0
1,78,1,6084,1.0,0,1,1,2015,0.0,5148,1,192.3076898422091,66,924,1.164179104477612,1092,34,-0.433883739117558,14,0.0
1,37,1,1369,1.0,1,1,1,2016,0.0,2812,1,613.5136546648415,76,228,0.4805194805194805,111,24,0.4338837391175582,3,0.0
1,26,1,676,1.0,0,1,1,2016,0.0,2262,0,2369.1713144041546,87,0,0.2954545454545454,0,13,-0.7818314824680299,0,0.0
0,39,1,1521,1.0,1,1,1,2015,0.0,3432,1,725.5152516968835,88,8008,0.4382022471910112,3549,12,0.9749279121818236,91,0.0
0,38,1,1444,0.0,0,1,1,2016,0.2145555555555555,2964,1,394.7368317174518,78,1560,0.4810126582278481,760,22,0.0,20,0.0
0,33,1,1089,1.0,0,0,0,2016,0.1723232323232323,2739,0,454.5454407713503,83,2324,0.3928571428571428,924,17,-0.9749279121818236,0,0.0
1,47,1,2209,1.0,1,1,1,2016,0.0,4089,1,1587.7334822593446,87,0,0.5340909090909091,0,13,-0.433883739117558,0,1.0
