accident_parking,age_of_driver,high_education_ind,age_of_driver_sq,marital_status,address_change_ind,witness_absent,no_verification,claim_year,zip_rate_x_accident_highway,age_of_driver_x_safty_rating,female_x_witness_absent,vehicle_price_per_driver_age,safty_rating,safty_rating_x_liab_prct,age_over_safety,age_of_driver_x_liab_prct,safety_risk_score,day_of_week_sin,female_x_liab_prct,unstable_lifestyle,witness_present_ind,vehicle_weight_x_liab_prct,female_x_zip_fraud_rate_oof,day_of_week_cos,liab_prct_sq,vehicle_price,day_of_week_num,zip_rate_x_is_female,payout_to_income_ratio_clipped,fraud
0,34,0,1156,1.0,1,1,1,2015,0.0,2312,0,1387.3626906131694,68,6732,0.4927536231884058,3366,32,0.0,0,0,0,1251924.19704,0.0,1.0,9801,47170.33286821045,0,0.0,0.0,0.0
0,38,0,1444,1.0,0,1,1,2016,0.0,1976,0,1606.3243386419456,52,2548,0.7169811320754716,1862,48,0.7818314824680298,0,0,0,685112.4291899999,0.0,0.6234898018587336,2401,61040.32647471827,1,0.0,0.0,0.0
0,32,1,1024,1.0,1,1,1,2016,0.0,2368,0,468.749985351563,74,6660,0.4266666666666667,2880,26,-0.433883739117558,0,0,0,3346296.5655,0.0,-0.9009688679024191,8100,15000.0,4,0.0,0.0,0.0
1,63,1,3969,1.0,1,1,1,2015,0.0,5985,1,238.09523431594863,95,190,0.65625,126,5,-0.9749279121818236,2,1,0,57398.97246,0.1895555555555555,-0.2225209339563146,4,15000.0,5,0.1895555555555555,0.0,0.0
1,50,0,2500,1.0,1,1,1,2016,0.0,2450,1,299.99999400000013,49,0,1.0,0,51,0.0,0,0,0,0.0,0.1697911445279866,1.0,0,15000.0,0,0.1697911445279866,0.1145215474019939,0.0
0,33,1,1089,1.0,0,0,0,2016,0.0,2343,0,1952.555937664187,71,3621,0.4583333333333333,1683,29,-0.9749279121818236,0,0,1,665184.34122,0.0,-0.2225209339563146,2601,64434.34789547411,5,0.0,0.001075991044372,0.0
0,41,1,1681,1.0,1,1,1,2016,0.1856530214424951,2624,0,365.8536496133256,64,1984,0.6307692307692307,1271,36,0.9749279121818236,0,1,0,1165348.41516,0.0,-0.2225209339563143,961,15000.0,2,0.0,0.0,1.0
0,46,1,2116,0.0,1,1,1,2015,0.0,4002,0,326.0869494328924,87,3741,0.5227272727272727,1978,13,0.4338837391175582,0,0,0,918382.88966,0.0,-0.900968867902419,1849,15000.0,3,0.0,0.0,1.0
0,39,1,1521,1.0,1,1,1,2015,0.0,3471,1,1501.0826240219344,89,8633,0.4333333333333333,3783,11,0.7818314824680298,97,1,0,3387956.71069,0.1579328165374677,0.6234898018587336,9409,58542.22383793806,1,0.1579328165374677,0.0,0.0
0,60,1,3600,1.0,1,1,1,2015,0.0,4620,1,413.9655702310336,77,308,0.7692307692307693,240,23,-0.7818314824680299,4,1,0,33846.851996,0.1824521072796935,0.6234898018587334,16,24837.934627827584,6,0.1824521072796935,0.03970957463591,0.0
0,31,1,961,0.0,1,1,1,2015,0.0,558,1,483.8709521331951,18,1044,1.631578947368421,1798,82,-0.7818314824680299,58,1,0,1004600.60348,0.1279142300194931,0.6234898018587334,3364,15000.0,6,0.1279142300194931,0.0101382739293311,0.0
0,36,0,1296,1.0,0,1,1,2015,0.0,2196,0,578.9106875520067,61,2684,0.5806451612903226,1584,39,0.9749279121818236,0,0,0,1364700.50376,0.0,-0.2225209339563143,1936,20840.78533078293,2,0.0,0.0700306310616681,0.0
0,28,1,784,1.0,1,1,1,2016,0.2230065359477124,2296,1,535.7142665816333,82,820,0.3373493975903614,280,18,0.0,10,0,0,246548.74080000003,0.2230065359477124,1.0,100,15000.0,0,0.2230065359477124,0.1094038417809797,0.0
1,34,1,1156,0.0,1,1,1,2016,0.0,3026,0,441.1764576124572,89,2670,0.3777777777777777,1020,11,-0.433883739117558,0,0,0,539842.7435999999,0.0,-0.9009688679024191,900,15000.0,4,0.0,0.0,0.0
0,48,1,2304,1.0,0,0,0,2016,0.1550617283950617,3456,0,312.49999348958346,72,3888,0.6575342465753424,2592,28,0.9749279121818236,0,0,1,547548.40728,0.0,-0.2225209339563143,2916,15000.0,2,0.0,0.0149748156549634,0.0
0,41,1,1681,1.0,1,1,1,2015,0.1978002244668911,3198,0,365.8536496133256,78,3666,0.5189873417721519,1927,22,0.9749279121818236,0,1,0,1521983.9512200002,0.0,-0.2225209339563143,2209,15000.0,2,0.0,0.0,0.0
1,28,1,784,0.0,0,1,1,2016,0.0,2492,0,535.7142665816333,89,3827,0.3111111111111111,1204,11,0.7818314824680298,0,0,0,1343227.5758,0.0,0.6234898018587336,1849,15000.0,1,0.0,0.0570422677083463,0.0
1,28,1,784,1.0,0,0,0,2015,0.0,1988,0,535.7142665816333,71,710,0.3888888888888889,280,29,0.4338837391175582,10,0,1,352095.8637,0.1589300411522634,-0.900968867902419,100,15000.0,3,0.1589300411522634,0.0,0.0
1,52,1,2704,1.0,1,0,1,2015,0.0,3640,0,644.305562362015,70,350,0.7323943661971831,260,30,0.4338837391175582,0,1,0,174761.9169,0.0,-0.900968867902419,25,33503.889887130346,3,0.0,0.0,0.0
0,49,0,2401,1.0,1,1,1,2016,0.0,4459,0,306.12244273219505,91,364,0.532608695652174,196,9,0.4338837391175582,0,0,0,131279.77784,0.0,-0.900968867902419,16,15000.0,3,0.0,0.0,0.0
0,47,1,2209,1.0,1,1,1,2015,0.0930312837108953,4418,0,350.7239666980884,94,4700,0.4947368421052631,2350,6,0.0,0,0,0,830333.158,0.0,1.0,2500,16484.026785534123,0,0.0,0.0,0.0
0,26,1,676,0.0,1,1,1,2015,0.0,1950,0,576.9230547337287,75,6525,0.3421052631578947,2262,25,0.4338837391175582,0,1,0,1602412.03518,0.0,-0.900968867902419,7569,15000.0,3,0.0,0.0,1.0
0,27,0,729,1.0,0,1,1,2015,0.1764291187739463,1728,0,2163.0689646520564,64,1600,0.4153846153846154,675,36,0.0,0,0,0,1113643.5845,0.0,1.0,625,58402.864208674495,0,0.0,0.0,0.0
1,36,1,1296,1.0,0,1,1,2015,0.0,2808,1,416.6666550925929,78,4992,0.4556962025316455,2304,22,0.7818314824680298,64,0,0,2675065.3248,0.1619287211740042,0.6234898018587336,4096,15000.0,1,0.1619287211740042,0.0,1.0
0,56,0,3136,0.0,0,1,1,2015,0.1918713450292397,5488,0,290.1012641301704,98,294,0.5656565656565656,168,2,0.7818314824680298,0,0,0,61979.11962,0.0,0.6234898018587336,9,16245.671081390805,1,0.0,0.1340526872435363,0.0
0,37,1,1369,1.0,1,1,1,2016,0.0,2886,1,405.4053944485029,78,3354,0.4683544303797468,1591,22,-0.433883739117558,43,0,0,1284183.36635,0.1429501915708812,-0.9009688679024191,1849,15000.0,4,0.1429501915708812,0.057886928103314,0.0
0,33,1,1089,1.0,0,1,1,2016,0.0,2013,0,454.5454407713503,61,6100,0.532258064516129,3300,39,0.0,0,0,0,1075143.679,0.0,1.0,10000,15000.0,0,0.0,0.0,1.0
1,24,1,576,1.0,0,1,1,2016,0.0,1584,0,624.9999739583344,66,4092,0.3582089552238806,1488,34,0.4338837391175582,0,0,0,2271586.57592,0.0,-0.900968867902419,3844,15000.0,3,0.0,0.0379108211347609,0.0
0,42,1,1764,0.0,1,1,1,2016,0.1277629629629629,3402,0,357.142848639456,81,7857,0.5121951219512195,4074,19,-0.433883739117558,0,0,0,766048.81656,0.0,-0.9009688679024191,9409,15000.0,4,0.0,0.0477929749402303,0.0
0,55,0,3025,1.0,1,1,1,2015,0.0,3245,0,446.57952480719774,59,1416,0.9166666666666666,1320,41,0.7818314824680298,0,1,0,838780.0732799999,0.0,0.6234898018587336,576,24561.8743109754,1,0.0,0.0015610466827344,0.0
0,30,0,900,1.0,1,1,1,2016,0.0,2370,1,1514.0295749969184,79,79,0.375,30,21,-0.433883739117558,1,0,0,26149.48866,0.1715555555555555,-0.9009688679024191,1,45420.88876393713,4,0.1715555555555555,0.0394580519057935,0.0
1,44,1,1936,1.0,0,1,1,2016,0.0,4048,0,579.0365953425691,92,644,0.4731182795698925,308,8,0.9749279121818236,0,0,0,94411.85684,0.0,-0.2225209339563143,49,25477.610774109635,2,0.0,0.0,0.0
0,38,1,1444,1.0,0,0,0,2015,0.1458119658119658,2774,0,394.7368317174518,73,4161,0.5135135135135135,2166,27,0.0,0,0,1,2783963.69253,0.0,1.0,3249,15000.0,0,0.0,0.0,1.0
0,55,0,3025,1.0,1,0,0,2015,0.0,4455,0,1013.4728669676192,81,3969,0.6707317073170732,2695,19,0.0,49,0,1,1531946.40466,0.1269366562824506,1.0,2401,55741.008696691926,0,0.1269366562824506,0.1091151322982762,1.0
0,49,0,2401,1.0,0,1,1,2015,0.0,1617,1,1435.1248438000544,33,759,1.4411764705882353,1127,67,0.4338837391175582,23,0,0,1166220.72056,0.1175802469135802,-0.900968867902419,529,70321.1187813275,3,0.1175802469135802,0.0274725341057238,0.0
0,51,1,2601,1.0,1,1,1,2015,0.0,2346,0,993.977879490326,46,506,1.0851063829787233,561,54,-0.9749279121818236,0,1,0,288155.37124,0.0,-0.2225209339563146,121,50692.8728479845,5,0.0,0.0744769472053374,0.0
0,49,0,2401,1.0,1,1,1,2016,0.0,3038,0,543.7638413342818,62,1736,0.7777777777777778,1372,38,-0.9749279121818236,0,0,0,419871.5178,0.0,-0.2225209339563146,784,26644.428769143648,5,0.0,0.0,0.0
0,37,1,1369,1.0,1,0,0,2016,0.0,2405,0,519.5871661876072,65,715,0.5606060606060606,407,35,0.7818314824680298,11,0,1,286761.58951,0.1554144620811287,0.6234898018587336,121,19224.72566852863,1,0.1554144620811287,0.0,0.0
0,37,1,1369,1.0,1,0,0,2015,0.0,2960,0,728.8544476745785,80,4000,0.4567901234567901,1850,20,-0.433883739117558,0,0,1,419749.42605,0.0,-0.9009688679024191,2500,26967.61529281385,4,0.0,0.0,0.0
0,36,1,1296,1.0,1,1,1,2016,0.0,3204,1,583.244661843494,89,178,0.4,72,11,-0.7818314824680299,2,1,0,48512.71976,0.1820700152207001,0.6234898018587334,4,20996.808409610443,6,0.1820700152207001,0.0,0.0
1,81,1,6561,1.0,0,0,0,2016,0.0,6723,0,288.105598333011,83,8051,0.9642857142857144,7857,17,-0.433883739117558,0,0,1,2870999.78909,0.0,-0.9009688679024191,9409,23336.55375307949,4,0.0,0.0,0.0
1,35,1,1225,1.0,1,1,1,2016,0.0,2485,0,428.571416326531,71,6248,0.4861111111111111,3080,29,-0.9749279121818236,0,0,0,4148980.96888,0.0,-0.2225209339563146,7744,15000.0,5,0.0,0.0403291427677174,0.0
0,41,0,1681,1.0,1,0,0,2015,0.0,1312,0,365.8536496133256,32,1152,1.2424242424242424,1476,68,-0.9749279121818236,36,0,1,228786.86988,0.1579629629629629,-0.2225209339563146,1296,15000.0,5,0.1579629629629629,0.1395177676106184,1.0
1,34,1,1156,0.0,0,1,1,2016,0.0,1870,1,441.1764576124572,55,5005,0.6071428571428571,3094,45,-0.9749279121818236,91,0,0,4808428.87343,0.1544296296296296,-0.2225209339563146,8281,15000.0,5,0.1544296296296296,0.0,0.0
0,51,0,2601,1.0,1,1,1,2015,0.0,3621,0,1161.2290274478437,71,923,0.7083333333333334,663,29,-0.7818314824680299,0,0,0,386638.1753,0.0,0.6234898018587334,169,59222.681561069054,6,0.0,0.0069177478401738,1.0
0,31,1,961,0.0,1,1,1,2015,0.0,2511,0,1998.5135197946167,81,3888,0.3780487804878049,1488,19,0.9749279121818236,0,0,0,1761134.7571199995,0.0,-0.2225209339563143,2304,61953.92111214664,2,0.0,0.0,0.0
0,55,1,3025,1.0,1,1,1,2015,0.0,4675,1,1201.960402808058,85,2635,0.6395348837209303,1705,15,0.4338837391175582,31,0,0,668260.69894,0.1094553376906318,-0.900968867902419,961,66107.82335640359,3,0.1094553376906318,0.0,0.0
0,34,1,1156,0.0,0,1,1,2016,0.0,2992,0,1913.655709797062,88,2024,0.3820224719101123,782,12,0.7818314824680298,0,0,0,574750.5026700001,0.0,0.6234898018587336,529,65064.29604675581,1,0.0,0.0,0.0
1,46,1,2116,1.0,0,1,1,2015,0.0,3404,1,837.2032767633832,74,6364,0.6133333333333333,3956,26,0.0,86,0,0,993372.69322,0.1849322493224932,1.0,7396,38511.3515683189,0,0.1849322493224932,0.0,0.0
0,31,1,961,0.0,0,0,0,2016,0.0,2232,0,483.8709521331951,72,5472,0.4246575342465753,2356,28,-0.433883739117558,76,0,1,1310088.9454400002,0.1654603174603174,-0.9009688679024191,5776,15000.0,4,0.1654603174603174,0.1105891669943398,0.0
1,32,1,1024,0.0,1,1,1,2015,0.0,2144,0,468.749985351563,67,1273,0.4705882352941176,608,33,0.9749279121818236,0,0,0,834554.5808900001,0.0,-0.2225209339563143,361,15000.0,2,0.0,0.0,0.0
1,37,1,1369,1.0,1,1,1,2015,0.0,3145,1,405.4053944485029,85,1190,0.4302325581395348,518,15,-0.433883739117558,14,0,0,118423.58241,0.292609819121447,-0.9009688679024191,196,15000.0,4,0.292609819121447,0.0,0.0
0,31,1,961,1.0,0,1,1,2015,0.0,2015,0,483.8709521331951,65,65,0.4696969696969697,31,35,0.4338837391175582,0,0,0,12468.03709,0.0,-0.900968867902419,1,15000.0,3,0.0,0.0,0.0
0,63,0,3969,1.0,1,0,0,2016,0.0,4536,0,832.4996887474895,72,6840,0.863013698630137,5985,28,-0.7818314824680299,95,0,1,1516216.38845,0.1601576044129235,0.6234898018587334,9025,52447.48122359152,6,0.1601576044129235,0.0210026145072054,0.0
0,49,1,2401,1.0,1,0,0,2015,0.0,3234,0,306.12244273219505,66,1650,0.7313432835820896,1225,34,-0.433883739117558,0,0,1,886851.7374999999,0.0,-0.9009688679024191,625,15000.0,4,0.0,0.0301964178842823,0.0
0,33,1,1089,0.0,1,1,1,2016,0.0,2805,0,454.5454407713503,85,1275,0.3837209302325581,495,15,0.9749279121818236,0,1,0,509979.04890000005,0.0,-0.2225209339563143,225,15000.0,2,0.0,0.0,0.0
1,50,1,2500,1.0,1,0,0,2016,0.0,3450,0,299.99999400000013,69,6279,0.7142857142857143,4550,31,-0.7818314824680299,91,0,1,2285412.4848100003,0.2737777777777778,0.6234898018587334,8281,15000.0,6,0.2737777777777778,0.0715047865055234,0.0
1,37,1,1369,1.0,0,1,1,2015,0.0,2886,0,405.4053944485029,78,7800,0.4683544303797468,3700,22,0.4338837391175582,0,0,0,2252929.226,0.0,-0.900968867902419,10000,15000.0,3,0.0,0.0,0.0
1,50,1,2500,1.0,1,1,1,2015,0.0,3900,1,299.99999400000013,78,7800,0.6329113924050633,5000,22,0.0,100,0,0,2251858.352,0.0979337231968811,1.0,10000,15000.0,0,0.0979337231968811,0.0,0.0
0,35,1,1225,1.0,1,1,1,2015,0.0,3185,0,428.571416326531,91,637,0.3804347826086957,245,9,0.9749279121818236,0,0,0,158570.30391999998,0.0,-0.2225209339563143,49,15000.0,2,0.0,0.0,1.0
1,56,1,3136,1.0,1,1,1,2016,0.0,2296,0,649.5165117675173,41,3362,1.3333333333333333,4592,59,0.9749279121818236,0,0,0,696882.624052,0.0,-0.2225209339563143,6724,36372.92530849748,2,0.0,0.0,0.0
0,47,1,2209,1.0,1,1,1,2015,0.0,4183,0,2388.927941935128,89,5073,0.5222222222222223,2679,11,-0.433883739117558,0,0,0,588812.55018,0.0,-0.9009688679024191,3249,112279.61565987892,4,0.0,0.0,0.0
0,31,1,961,1.0,1,0,0,2016,0.1272839506172839,2294,0,1004.287667111829,74,3700,0.4133333333333333,1550,26,0.9749279121818236,0,1,1,688884.58,0.0,-0.2225209339563143,2500,31132.918684754368,2,0.0,0.0,0.0
0,51,1,2601,1.0,1,1,1,2016,0.0,3111,1,593.6708833692626,61,5185,0.8225806451612904,4335,39,-0.7818314824680299,85,0,0,1205724.90225,0.1959087564385577,0.6234898018587334,7225,30277.215645503275,6,0.1959087564385577,0.1137395175154009,0.0
0,77,1,5929,1.0,0,1,1,2015,0.0,6237,1,194.80519227525724,81,729,0.9390243902439024,693,19,0.0,9,0,0,140893.92567,0.2077629629629629,1.0,81,15000.0,0,0.2077629629629629,0.0,0.0
1,46,1,2116,1.0,0,1,1,2016,0.0,4048,1,326.0869494328924,88,5808,0.5168539325842697,3036,12,-0.9749279121818236,66,0,0,799945.66872,0.1712332112332112,-0.2225209339563146,4356,15000.0,5,0.1712332112332112,0.0721219971722664,0.0
1,41,1,1681,1.0,0,1,1,2016,0.0,2788,1,691.5635074442264,68,6732,0.5942028985507246,4059,32,0.4338837391175582,99,0,0,3419600.9859,0.1041414141414141,-0.900968867902419,9801,28354.10449677679,3,0.1041414141414141,0.0807427977602478,0.0
0,30,1,900,1.0,1,0,0,2015,0.15545159194282,2670,0,499.9999833333339,89,8099,0.3333333333333333,2730,11,0.4338837391175582,0,1,1,1967492.52427,0.0,-0.900968867902419,8281,15000.0,3,0.0,0.0,1.0
1,60,1,3600,0.0,1,1,1,2016,0.0,4140,1,249.9999958333334,69,6762,0.8571428571428571,5880,31,-0.9749279121818236,98,0,0,2481942.98338,0.1723232323232323,-0.2225209339563146,9604,15000.0,5,0.1723232323232323,0.0,0.0
0,65,1,4225,1.0,1,1,1,2016,0.0,5395,1,230.769227218935,83,6059,0.7738095238095238,4745,17,-0.9749279121818236,73,0,0,1114190.1086,0.2116444444444444,-0.2225209339563146,5329,15000.0,5,0.2116444444444444,0.0005098917433475,1.0
0,31,1,961,1.0,1,1,1,2015,0.0,899,0,1303.1047697325678,29,667,1.0333333333333334,713,71,0.4338837391175582,0,0,0,425022.1986900001,0.0,-0.900968867902419,529,40396.24916481437,3,0.0,0.0,1.0
0,44,0,1936,1.0,1,1,1,2015,0.0,3564,1,489.205993167862,81,7533,0.5365853658536586,4092,19,-0.9749279121818236,93,0,0,897997.372053,0.1523132969034608,-0.2225209339563146,8649,21525.06418859192,5,0.1523132969034608,0.0,0.0
0,43,1,1849,1.0,1,1,1,2015,0.0,3010,1,1077.0494417818727,70,3500,0.6056338028169014,2150,30,0.9749279121818236,50,0,0,1354632.9585,0.0974940898345153,-0.2225209339563143,2500,46313.127073669966,2,0.0974940898345153,0.0063378530302466,1.0
0,48,0,2304,0.0,1,1,1,2015,0.195050505050505,4176,1,515.8875658266265,87,4350,0.5454545454545454,2400,13,-0.7818314824680299,50,0,0,1217693.1385,0.195050505050505,0.6234898018587334,2500,24762.60367556564,6,0.195050505050505,0.0076505687450863,1.0
0,25,0,625,1.0,1,1,1,2015,0.0,1475,1,599.999976000001,59,4602,0.4166666666666667,1950,41,0.4338837391175582,78,0,0,1358509.01628,0.1492551892551892,-0.900968867902419,6084,15000.0,3,0.1492551892551892,0.1614270996604383,0.0
0,75,1,5625,1.0,0,1,1,2016,0.0,2850,1,199.99999733333337,38,3648,1.9230769230769231,7200,62,0.7818314824680298,96,0,0,2168935.61664,0.2516444444444444,0.6234898018587336,9216,15000.0,1,0.2516444444444444,0.0,0.0
1,57,1,3249,1.0,0,1,1,2015,0.0,4560,1,263.15789012003705,80,7360,0.7037037037037037,5244,20,0.4338837391175582,92,0,0,5926875.92848,0.1906002554278416,-0.900968867902419,8464,15000.0,3,0.1906002554278416,0.0010079607785785,0.0
0,45,1,2025,0.0,1,1,1,2015,0.1636412315930388,3375,0,1042.2521043394083,75,7275,0.5921052631578947,4365,25,0.9749279121818236,0,0,0,2605785.17493,0.0,-0.2225209339563143,9409,46901.34573752548,2,0.0,0.0,0.0
0,42,1,1764,0.0,0,1,1,2016,0.2116444444444444,2898,0,357.142848639456,69,1518,0.6,924,31,-0.9749279121818236,0,0,0,312694.7758,0.0,-0.2225209339563146,484,15000.0,5,0.0,0.0053329459945111,0.0
0,34,1,1156,1.0,0,1,1,2016,0.1395555555555555,2346,1,441.1764576124572,69,759,0.4857142857142857,374,31,0.0,11,0,0,165369.60539,0.1395555555555555,1.0,121,15000.0,0,0.1395555555555555,0.0515926048193913,0.0
0,50,1,2500,1.0,1,1,1,2016,0.1856530214424951,3800,0,1441.592734566523,76,4028,0.6493506493506493,2650,24,-0.9749279121818236,0,0,0,1176658.2205,0.0,-0.2225209339563146,2809,72079.63816991888,5,0.0,0.0,0.0
0,33,1,1089,0.0,1,1,1,2015,0.1393464052287581,2673,1,1638.612397595431,81,0,0.4024390243902439,0,19,0.7818314824680298,0,0,0,0.0,0.1393464052287581,0.6234898018587336,0,54074.210759261616,1,0.1393464052287581,0.0,0.0
1,37,0,1369,1.0,0,1,1,2016,0.0,2775,0,405.4053944485029,75,6450,0.4868421052631579,3182,25,-0.9749279121818236,0,0,0,3061271.9684800003,0.0,-0.2225209339563146,7396,15000.0,5,0.0,0.0,0.0
1,39,1,1521,1.0,0,1,1,2016,0.0,3042,1,384.61537475345193,78,1482,0.4936708860759494,741,22,-0.433883739117558,19,0,0,159442.78442399998,0.1298191214470284,-0.9009688679024191,361,15000.0,4,0.1298191214470284,0.0683097866802532,0.0
1,37,1,1369,1.0,0,1,1,2016,0.0,3293,1,405.4053944485029,89,5429,0.4111111111111111,2257,11,-0.433883739117558,61,0,0,638875.47606,0.1567195767195767,-0.9009688679024191,3721,15000.0,4,0.1567195767195767,0.0997951065557058,0.0
0,49,1,2401,1.0,1,0,1,2015,0.0,3136,0,306.12244273219505,64,3136,0.7538461538461538,2401,36,0.0,0,0,0,773548.25051,0.0,1.0,2401,15000.0,0,0.0,0.0804275269162766,0.0
1,36,0,1296,1.0,0,1,1,2016,0.0,2844,0,1692.1395460656884,79,79,0.45,36,21,0.0,0,0,0,8446.772566,0.0,1.0,1,60917.02535050432,0,0.0,0.2261012543321828,0.0
0,51,1,2601,1.0,1,1,1,2016,0.2316444444444444,2907,0,648.976585922072,57,57,0.8793103448275862,51,43,0.0,0,1,0,33080.53903,0.0,1.0,1,33097.80653100226,0,0.0,0.1526585829594984,0.0
0,66,1,4356,1.0,0,1,1,2016,0.0,5808,1,227.2727238292012,88,4400,0.7415730337078652,3300,12,0.7818314824680298,50,0,0,893317.1325,0.1865700483091787,0.6234898018587336,2500,15000.0,1,0.1865700483091787,0.0,0.0
0,58,1,3364,1.0,1,1,1,2015,0.0,4872,1,258.6206851961951,84,6048,0.6823529411764706,4176,16,-0.9749279121818236,72,0,0,635403.625992,0.1213526570048309,-0.2225209339563146,5184,15000.0,5,0.1213526570048309,0.0,0.0
0,44,1,1936,1.0,0,1,1,2016,0.0,3256,1,340.90908316115724,74,6512,0.5866666666666667,3872,26,-0.433883739117558,88,0,0,4080745.50048,0.1855026455026455,-0.9009688679024191,7744,15000.0,4,0.1855026455026455,0.0,0.0
0,36,1,1296,1.0,1,0,0,2015,0.0,2952,0,949.4920890326664,82,1230,0.4337349397590361,540,18,0.0,15,0,1,203777.82885,0.2516444444444444,1.0,225,34181.71615466807,0,0.2516444444444444,0.1157401009816392,0.0
0,32,1,1024,1.0,1,1,1,2016,0.0,864,0,468.749985351563,27,1620,1.1428571428571428,1920,73,0.4338837391175582,0,0,0,861255.0426,0.0,-0.900968867902419,3600,15000.0,3,0.0,0.0,0.0
0,52,1,2704,0.0,1,0,0,2015,0.0,3744,0,683.7839826421283,72,6912,0.7123287671232876,4992,28,0.4338837391175582,96,1,1,2464938.61632,0.1429320987654321,-0.900968867902419,9216,35556.767781174654,3,0.1429320987654321,0.2261012543321828,0.0
0,54,1,2916,1.0,0,1,1,2015,0.0,3564,1,277.777772633745,66,726,0.8059701492537313,594,34,0.9749279121818236,11,0,0,379270.55628,0.2071175523349436,-0.2225209339563143,121,15000.0,2,0.2071175523349436,0.0264061435350303,0.0
0,36,1,1296,1.0,1,0,0,2015,0.0,3204,0,416.6666550925929,89,1246,0.4,504,11,-0.7818314824680299,0,0,1,262771.68623999995,0.0,0.6234898018587334,196,15000.0,6,0.0,0.0132602662500919,1.0
0,52,1,2704,1.0,1,0,0,2015,0.0,3796,0,978.8391069983088,73,146,0.7027027027027027,104,27,0.4338837391175582,0,1,1,88060.37112000001,0.0,-0.900968867902419,4,50899.63454275116,3,0.0,0.0,0.0
0,25,1,625,1.0,1,1,1,2015,0.0,2200,0,599.999976000001,88,4488,0.2808988764044944,1275,12,-0.433883739117558,0,1,0,1557109.14027,0.0,-0.9009688679024191,2601,15000.0,4,0.0,0.1436481916620723,0.0
1,36,0,1296,0.0,1,1,1,2015,0.0,2736,0,863.5486471177793,76,5548,0.4675324675324675,2628,24,0.7818314824680298,0,0,0,2102270.0548900003,0.0,0.6234898018587336,5329,31087.7521597887,1,0.0,0.0,0.0
0,28,1,784,1.0,1,1,1,2016,0.1703267973856209,2520,0,535.7142665816333,90,6660,0.3076923076923077,2072,10,0.4338837391175582,0,0,0,1161878.33492,0.0,-0.900968867902419,5476,15000.0,3,0.0,0.0,0.0
1,51,1,2601,0.0,1,1,1,2015,0.0,4743,1,1114.8995350523276,93,4557,0.5425531914893617,2499,7,0.0,49,0,0,1591582.33241,0.1486710239651416,1.0,2401,56859.87740256824,0,0.1486710239651416,0.0,0.0
0,48,0,2304,1.0,0,0,0,2016,0.0,3936,0,312.49999348958346,82,6314,0.5783132530120482,3696,18,0.4338837391175582,0,0,1,1689782.1864,0.0,-0.900968867902419,5929,15000.0,3,0.0,0.0,1.0
0,50,1,2500,1.0,1,0,0,2015,0.0,4500,0,579.7943976509561,90,2430,0.5494505494505495,1350,10,0.0,0,0,1,747824.64786,0.0,1.0,729,28989.7204623422,0,0.0,0.0,0.0
0,63,1,3969,0.0,0,0,0,2015,0.0,5607,0,238.09523431594863,89,3916,0.7,2772,11,0.7818314824680298,44,0,1,2318451.86012,0.1343310657596371,0.6234898018587336,1936,15000.0,1,0.1343310657596371,0.0,0.0
0,41,0,1681,0.0,1,1,1,2015,0.0,3526,1,365.8536496133256,86,1978,0.4712643678160919,943,14,-0.9749279121818236,23,0,0,262445.35664,0.1495959595959596,-0.2225209339563146,529,15000.0,5,0.1495959595959596,0.040376937108267,1.0
0,36,0,1296,1.0,1,0,0,2016,0.165042735042735,3276,0,1635.5894882876166,91,3276,0.391304347826087,1296,9,0.7818314824680298,36,0,1,890054.9733600001,0.165042735042735,0.6234898018587336,1296,58881.22321394368,1,0.165042735042735,0.0183038414513495,0.0
0,35,0,1225,1.0,1,1,1,2015,0.0,2555,1,428.571416326531,73,7300,0.4729729729729729,3500,27,-0.7818314824680299,100,0,0,1216633.804,0.1091005291005291,0.6234898018587334,10000,15000.0,6,0.1091005291005291,0.0359663527636915,1.0
0,32,1,1024,0.0,0,1,1,2015,0.0,2464,0,468.749985351563,77,4466,0.4102564102564102,1856,23,0.0,0,0,0,2456113.46794,0.0,1.0,3364,15000.0,0,0.0,0.0,0.0
0,26,1,676,1.0,1,1,1,2015,0.1687749287749287,1924,0,1090.7648218551049,74,0,0.3466666666666667,0,26,0.9749279121818236,0,0,0,0.0,0.0,-0.2225209339563143,0,28359.88645899755,2,0.0,0.0,0.0
0,48,1,2304,1.0,1,1,1,2016,0.165042735042735,4560,1,535.0796677920529,95,5890,0.5,2976,5,0.0,62,0,0,422349.1794800001,0.165042735042735,1.0,3844,25683.824589098207,0,0.165042735042735,0.002466752601551,1.0
0,44,0,1936,0.0,0,1,1,2015,0.0,3080,0,1775.7185823719117,70,350,0.6197183098591549,220,30,-0.433883739117558,0,0,0,30821.327495,0.0,-0.9009688679024191,25,78131.61940008268,4,0.0,0.0494130938916152,0.0
0,29,1,841,1.0,0,1,1,2015,0.0,2871,0,1986.1860027514967,99,2376,0.29,696,1,0.9749279121818236,0,0,0,420279.04128,0.0,-0.2225209339563143,576,57599.39606597943,2,0.0,0.0,0.0
0,61,0,3721,1.0,0,1,1,2015,0.1516444444444444,4819,0,245.90163531308795,79,1106,0.7625,854,21,0.9749279121818236,0,0,0,148891.51298,0.0,-0.2225209339563143,196,15000.0,2,0.0,0.0,0.0
